"WMS_52_IRR_000","WMS_52_IRR_000","WMS_52_IRR_000","WMS_52_IRR_001","WMS_52_IRR_001","WMS_52_IRR_001","WMS_52_IRR_002","WMS_52_IRR_002","WMS_52_IRR_002","WMS_52_IRR_003","WMS_52_IRR_003","WMS_52_IRR_003","WMS_52_PANEL_000","WMS_52_PANEL_000","WMS_52_PANEL_000","WMS_52_PANEL_001","WMS_52_PANEL_001","WMS_52_PANEL_001","WMS_52_PANEL_002","WMS_52_PANEL_002","WMS_52_PANEL_002","WMS_52_PANEL_003","WMS_52_PANEL_003","WMS_52_PANEL_003","WMS_52_WATER_000","WMS_52_WATER_000","WMS_52_WATER_000","WMS_52_WATER_001","WMS_52_WATER_001","WMS_52_WATER_001","WMS_52_WATER_002","WMS_52_WATER_002","WMS_52_WATER_002","WMS_52_WATER_003","WMS_52_WATER_003","WMS_52_WATER_003"
305.33,12602.83,9420.3,305.33,12602.83,10756.96,305.33,12602.83,10629.66,305.33,12602.83,11329.81,305.33,3228.67,1442.25,305.33,3228.67,676.05,305.33,3228.67,216.13,305.33,3228.67,442.51,305.33,2688,58,305.33,2688,56,305.33,2688,56,305.33,2688,1228
307.16,12924.94,9661.06,307.16,12924.94,11162.45,307.16,12924.94,11097.17,307.16,12924.94,11619.39,307.16,3667.19,1583.15,307.16,3667.19,742.38,307.16,3667.19,239.26,307.16,3667.19,489.7,307.16,2800,60,307.16,2800,58,307.16,2800,55,307.16,2800,1240
308.98,13954.28,10413.64,308.98,13954.28,11802.13,308.98,13954.28,11871.55,308.98,13954.28,12496.37,308.98,3759.06,1628.31,308.98,3759.06,772.28,308.98,3759.06,250.06,308.98,3759.06,521.06,308.98,2800,57,308.98,2800,59,308.98,2800,56,308.98,2800,1260
310.8,14640.11,11016.32,310.8,14640.11,12538.32,310.8,14640.11,12393.36,310.8,14640.11,13335.55,310.8,3974.4,1718.4,310.8,3974.4,820.8,310.8,3974.4,254.4,310.8,3974.4,552,310.8,2832,61,310.8,2832,59,310.8,2832,58,310.8,2832,1284
312.61,15838.77,11898.4,312.61,15838.77,13598.17,312.61,15838.77,13675.43,312.61,15838.77,14216.27,312.61,4224.35,1838,312.61,4224.35,858.07,312.61,4224.35,272.91,312.61,4224.35,596.59,312.61,2800,59,312.61,2800,59,312.61,2800,59,312.61,2800,1292
314.42,16719.48,12340.57,314.42,16719.48,14012.52,314.42,16719.48,13932.9,314.42,16719.48,15127.15,314.42,4600.12,1952.88,314.42,4600.12,895.07,314.42,4600.12,297,314.42,4600.12,650.96,314.42,2864,61,314.42,2864,60,314.42,2864,56,314.42,2864,1316
316.23,18398.45,13993.19,316.23,18398.45,15375.23,316.23,18398.45,15634.37,316.23,18398.45,16152.63,316.23,4893.18,2079.03,316.23,4893.18,993.57,316.23,4893.18,318.75,316.23,4893.18,712.15,316.23,2944,58,316.23,2944,60,316.23,2944,60,316.23,2944,1348
318.04,19451.29,14722.31,318.04,19451.29,16417.6,318.04,19451.29,16328.38,318.04,19451.29,17220.64,318.04,5017.31,2135.27,318.04,5017.31,997.63,318.04,5017.31,328.17,318.04,5017.31,758.43,318.04,2928,63,318.04,2928,62,318.04,2928,64,318.04,2928,1368
319.84,19576.99,14793.47,319.84,19576.99,16653.73,319.84,19576.99,16653.73,319.84,19576.99,17450.98,319.84,5291.05,2184.38,319.84,5291.05,1037.58,319.84,5291.05,339.79,319.84,5291.05,825.21,319.84,3008,66,319.84,3008,63,319.84,3008,60,319.84,3008,1440
321.64,20990.57,15766.25,321.64,20990.57,17632.08,321.64,20990.57,17725.37,321.64,20990.57,18751.58,321.64,5824.9,2420.57,321.64,5824.9,1132.62,321.64,5824.9,368.91,321.64,5824.9,922.28,321.64,2944,68,321.64,2944,65,321.64,2944,64,321.64,2944,1468
323.43,23671.03,17779.11,323.43,23671.03,19846.45,323.43,23671.03,20466.65,323.43,23671.03,21190.22,323.43,6214.1,2579.96,323.43,6214.1,1213.69,323.43,6214.1,398.78,323.43,6214.1,1047.24,323.43,3104,66,323.43,3104,64,323.43,3104,64,323.43,3104,1520
325.23,24499.41,18611.14,325.23,24499.41,20714.09,325.23,24499.41,21450.13,325.23,24499.41,22501.61,325.23,6521.23,2608.49,325.23,6521.23,1254.63,325.23,6521.23,411.12,325.23,6521.23,1148.3,325.23,3104,68,325.23,3104,63,325.23,3104,66,325.23,3104,1584
327.02,26336.41,19616.83,327.02,26336.41,22217.96,327.02,26336.41,22651.48,327.02,26336.41,23518.52,327.02,7091.11,2794.38,327.02,7091.11,1344.61,327.02,7091.11,441.32,327.02,7091.11,1280.76,327.02,3248,72,327.02,3248,68,327.02,3248,68,327.02,3248,1652
328.81,28845.84,21548.87,328.81,28845.84,24171.22,328.81,28845.84,24171.22,328.81,28845.84,25653.42,328.81,7446.7,2857.1,328.81,7446.7,1382.96,328.81,7446.7,457.82,328.81,7446.7,1382.96,328.81,3264,72,328.81,3264,72,328.81,3264,69,328.81,3264,1724
330.59,29671.85,22081.37,330.59,29671.85,25301.57,330.59,29671.85,25646.6,330.59,29671.85,26566.65,330.59,7936.78,3008.3,330.59,7936.78,1448.14,330.59,7936.78,490.05,330.59,7936.78,1576.15,330.59,3328,71,330.59,3328,72,330.59,3328,72,330.59,3328,1808
332.37,32109.3,24052.35,332.37,32109.3,27251.43,332.37,32109.3,27251.43,332.37,32109.3,28199.31,332.37,8677.27,3287.87,332.37,8677.27,1533.77,332.37,8677.27,527.5,332.37,8677.27,1796.47,332.37,3472,73,332.37,3472,73,332.37,3472,74,332.37,3472,1932
334.15,35200.13,27194.33,334.15,35200.13,30117.08,334.15,35200.13,30625.39,334.15,35200.13,32531.53,334.15,9623.13,3423.96,334.15,9623.13,1648.91,334.15,9623.13,578.92,334.15,9623.13,2085.91,334.15,3536,76,334.15,3536,75,334.15,3536,78,334.15,3536,2056
335.93,37133.31,28653.04,335.93,37133.31,31865.26,335.93,37133.31,32122.24,335.93,37133.31,33792.6,335.93,9863.14,3423.72,335.93,9863.14,1667.51,335.93,9863.14,572.1,335.93,9863.14,2226.3,335.93,3744,83,335.93,3744,76,335.93,3744,78,335.93,3744,2192
337.71,40562.83,31295.16,337.71,40562.83,35190.27,337.71,40562.83,35458.89,337.71,40562.83,36802.03,337.71,10974.63,3709.2,337.71,10974.63,1797.24,337.71,10974.63,638.12,337.71,10974.63,2624.16,337.71,3840,84,337.71,3840,80,337.71,3840,82,337.71,3840,2328
339.48,46301.61,35851.09,339.48,46301.61,39915.18,339.48,46301.61,40205.47,339.48,46301.61,41947.22,339.48,11567.34,3771.96,339.48,11567.34,1847.29,339.48,11567.34,667.35,339.48,11567.34,2887,339.48,4016,87,339.48,4016,81,339.48,4016,86,339.48,4016,2508
341.25,49326.35,38202.31,341.25,49326.35,41861.53,341.25,49326.35,42300.64,341.25,49326.35,44642.54,341.25,12305.97,3899.5,341.25,12305.97,1881.17,341.25,12305.97,700.54,341.25,12305.97,3194.07,341.25,4208,90,341.25,4208,87,341.25,4208,88,341.25,4208,2676
343.02,51408.68,40066.36,343.02,51408.68,44632.75,343.02,51408.68,45516.57,343.02,51408.68,47431.51,343.02,13458.78,3956.07,343.02,13458.78,1998.43,343.02,13458.78,749.41,343.02,13458.78,3629.79,343.02,4432,93,343.02,4432,87,343.02,4432,92,343.02,4432,2896
344.78,56316.17,44744.35,344.78,56316.17,49681.66,344.78,56316.17,49681.66,344.78,56316.17,51841.74,344.78,14408.18,4181.68,344.78,14408.18,2059.79,344.78,14408.18,786.65,344.78,14408.18,4010.9,344.78,4560,96,344.78,4560,95,344.78,4560,94,344.78,4560,3104
346.54,59550.06,46029.77,346.54,59550.06,51954.39,346.54,59550.06,52106.31,346.54,59550.06,53777.35,346.54,15075.94,4217.92,346.54,15075.94,2129.84,346.54,15075.94,816.96,346.54,15075.94,4405.85,346.54,4832,99,346.54,4832,100,346.54,4832,102,346.54,4832,3364
348.3,63133.59,49155.11,348.3,63133.59,54377.84,348.3,63133.59,55606.71,348.3,63133.59,56681.98,348.3,16073.72,4247.46,348.3,16073.72,2092.5,348.3,16073.72,861.46,348.3,16073.72,4762.78,348.3,5088,104,348.3,5088,106,348.3,5088,107,348.3,5088,3604
350.06,70408.82,55286.37,350.06,70408.82,61140.22,350.06,70408.82,62441.07,350.06,70408.82,65042.79,350.06,17531.28,4404.41,350.06,17531.28,2277.77,350.06,17531.28,928.38,350.06,17531.28,5397.56,350.06,5344,110,350.06,5344,106,350.06,5344,111,350.06,5344,3880
351.82,74156.44,57568.81,351.82,74156.44,64724.26,351.82,74156.44,64886.88,351.82,74156.44,66838.37,351.82,19116.58,4723.18,351.82,19116.58,2451.13,351.82,19116.58,998.92,351.82,19116.58,6027.1,351.82,5664,114,351.82,5664,114,351.82,5664,114,351.82,5664,4188
353.57,82093.63,63944.83,353.57,82093.63,70390.2,353.57,82093.63,71068.66,353.57,82093.63,74800.19,353.57,21254.69,4961,353.57,21254.69,2586.3,353.57,21254.69,1096.24,353.57,21254.69,6824.31,353.57,6000,119,353.57,6000,115,353.57,6000,121,353.57,6000,4476
355.32,90179.17,70829.7,355.32,90179.17,78640.5,355.32,90179.17,78462.98,355.32,90179.17,81125.75,355.32,22741.24,5079.98,355.32,22741.24,2682.42,355.32,22741.24,1163.17,355.32,22741.24,7400.4,355.32,6400,121,355.32,6400,124,355.32,6400,127,355.32,6400,4808
357.07,98503.47,77081.71,357.07,98503.47,85137.75,357.07,98503.47,86053.21,357.07,98503.47,89898.15,357.07,25764.66,5550.09,357.07,25764.66,2940.53,357.07,25764.66,1323.88,357.07,25764.66,8541.54,357.07,6720,130,357.07,6720,126,357.07,6720,131,357.07,6720,5148
358.82,108445.36,85315.4,358.82,108445.36,94036.53,358.82,108445.36,94415.71,358.82,108445.36,98397.1,358.82,27424.68,5702.91,358.82,27424.68,3092.25,358.82,27424.68,1400.38,358.82,27424.68,9169.02,358.82,7104,136,358.82,7104,134,358.82,7104,139,358.82,7104,5580
360.57,117392.67,92333.48,360.57,117392.67,102357.16,360.57,117392.67,101971.63,360.57,117392.67,106597.94,360.57,29825.56,6058.32,360.57,29825.56,3223.33,360.57,29825.56,1527.52,360.57,29825.56,10084.25,360.57,7632,147,360.57,7632,145,360.57,7632,143,360.57,7632,5996
362.31,128294.42,100161.43,362.31,128294.42,111534.34,362.31,128294.42,112332.44,362.31,128294.42,116322.94,362.31,32755.34,6278.55,362.31,32755.34,3499.96,362.31,32755.34,1649.79,362.31,32755.34,11214.56,362.31,8128,149,362.31,8128,146,362.31,8128,154,362.31,8128,6448
364.05,133517.81,104526.5,364.05,133517.81,115570.81,364.05,133517.81,116359.69,364.05,133517.81,121092.96,364.05,34948.78,6478.97,364.05,34948.78,3656.18,364.05,34948.78,1777.68,364.05,34948.78,12023.72,364.05,8608,158,364.05,8608,157,364.05,8608,162,364.05,8608,6904
365.79,142299.53,111734.48,365.79,142299.53,123474.7,365.79,142299.53,124284.37,365.79,142299.53,129344.81,365.79,38061.88,6834.47,365.79,38061.88,3958.99,365.79,38061.88,1923.93,365.79,38061.88,13141.07,365.79,9040,164,365.79,9040,163,365.79,9040,171,365.79,9040,7308
367.53,151819.91,118452.9,367.53,151819.91,131591.16,367.53,151819.91,132425.34,367.53,151819.91,137430.39,367.53,39434.71,7049.78,367.53,39434.71,4034.35,367.53,39434.71,2017.17,367.53,39434.71,13624.53,367.53,9472,168,367.53,9472,165,367.53,9472,174,367.53,9472,7672
369.27,153646.75,120693.03,369.27,153646.75,134080.48,369.27,153646.75,134904.32,369.27,153646.75,140671.22,369.27,41623.22,7309.17,369.27,41623.22,4296.23,369.27,41623.22,2137.65,369.27,41623.22,14325.42,369.27,9872,176,369.27,9872,171,369.27,9872,182,369.27,9872,7964
371,162978.79,128069.78,371,162978.79,141528.67,371,162978.79,142580.15,371,162978.79,147416.94,371,44116.15,7796.88,371,44116.15,4550.54,371,44116.15,2307.17,371,44116.15,15062.15,371,10336,181,371,10336,176,371,10336,188,371,10336,8296
372.73,179615.92,140290.42,372.73,179615.92,155313.65,372.73,179615.92,155976.43,372.73,179615.92,163267.12,372.73,47434.77,8225.51,372.73,47434.77,4912.06,372.73,47434.77,2503.26,372.73,47434.77,16029.58,372.73,10752,188,372.73,10752,186,372.73,10752,193,372.73,10752,8656
374.46,190103.59,149035.92,374.46,190103.59,165374.67,374.46,190103.59,165816.26,374.46,190103.59,172440.08,374.46,50563.96,8819.3,374.46,50563.96,5335.67,374.46,50563.96,2722.96,374.46,50563.96,16999.19,374.46,11360,195,374.46,11360,192,374.46,11360,200,374.46,11360,9148
376.19,201030.53,157117.17,376.19,201030.53,174550.11,376.19,201030.53,174991.45,376.19,201030.53,182714.91,376.19,53346.98,9282.84,376.19,53346.98,5698.96,376.19,53346.98,2926.59,376.19,53346.98,17941.45,376.19,12032,204,376.19,12032,200,376.19,12032,209,376.19,12032,9720
377.92,213802.39,167780.14,377.92,213802.39,185206.04,377.92,213802.39,186769.9,377.92,213802.39,194365.81,377.92,57154.76,10075.74,377.92,57154.76,6216.32,377.92,57154.76,3174.45,377.92,57154.76,19031.95,377.92,12864,214,377.92,12864,211,377.92,12864,222,377.92,12864,10336
379.64,227110.79,177423.22,379.64,227110.79,196481.46,379.64,227110.79,198069.65,379.64,227110.79,205556.82,379.64,59030.24,10619.66,379.64,59030.24,6611.97,379.64,59030.24,3345.77,379.64,59030.24,19561,379.64,13488,224,379.64,13488,220,379.64,13488,235,379.64,13488,10860
381.37,228658.15,177771.8,381.37,228658.15,197597.65,381.37,228658.15,198919.38,381.37,228658.15,207510.58,381.37,62915.45,11653.19,381.37,62915.45,7297.96,381.37,62915.45,3645.3,381.37,62915.45,20621.14,381.37,14128,231,381.37,14128,232,381.37,14128,242,381.37,14128,11332
383.09,243760.31,190479.37,383.09,243760.31,210681.73,383.09,243760.31,211791.75,383.09,243760.31,221559.92,383.09,64880.13,12705.21,383.09,64880.13,7850.73,383.09,64880.13,3846.14,383.09,64880.13,21002.49,383.09,14912,240,383.09,14912,238,383.09,14912,252,383.09,14912,11888
384.81,263146.22,204963.13,384.81,263146.22,227442.96,384.81,263146.22,228765.3,384.81,263146.22,238242.09,384.81,69979.14,14225.27,384.81,69979.14,8890.79,384.81,69979.14,4241.05,384.81,69979.14,22334.53,384.81,16096,261,384.81,16096,255,384.81,16096,270,384.81,16096,12784
386.53,285905.72,221979.23,386.53,285905.72,247329.39,386.53,285905.72,249313.31,386.53,285905.72,259012.5,386.53,74617.24,16041.86,386.53,74617.24,9913.19,386.53,74617.24,4628.27,386.53,74617.24,23681.51,386.53,17456,280,386.53,17456,272,386.53,17456,289,386.53,17456,13864
388.25,309911.07,241358.3,388.25,309911.07,267640.51,388.25,309911.07,270049.71,388.25,309911.07,281876.71,388.25,80261.98,18324.91,388.25,80261.98,11209.39,388.25,80261.98,5099.92,388.25,80261.98,25210.67,388.25,19040,300,388.25,19040,296,388.25,19040,311,388.25,19040,15044
389.96,334589.1,260597.61,389.96,334589.1,289456.46,389.96,334589.1,291409.32,389.96,334589.1,303777.4,389.96,88192.92,21268.75,389.96,88192.92,12847.55,389.96,88192.92,5724.33,389.96,88192.92,27504.61,389.96,20928,327,389.96,20928,321,389.96,20928,342,389.96,20928,16520
391.68,362072.33,281223.35,391.68,362072.33,313125.92,391.68,362072.33,315748.05,391.68,362072.33,328640.18,391.68,95973.2,24590.01,391.68,95973.2,14654.09,391.68,95973.2,6327.9,391.68,95973.2,29585.72,391.68,22800,356,391.68,22800,346,391.68,22800,369,391.68,22800,17892
393.39,388355.62,301438.95,393.39,388355.62,335310.89,393.39,388355.62,337441.2,393.39,388355.62,351927.31,393.39,102307.52,27867.55,393.39,102307.52,16359.99,393.39,102307.52,6855.06,393.39,102307.52,31290,393.39,24992,390,393.39,24992,379,393.39,24992,400,393.39,24992,19484
395.1,433942.76,338029.74,395.1,433942.76,374527.62,395.1,433942.76,377922.77,395.1,433942.76,393413.15,395.1,112502.97,32230.72,395.1,112502.97,18591.59,395.1,112502.97,7617.39,395.1,112502.97,34111.07,395.1,28096,433,395.1,28096,421,395.1,28096,445,395.1,28096,21800
396.81,468941.85,364505.91,396.81,468941.85,405097.22,396.81,468941.85,408360.84,396.81,468941.85,425494.86,396.81,122929.17,36878.75,396.81,122929.17,20975.6,396.81,122929.17,8417.41,396.81,122929.17,37027.56,396.81,31424,486,396.81,31424,468,396.81,31424,495,396.81,31424,24324
398.52,524851.12,408508.79,398.52,524851.12,453674.62,398.52,524851.12,457505.65,398.52,524851.12,475249.36,398.52,136440.05,42842.28,398.52,136440.05,23853.07,398.52,136440.05,9403.25,398.52,136440.05,40845.07,398.52,35840,544,398.52,35840,527,398.52,35840,562,398.52,35840,27640
400.23,550797.93,427316.36,400.23,550797.93,475618.3,400.23,550797.93,479708.38,400.23,550797.93,498795.44,400.23,147914.74,48481.24,400.23,147914.74,26476.89,400.23,147914.74,10242.34,400.23,147914.74,43878.98,400.23,39600,601,400.23,39600,582,400.23,39600,614,400.23,39600,30436
401.93,579926.47,449667.26,401.93,579926.47,500366.95,401.93,579926.47,504266.93,401.93,579926.47,524936.8,401.93,153638.06,52859.79,401.93,153638.06,28273.84,401.93,153638.06,10708.14,401.93,153638.06,45122.44,401.93,42256,640,401.93,42256,620,401.93,42256,654,401.93,42256,32268
403.64,590848.54,457350.57,403.64,590848.54,509021.01,403.64,590848.54,512862.68,403.64,590848.54,535144.35,403.64,159650.6,57685.03,403.64,159650.6,30081.89,403.64,159650.6,11190.46,403.64,159650.6,46139.6,403.64,44096,665,403.64,44096,640,403.64,44096,680,403.64,44096,33328
405.34,599303.23,463372.94,405.34,599303.23,517442.57,405.34,599303.23,520467.44,405.34,599303.23,542586.83,405.34,162664.6,61420.48,405.34,162664.6,31327.29,405.34,162664.6,11448.11,405.34,162664.6,46189.96,405.34,45456,693,405.34,45456,666,405.34,45456,702,405.34,45456,34116
407.04,622249.1,481025.44,407.04,622249.1,535559.21,407.04,622249.1,540072.35,407.04,622249.1,563954.38,407.04,167460.17,65799.67,407.04,167460.17,32782.34,407.04,167460.17,11826.32,407.04,167460.17,46682.52,407.04,47424,723,407.04,47424,691,407.04,47424,729,407.04,47424,35076
408.74,640789.91,494894.95,408.74,640789.91,552105.03,408.74,640789.91,556548.53,408.74,640789.91,579506.62,408.74,171714.49,69734.58,408.74,171714.49,34177.3,408.74,171714.49,12158.13,408.74,171714.49,47149.04,408.74,49696,759,408.74,49696,726,408.74,49696,762,408.74,49696,36464
410.44,660340.39,508887.83,410.44,660340.39,568490.58,410.44,660340.39,573019.66,410.44,660340.39,598020.2,410.44,176911.16,73825.7,410.44,176911.16,35616.67,410.44,176911.16,12533.46,410.44,176911.16,47817.64,410.44,52192,797,410.44,52192,763,410.44,52192,804,410.44,52192,37964
412.14,682572.35,525928.02,412.14,682572.35,587239.04,412.14,682572.35,591846.22,412.14,682572.35,617717.35,412.14,183189.3,78248.57,412.14,183189.3,37219.27,412.14,183189.3,12985.45,412.14,183189.3,48853.05,412.14,55360,845,412.14,55360,809,412.14,55360,852,412.14,55360,39900
413.84,698819.41,538550.83,413.84,698819.41,600099.5,413.84,698819.41,604940.4,413.84,698819.41,631911.17,413.84,188223.02,82008.38,413.84,188223.02,38549.11,413.84,188223.02,13354.9,413.84,188223.02,49505.45,413.84,58272,894,413.84,58272,850,413.84,58272,896,413.84,58272,41564
415.53,710272.58,546505.94,415.53,710272.58,610969.06,415.53,710272.58,615513.46,415.53,710272.58,642611.54,415.53,190728.41,84495.19,415.53,190728.41,39322.12,415.53,190728.41,13516,415.53,190728.41,49514.43,415.53,61040,935,415.53,61040,900,415.53,61040,936,415.53,61040,43192
417.23,717981.16,551412.15,417.23,717981.16,616370.79,417.23,717981.16,621115.88,417.23,717981.16,648768.3,417.23,192770.22,86558.56,417.23,192770.22,39902.67,417.23,192770.22,13645.46,417.23,192770.22,49395.6,417.23,63664,982,417.23,63664,936,417.23,63664,983,417.23,63664,44568
418.92,720404.87,553510.81,418.92,720404.87,618555.07,418.92,720404.87,623314.41,418.92,720404.87,651553.13,418.92,192720.57,87256.45,418.92,192720.57,40012.03,418.92,192720.57,13619.2,418.92,192720.57,48701.61,418.92,66016,1018,418.92,66016,975,418.92,66016,1016,418.92,66016,45780
420.61,721718.1,553054.88,420.61,721718.1,619254.81,420.61,721718.1,623884.18,420.61,721718.1,651506.06,420.61,194188.27,88469.89,420.61,194188.27,40398.78,420.61,194188.27,13702.65,420.61,194188.27,48428.08,420.61,68144,1061,420.61,68144,1008,420.61,68144,1054,420.61,68144,46852
422.3,716971.26,548869.54,422.3,716971.26,615109.8,422.3,716971.26,619960.35,422.3,716971.26,648457.3,422.3,193108.92,88528.52,422.3,193108.92,40316.77,422.3,193108.92,13617.43,422.3,193108.92,47585.02,422.3,69056,1076,422.3,69056,1030,422.3,69056,1072,422.3,69056,47032
423.99,715645.7,548388.65,423.99,715645.7,614219.12,423.99,715645.7,618687.25,423.99,715645.7,646389.67,423.99,192322.52,88362.41,423.99,192322.52,40199.01,423.99,192322.52,13519.23,423.99,192322.52,46609.15,423.99,69920,1092,423.99,69920,1047,423.99,69920,1090,423.99,69920,47168
425.68,715863.33,547928.37,425.68,715863.33,613892.28,425.68,715863.33,619057.24,425.68,715863.33,647243.16,425.68,191753.26,88364.05,425.68,191753.26,40124.86,425.68,191753.26,13454.73,425.68,191753.26,45763.86,425.68,70368,1103,425.68,70368,1059,425.68,70368,1101,425.68,70368,47020
427.37,709568.64,542268.41,427.37,709568.64,608284.97,427.37,709568.64,613239.85,427.37,709568.64,641220.38,427.37,191434.32,88552.92,427.37,191434.32,40130.66,427.37,191434.32,13407.95,427.37,191434.32,44890.15,427.37,70448,1109,427.37,70448,1064,427.37,70448,1104,427.37,70448,46684
429.06,710841.47,543054.39,429.06,710841.47,608918.81,429.06,710841.47,613716.88,429.06,710841.47,642359.91,429.06,190722.24,88412.6,429.06,190722.24,40062.53,429.06,190722.24,13345.13,429.06,190722.24,43939.4,429.06,70608,1120,429.06,70608,1071,429.06,70608,1111,429.06,70608,46292
430.74,750642.41,572599.87,430.74,750642.41,641734.18,430.74,750642.41,647374.84,430.74,750642.41,677024.5,430.74,196353.75,91204.03,430.74,196353.75,41306.89,430.74,196353.75,13716.55,430.74,196353.75,44339.54,430.74,73200,1168,430.74,73200,1118,430.74,73200,1154,430.74,73200,47452
432.43,795120.42,606738.49,432.43,795120.42,680490.44,432.43,795120.42,686207.65,432.43,795120.42,717795.21,432.43,210810.15,97974.38,432.43,210810.15,44396.6,432.43,210810.15,14711.79,432.43,210810.15,46928.57,432.43,79040,1267,432.43,79040,1211,432.43,79040,1250,432.43,79040,50856
434.11,826801.82,629527.33,434.11,826801.82,706912.03,434.11,826801.82,712701.76,434.11,826801.82,745463.16,434.11,218624.41,101885.96,434.11,218624.41,46171.49,434.11,218624.41,15258.2,434.11,218624.41,48001.59,434.11,83168,1330,434.11,83168,1277,434.11,83168,1320,434.11,83168,53084
435.79,854643.35,650142.86,435.79,854643.35,730200.86,435.79,854643.35,736146.45,435.79,854643.35,770437.26,435.79,226558.08,105659.14,435.79,226558.08,47861.95,435.79,226558.08,15801.35,435.79,226558.08,48963.47,435.79,87920,1417,435.79,87920,1359,435.79,87920,1401,435.79,87920,55744
437.47,862639.89,655968.56,437.47,862639.89,737069.15,437.47,862639.89,743151.69,437.47,862639.89,777754.61,437.47,229405.37,107086.24,437.47,229405.37,48535.85,437.47,229405.37,15999.18,437.47,229405.37,48865.17,437.47,91120,1477,437.47,91120,1419,437.47,91120,1459,437.47,91120,57352
439.15,888627.35,674693.67,439.15,888627.35,758372.53,439.15,888627.35,765214.2,439.15,888627.35,800475.1,439.15,234530.23,109391.55,439.15,234530.23,49624.81,439.15,234530.23,16345.04,439.15,234530.23,49148.12,439.15,95680,1566,439.15,95680,1502,439.15,95680,1539,439.15,95680,59700
