,Wavelength,Reference,Raw_Irr_000,Raw_Irr_001,Raw_Irr_002,Raw_Irr_003,Irr_000,Irr_001,Irr_002,Irr_003,Avg_Irr
418,958.17,67456.28,72213.91,63208.41,62868.58,58110.95,0.07221391,0.06320841,0.06286858000000001,0.058110949999999995,0.06410046250000001
419,959.67,74740.06,79227.91,70252.2,67317.84,62657.37,0.07922791,0.0702522,0.06731783999999999,0.06265737,0.06986383
420,961.16,79918.55,83940.71,73273.24,72223.98,68901.33,0.08394071,0.07327324,0.07222398,0.06890133,0.074584815
421,962.65,84504.33,89120.11,79533.49,76337.95,74207.58,0.08912011,0.07953349,0.07633795,0.07420758,0.0797997825
422,964.14,88246.29,93840.64,82832.41,79764.54,75794.36,0.09384064,0.08283241000000001,0.07976454,0.07579436,0.0830579875
423,965.63,97268.07,102213.91,90307.27,88658.66,85910.97,0.10221391,0.09030727000000001,0.08865866,0.08591097,0.0917727025
424,967.12,114516.7,122163.58,106683.31,104258.69,99036.43,0.12216358000000001,0.10668331,0.10425869,0.09903643,0.1080355025
425,968.61,122759.42,129969.4,116498.12,113272.6,107959.99,0.12996939999999998,0.11649812,0.1132726,0.10795999,0.1169250275
426,970.1,132730.16,140114.85,124762.46,120487.11,118543.77,0.14011485,0.12476246,0.12048711,0.11854377,0.12597704750000002
427,971.58,130239.83,139386.45,123876.97,120297.86,116519.91,0.13938645000000002,0.12387697,0.12029786,0.11651991,0.1250202975
428,973.07,129342.13,135443.17,121207.4,118970.35,112259.2,0.13544317,0.12120739999999999,0.11897035,0.1122592,0.12197003000000001
429,974.55,130566.81,136804.08,121418.82,118300.18,112270.83,0.13680408,0.12141882000000001,0.11830017999999999,0.11227083,0.1221984775
430,976.04,136021.94,144749.48,128145.87,125591.46,121121.26,0.14474948,0.12814587,0.12559146000000002,0.12112126,0.1299020175
431,977.52,139858.77,147047.77,129402.04,127441.4,120905.95,0.14704777,0.12940204,0.12744139999999998,0.12090595,0.13119929
432,979.0,144026.76,153688.46,137061.35,134365.06,128073.72,0.15368846,0.13706135,0.13436506,0.12807372,0.1382971475
433,980.49,156682.51,162434.44,141267.35,140807.19,133904.88,0.16243444,0.14126735,0.14080719,0.13390488,0.14460346500000001
434,981.97,156616.35,168427.53,145513.83,144568.93,139372.01,0.16842753,0.14551382999999998,0.14456892999999998,0.13937201000000002,0.149470575
435,983.45,165034.88,171568.52,152693.56,151241.64,143740.06,0.17156852,0.15269356,0.15124164,0.14374006,0.154810945
436,984.92,170492.47,177011.3,157705.53,156953.36,149933.08,0.17701129999999998,0.15770553,0.15695336,0.14993308,0.1604008175
437,986.4,170829.58,183990.17,160765.6,158185.1,150443.57,0.18399017,0.1607656,0.1581851,0.15044357,0.16334611
438,987.88,178519.97,186804.58,167830.16,161416.26,159545.55,0.18680458,0.16783016,0.16141626,0.15954554999999998,0.16889913750000002
439,989.35,180572.94,190726.73,167949.3,163284.04,158344.35,0.19072673,0.1679493,0.16328404000000002,0.15834435,0.170076105
440,990.83,183118.99,193672.57,174276.79,169998.31,162297.05,0.19367257000000002,0.17427679000000001,0.16999830999999999,0.16229705,0.17506117999999998
441,992.3,186502.56,193279.12,174422.62,173538.72,164699.74,0.19327912,0.17442262,0.17353872,0.16469973999999998,0.17648505
442,993.77,187167.4,201847.2,178910.01,175545.9,166371.02,0.2018472,0.17891001,0.1755459,0.16637101999999998,0.18066853249999998
443,995.24,190432.38,203989.65,178136.25,173091.68,169623.54,0.20398965,0.17813625,0.17309168,0.16962354000000002,0.18121028
444,996.71,196096.21,205574.2,182696.3,177467.07,168642.74,0.2055742,0.18269629999999998,0.17746707,0.16864273999999999,0.1835950775
445,998.18,193509.8,204693.38,178937.26,174192.71,174531.61,0.20469338,0.17893726000000001,0.17419271,0.17453160999999998,0.18308874
446,999.64,195129.59,209243.85,183132.47,183132.47,174311.06,0.20924385,0.18313247,0.18313247,0.17431106,0.1874549625
447,1001.1,192009.61,204055.84,179598.34,177408.12,175582.93,0.20405584,0.17959834,0.17740812,0.17558293,0.18416130749999998
448,1002.5,192021.06,206413.17,182173.82,178765.17,169296.67,0.20641317,0.18217382000000001,0.17876517,0.16929667,0.1841622075
449,1004.0,192434.43,204240.22,179054.53,174725.74,170790.48,0.20424022,0.17905453,0.17472574,0.17079048000000002,0.18220274250000001
450,1005.4,198937.46,207107.38,183006.12,180555.15,169934.26,0.20710738,0.18300612,0.18055515,0.16993426,0.1851507275
451,1006.9,191776.46,207509.79,181145.84,177744.04,172641.34,0.20750979,0.18114584,0.17774404000000002,0.17264134,0.1847602525
452,1008.4,194514.1,201555.33,183512.17,183952.25,172950.32,0.20155532999999998,0.18351217,0.18395225,0.17295032000000002,0.1854925175
453,1009.8,196924.69,209289.73,182727.79,179980.01,169446.82,0.20928973,0.18272779,0.17998001,0.16944682,0.1853610875
454,1011.3,196942.51,204535.47,179383.78,177010.98,171316.25,0.20453547,0.17938378,0.17701098,0.17131625,0.18306161999999998
455,1012.7,196199.02,206603.51,184308.17,179353.65,177867.29,0.20660351000000002,0.18430817000000002,0.17935365,0.17786729,0.187033155
456,1014.2,188308.1,207241.26,183191.04,176027.14,171933.49,0.20724126,0.18319104,0.17602714000000003,0.17193349,0.18459823250000001
457,1015.6,198285.43,206813.83,187091.89,182827.69,173233.24,0.20681382999999998,0.18709189,0.18282769000000001,0.17323323999999998,0.1874916625
458,1017.1,192511.04,207490.28,179196.15,179196.15,176977.0,0.20749028,0.17919615,0.17919615,0.176977,0.185714895
459,1018.5,200071.08,208096.86,186312.61,175420.49,176567.03,0.20809686,0.18631261,0.17542048999999998,0.17656702999999999,0.18659924749999998
460,1020.0,195240.97,211312.63,177383.56,176193.07,173216.83,0.21131263,0.17738356,0.17619307,0.17321683,0.18452652249999998
461,1021.4,194311.8,207969.5,186862.14,180033.3,171342.03,0.2079695,0.18686214,0.18003329999999998,0.17134203,0.1865517425
462,1022.8,190854.23,205039.34,181827.34,183116.89,170221.34,0.20503934,0.18182734,0.18311689,0.17022134,0.1850512275
463,1024.3,194160.73,212842.87,182150.79,181483.57,169473.63,0.21284287,0.18215079,0.18148357,0.16947363000000001,0.18648771500000003
464,1025.7,202079.45,209692.03,178549.65,177857.6,168860.91,0.20969203,0.17854965,0.1778576,0.16886091,0.1837400475
465,1027.1,197182.02,205817.73,187826.67,182789.17,174153.46,0.20581773,0.18782667,0.18278917,0.17415345999999998,0.1876467575
466,1028.6,193908.03,208132.94,188667.27,171447.64,166206.88,0.20813294,0.18866727,0.17144764,0.16620688,0.1836136825
467,1030.0,201865.52,208853.18,170809.29,179349.75,184008.19,0.20885318,0.17080929,0.17934975,0.18400819000000002,0.1857551025
468,1031.4,194527.91,200178.1,179191.68,179191.68,172734.33,0.2001781,0.17919168,0.17919168,0.17273433,0.18282394749999997
469,1032.8,193906.49,209855.51,185512.27,182994.01,168723.83,0.20985551000000002,0.18551226999999998,0.18299401,0.16872383,0.186771405
470,1034.3,198072.14,216235.97,183368.1,183368.1,173853.72,0.21623597,0.1833681,0.1833681,0.17385372,0.1892064725
471,1035.7,195774.29,216524.56,179534.95,178632.76,175024.02,0.21652456,0.17953495,0.17863276,0.17502402,0.18742907250000002
472,1037.1,197614.63,204109.0,176275.96,175348.19,173492.65,0.204109,0.17627595999999998,0.17534819000000001,0.17349265,0.18230645
473,1038.5,191838.09,217736.23,183205.37,177450.23,179368.61,0.21773623,0.18320537,0.17745023000000001,0.17936860999999998,0.18944011
474,1039.9,202181.24,205169.14,181265.94,182261.91,169314.34,0.20516914000000003,0.18126594000000001,0.18226191,0.16931434,0.18450283250000002
475,1041.3,194410.7,213024.49,179933.31,184069.7,179933.31,0.21302448999999998,0.17993330999999999,0.1840697,0.17993330999999999,0.1892402025
476,1042.7,204695.63,215412.67,180046.41,184333.23,169329.37,0.21541267,0.18004641,0.18433323000000001,0.16932937,0.18728042
477,1044.1,204289.14,214281.54,180973.53,180973.53,170981.12,0.21428154000000002,0.18097353,0.18097353,0.17098112,0.18680243000000002
478,1045.5,194391.15,211543.31,179525.94,182956.37,180669.42,0.21154330999999998,0.17952594,0.18295637,0.18066942000000002,0.18867376000000002
479,1046.9,198700.81,212978.72,179663.61,174904.31,167765.36,0.21297872,0.17966360999999997,0.17490431,0.16776535999999997,0.183828
480,1048.3,187325.34,203138.52,178810.55,184892.55,164213.77,0.20313852,0.17881054999999998,0.18489255,0.16421376999999998,0.18276384749999997
481,1049.7,191901.17,212370.63,180387.1,180387.1,182945.78,0.21237063,0.1803871,0.1803871,0.18294578,0.1890226525
482,1051.1,202956.4,216221.52,179079.17,179079.17,185711.74,0.21622152,0.17907917,0.17907917,0.18571174,0.19002290000000002
483,1052.5,191295.07,222499.23,185868.26,184511.55,158734.2,0.22249923000000002,0.18586826,0.18451155,0.15873420000000002,0.18790331000000002
484,1053.9,197489.61,222701.05,186284.53,175079.44,163874.36,0.22270104999999998,0.18628453,0.17507944,0.16387436,0.18698484499999998
485,1055.2,193413.93,226861.45,177417.29,180325.77,175963.05,0.22686145000000002,0.17741729,0.18032577,0.17596304999999998,0.19014189
486,1056.6,192183.99,205696.93,189181.12,171163.87,163656.68,0.20569693,0.18918112,0.17116387,0.16365668,0.18242465
487,1058.0,203242.74,204806.15,195425.71,181355.06,181355.06,0.20480615,0.19542571,0.18135505999999998,0.18135505999999998,0.190735495
488,1059.3,204426.62,215783.66,197936.89,180090.12,170355.52,0.21578366000000002,0.19793689,0.18009012,0.17035551999999998,0.1910415475
489,1060.7,197473.71,210749.25,189176.49,192495.38,169263.18,0.21074925,0.18917649,0.19249538,0.16926317999999999,0.190421075
490,1062.1,198400.07,226245.69,193179.01,191438.66,198400.07,0.22624569,0.19317901,0.19143866,0.19840007,0.2023158575
491,1063.4,199319.63,204564.88,171344.94,169596.52,176590.19,0.20456488,0.17134494,0.16959652,0.17659019,0.1805241325
492,1064.8,190077.2,222052.8,188300.78,181195.09,181195.09,0.2220528,0.18830078,0.18119509,0.18119509,0.19318594
493,1066.1,191137.71,208835.65,182288.74,180518.95,169900.19,0.20883564999999998,0.18228873999999998,0.18051895,0.16990019,0.18538588250000002
494,1067.5,194551.58,238600.99,179868.44,185374.62,183539.23,0.23860098999999999,0.17986844,0.18537462,0.18353923,0.19684582
495,1068.8,201578.02,225842.04,171714.61,184779.85,175447.53,0.22584204000000002,0.17171461,0.18477985,0.17544753,0.1894460075
496,1070.1,194516.46,205738.56,187035.05,187035.05,155239.09,0.20573856,0.18703504999999998,0.18703504999999998,0.15523909,0.1837619375
497,1071.5,204264.08,202372.74,192916.07,160763.39,177785.4,0.20237274,0.19291607,0.16076339,0.17778539999999998,0.1834594
498,1072.8,192003.44,229612.36,192003.44,188044.61,156373.94,0.22961236,0.19200344,0.18804460999999997,0.15637394,0.1915085875
499,1074.1,194163.54,220456.52,184050.85,177983.24,173938.17,0.22045652,0.18405085000000002,0.17798324,0.17393817,0.189107195
500,1075.4,210204.86,210204.86,185474.87,189596.54,158684.06,0.21020486,0.18547487,0.18959654,0.15868406,0.18599008250000001
501,1076.7,207968.09,224773.59,182759.84,178558.46,170155.71,0.22477359,0.18275984,0.17855846,0.17015571,0.18906189999999998
502,1078.0,167409.6,209262.0,196045.45,191639.94,178423.39,0.209262,0.19604545,0.19163994,0.17842339000000002,0.193842695
503,1079.3,187525.55,236639.38,191990.44,165201.08,174130.86,0.23663938,0.19199044,0.16520108,0.17413086,0.19199044
504,1080.6,176809.95,208957.22,176809.95,183698.65,176809.95,0.20895722,0.17680995000000002,0.18369865,0.17680995000000002,0.1865689425
505,1081.9,181713.83,215187.43,186495.78,172149.95,160195.09,0.21518742999999999,0.18649578,0.17214995000000002,0.16019508999999998,0.18350706249999998
506,1083.2,196374.92,198829.6,193920.23,171828.05,166918.68,0.1988296,0.19392023,0.17182804999999998,0.16691867999999999,0.18287414
507,1084.5,194194.6,249678.77,194194.6,191672.59,171496.53,0.24967877,0.1941946,0.19167259,0.17149653,0.2017606225
508,1085.8,182294.64,229170.41,182294.64,182294.64,197919.9,0.22917041,0.18229464,0.18229464,0.19791989999999998,0.1979198975
509,1087.0,204624.92,215254.79,188680.12,183365.19,156790.53,0.21525479,0.18868012,0.18336519,0.15679053,0.1860226575
510,1088.3,194331.89,177909.47,172435.34,158749.99,175172.41,0.17790947000000001,0.17243534,0.15874998999999998,0.17517241,0.1710668025
