,Wavelength,Reference,Raw_Irr_000,Raw_Irr_001,Raw_Irr_002,Raw_Irr_003,Irr_000,Irr_001,Irr_002,Irr_003,Avg_Irr
206,633.44,404862.28,422492.98,381338.17,375543.81,371854.24,0.42249297999999996,0.38133817,0.37554381,0.37185424,0.38780729999999997
207,635.03,405569.15,422943.98,382147.67,376273.79,372127.52,0.42294398,0.38214767,0.37627379,0.37212752000000004,0.38837324
208,636.62,407766.93,425140.28,383894.03,377864.02,373662.79,0.42514028000000004,0.38389403000000005,0.37786402,0.37366278999999997,0.39014028000000006
209,638.2,407653.17,425056.64,383794.79,378010.18,373963.44,0.42505664000000004,0.38379479,0.37801018,0.37396344,0.3902062625
210,639.79,402767.56,420124.78,379407.84,373530.39,369703.8,0.42012478000000003,0.37940784000000005,0.37353039,0.36970379999999997,0.3856917025
211,641.38,400573.79,417948.26,377534.29,371768.09,367721.63,0.41794826,0.37753429,0.37176809000000005,0.36772163,0.3837430675
212,642.96,400703.01,417522.89,376832.1,371037.45,367217.08,0.41752289000000004,0.3768321,0.37103745,0.36721708000000003,0.38315238
213,644.54,395870.96,413216.36,372847.94,367508.89,363081.39,0.41321636,0.37284794,0.36750889000000003,0.36308139,0.37916364500000005
214,646.13,385300.53,402148.32,362624.88,357141.4,353406.28,0.40214832,0.36262488,0.3571414,0.35340628,0.36883022
215,647.71,377352.85,393944.52,355374.26,350068.16,345974.11,0.39394452,0.35537426,0.35006815999999996,0.34597411,0.3613402625
216,649.29,377656.1,393605.67,355310.23,350012.01,346086.39,0.39360566999999996,0.35531023,0.35001201,0.34608639,0.361253575
217,650.87,381196.27,397547.63,358779.54,352993.68,349052.58,0.39754763,0.35877953999999995,0.35299368,0.34905258,0.3645933575
218,652.45,384370.59,400586.35,361270.23,356234.81,352508.03,0.40058635,0.36127022999999997,0.35623481,0.35250803,0.367649855
219,654.03,375891.82,392163.44,354225.17,348483.94,344704.54,0.39216344000000003,0.35422517,0.34848394,0.34470454,0.3598942725
220,655.61,354780.04,370115.09,333807.53,328900.31,325424.37,0.37011509000000004,0.33380753,0.32890031,0.32542437,0.339561825
221,657.19,366332.89,381659.52,344036.94,338898.53,335089.03,0.38165952000000003,0.34403694,0.33889853000000003,0.33508903,0.349921005
222,658.77,380522.99,396950.8,357953.38,352378.06,348651.25,0.3969508,0.35795338,0.35237806,0.34865125,0.3639833725
223,660.34,390813.43,407581.9,367794.35,362204.87,358749.0,0.4075819,0.36779435,0.36220487,0.358749,0.37408253
224,661.92,395598.22,412798.15,372393.42,366750.63,363039.07,0.41279815000000003,0.37239342,0.36675063,0.36303907,0.37874531750000007
225,663.49,396432.48,413267.87,372584.88,367053.68,363335.99,0.41326787,0.37258488,0.36705368,0.36333599,0.379060605
226,665.07,397459.62,414488.43,373848.75,368444.22,364549.33,0.41448843,0.37384875,0.36844422,0.36454933,0.3803326825
227,666.64,397056.87,414096.39,373604.96,368035.5,363941.2,0.41409639000000004,0.37360496000000004,0.3680355,0.3639412,0.3799195125
228,668.21,397938.98,415011.08,374296.07,368775.39,364694.89,0.41501108000000003,0.37429607,0.36877539000000004,0.36469489,0.3806943575
229,669.79,396273.73,413180.93,372884.44,367119.26,363684.05,0.41318093,0.37288444,0.36711926,0.36368405,0.37921717
230,671.36,394692.19,411202.03,370937.01,365473.33,361702.19,0.41120203000000005,0.37093701,0.36547333000000004,0.36170219,0.37732864
231,672.93,394918.62,411341.67,371049.26,365633.77,361689.88,0.41134167,0.37104926,0.36563377,0.36168988,0.37742864500000006
232,674.5,394317.28,410794.64,370623.77,365218.96,360836.68,0.41079464,0.37062377,0.36521896000000004,0.36083668,0.37686851250000003
233,676.07,394096.03,410058.02,370515.16,364779.27,360665.65,0.41005802,0.37051515999999995,0.36477927000000004,0.36066565,0.37650452500000003
234,677.64,393672.79,410016.08,369989.34,364398.21,360728.14,0.41001608,0.36998934,0.36439821,0.36072814000000003,0.3762829425
235,679.21,392382.99,408715.77,368435.79,363453.87,359519.28,0.40871577000000003,0.36843579,0.36345387,0.35951928000000005,0.37503117750000003
236,680.77,391207.77,407629.32,367708.45,362169.32,358140.87,0.40762932,0.36770845,0.36216932,0.35814087,0.37391199
237,682.34,389098.01,405009.49,365410.65,360457.34,356527.89,0.40500948999999997,0.36541065,0.36045734,0.35652789,0.37185134249999996
238,683.9,384418.78,400151.37,361163.11,355864.0,352157.37,0.40015137,0.36116311,0.355864,0.35215736999999997,0.3673339625
239,685.47,362376.35,377922.68,340741.94,335822.56,332425.19,0.37792268,0.34074194,0.33582256,0.33242519,0.3467280925
240,687.03,335435.66,350106.59,315344.04,310813.32,307792.83,0.35010659000000005,0.31534404,0.31081332,0.30779283,0.32101419500000006
241,688.6,336468.93,350763.45,316269.58,311486.92,308066.93,0.35076345000000003,0.31626958,0.31148692,0.30806693,0.32164672
242,690.16,340022.42,354212.12,319334.63,314719.66,311377.79,0.35421212,0.31933463,0.31471965999999996,0.31137779,0.32491105
243,691.72,339135.74,353375.37,318608.48,314117.31,310392.29,0.35337537,0.31860847999999997,0.31411731,0.31039228999999996,0.32412336249999996
244,693.28,332953.89,346909.26,312573.8,307702.59,304516.55,0.34690926,0.3125738,0.30770259,0.30451655,0.31792555
245,694.85,337420.06,351404.61,316772.44,312031.91,308239.49,0.35140461,0.31677244,0.31203190999999997,0.30823949,0.3221121125
246,696.41,347364.51,361729.11,326451.34,321302.27,317869.55,0.36172910999999996,0.32645134000000003,0.32130227,0.31786955,0.33183806749999994
247,697.97,343361.76,357525.93,322248.13,317606.31,314237.68,0.35752593,0.32224813,0.31760631,0.31423768,0.32790451249999997
248,699.52,336673.07,350662.25,316075.66,311412.6,308161.77,0.35066225,0.31607566,0.3114126,0.30816177,0.32157806999999994
249,701.08,334606.42,348600.85,314097.33,309566.57,305893.7,0.34860084999999996,0.31409733,0.30956657,0.3058937,0.3195396125
250,702.64,338345.27,352280.64,317645.16,313153.38,309608.65,0.35228064000000003,0.31764516,0.31315338,0.30960865000000004,0.32317195750000005
251,704.2,339108.09,353355.18,318422.41,313764.71,310394.73,0.35335518,0.31842241,0.31376471,0.31039473,0.32398425750000004
252,705.75,339280.22,353565.7,318583.14,314055.65,310231.19,0.35356570000000004,0.31858314,0.31405565,0.31023119,0.32410892
253,707.31,343155.48,357982.46,322772.03,318005.17,314057.16,0.35798246,0.32277203000000004,0.31800517,0.31405716,0.32820420499999997
254,708.86,347455.81,362321.21,326340.89,321729.58,317937.39,0.36232121,0.32634089,0.32172958,0.31793739,0.3320822675
255,710.42,349935.51,365064.3,329012.05,324000.44,320680.25,0.3650643,0.32901205,0.32400044,0.32068025,0.33468926
256,711.97,349863.89,364148.63,328998.53,323541.44,320202.98,0.36414863000000003,0.32899853,0.32354144,0.32020297999999997,0.334222895
257,713.52,346077.12,360296.78,324763.98,320187.53,316853.27,0.36029678000000004,0.32476398,0.32018753000000005,0.31685327,0.33052539000000003
258,715.08,325541.23,339337.03,306055.07,301456.47,298313.54,0.33933703000000004,0.30605507,0.30145647,0.29831354,0.31129052749999997
259,716.63,283999.9,296125.52,266997.32,263089.06,260149.52,0.29612552000000003,0.26699732,0.26308906,0.26014951999999997,0.271590355
260,718.18,254923.31,265625.3,238954.74,235274.87,232742.86,0.2656253,0.23895474,0.23527487,0.23274286,0.2431494425
261,719.73,255063.02,265970.99,238820.0,235455.86,232703.38,0.26597099,0.23882,0.23545586,0.23270338000000002,0.2432375575
262,721.28,268579.52,279845.73,251919.19,248197.93,245603.29,0.27984572999999996,0.25191919,0.24819792999999998,0.24560329,0.256391535
263,722.83,256554.02,267429.34,240776.17,237151.06,234285.5,0.26742934,0.24077617,0.23715106,0.2342855,0.2449105175
264,724.38,252085.78,263159.13,236758.85,233243.5,230677.29,0.26315913,0.23675885,0.2332435,0.23067729,0.2409596925
265,725.92,256852.1,267954.39,241323.17,237574.8,234469.02,0.26795439,0.24132317,0.23757479999999997,0.23446902,0.245330345
266,727.47,258753.73,270129.5,243008.21,239396.85,236579.99,0.2701295,0.24300821,0.23939685,0.23657999,0.2472786375
267,729.02,261157.85,272379.9,245614.03,241292.27,238786.38,0.2723799,0.24561403,0.24129227,0.23878638,0.249518145
268,730.56,273290.89,284967.5,256485.3,252192.97,249392.04,0.2849675,0.25648529999999997,0.25219297,0.24939204,0.2607594525
269,732.11,297491.62,310433.92,279111.38,275486.09,271788.29,0.31043392,0.27911138,0.27548609,0.27178829,0.28420491999999997
270,733.65,309725.22,322993.09,290301.05,286232.24,282800.28,0.32299309000000004,0.29030105,0.28623223999999997,0.28280028,0.295581665
271,735.2,305501.09,318520.19,286902.38,282493.79,279394.01,0.31852019,0.28690238,0.28249378999999997,0.27939401,0.2918275925
272,736.74,307786.74,321102.94,288861.89,284904.88,281704.86,0.32110294,0.28886189,0.28490488,0.28170486,0.2941436425
273,738.29,314570.44,327959.39,295323.84,290756.25,287897.16,0.32795939,0.29532384,0.29075625,0.28789716,0.30048416
274,739.83,319904.75,333117.29,300103.46,296528.71,292463.31,0.33311728999999995,0.30010346000000004,0.29652871000000003,0.29246331,0.3055531925
275,741.37,325450.31,338830.75,305221.6,300656.1,296968.57,0.33883075,0.3052216,0.3006561,0.29696857,0.310419255
276,742.91,330062.53,343645.49,309565.24,304967.39,301773.46,0.34364549,0.30956523999999996,0.30496739,0.30177346,0.31498789499999996
277,744.45,332330.75,346810.4,311996.14,307613.68,304247.95,0.3468104,0.31199614000000003,0.30761368,0.30424795,0.3176670425
278,745.99,334119.62,348247.22,314102.59,309299.9,305654.07,0.34824721999999997,0.31410259,0.3092999,0.30565407,0.319325945
279,747.53,333396.99,347816.43,313342.77,308862.95,305188.09,0.34781643,0.31334277,0.30886295,0.30518809,0.31880255999999996
280,749.07,332291.57,346412.3,312403.71,307475.43,304504.49,0.3464123,0.31240371,0.30747543,0.30450449,0.3176989825
281,750.61,331480.25,345649.65,311622.14,306910.64,303595.14,0.34564965000000003,0.31162214,0.30691064,0.30359514000000004,0.3169443925
282,752.15,331976.18,345413.97,311262.48,306841.24,303534.01,0.34541396999999996,0.31126248,0.30684124,0.30353401,0.31676292500000003
283,753.69,331066.47,344709.04,310793.56,306176.61,302601.08,0.34470903999999997,0.31079356,0.30617660999999996,0.30260108,0.31607007249999997
284,755.22,328722.92,342920.37,308638.73,303998.58,301332.23,0.34292037,0.30863873,0.30399858,0.30133223,0.3142224775
285,756.76,317023.82,330387.09,298273.8,293577.66,290884.29,0.33038709000000005,0.2982738,0.29357765999999996,0.29088429,0.30328071
286,758.29,250977.24,262335.08,236546.91,233232.77,230850.73,0.26233508,0.23654691,0.23323276999999998,0.23085073,0.2407413725
287,759.83,193410.71,202055.92,181653.22,179440.04,177296.03,0.20205592,0.18165322,0.17944004,0.17729603,0.18511130250000002
288,761.37,191869.26,199888.3,180082.66,177559.43,175796.63,0.1998883,0.18008266,0.17755943,0.17579663,0.18333175499999999
289,762.9,195027.08,202894.42,182639.48,179775.49,177463.6,0.20289442000000002,0.18263948000000002,0.17977548999999998,0.1774636,0.1856932475
290,764.43,218345.78,227623.15,204205.55,201101.6,199480.65,0.22762315,0.20420554999999999,0.20110160000000002,0.19948064999999998,0.20810273749999997
291,765.97,250754.68,261155.28,234963.73,231439.28,228571.34,0.26115528,0.23496373,0.23143928,0.22857133999999998,0.23903240750000002
292,767.5,277036.04,288748.14,259814.42,256002.79,252953.49,0.28874814,0.25981442,0.25600279000000004,0.25295349,0.26437971
293,769.03,293306.33,306037.55,275517.51,271471.42,268750.78,0.30603755,0.27551751,0.27147141999999996,0.26875078,0.280444315
294,770.56,304111.86,317013.14,285972.71,281473.08,278238.97,0.31701314,0.28597271,0.28147308000000004,0.27823897,0.290674475
295,772.1,311288.8,324787.66,292475.42,287904.93,284857.95,0.32478766,0.29247542,0.28790493,0.28485795,0.29750648999999996
296,773.63,313586.06,326820.55,294449.69,290121.65,287188.6,0.32682055,0.29444969,0.29012165,0.28718859999999996,0.29964512249999997
297,775.16,315790.92,328584.46,296347.62,291721.71,288541.39,0.32858446,0.29634762,0.29172171,0.28854139,0.301298795
298,776.69,314784.71,328078.79,294989.69,290680.07,288196.56,0.32807878999999995,0.29498969,0.29068007,0.28819656,0.3004862775
299,778.22,313789.21,327327.68,294813.16,290929.17,287526.06,0.32732768,0.29481315999999996,0.29092916999999996,0.28752605999999997,0.30014901749999995
300,779.75,313150.14,326492.47,294433.29,289885.62,287217.16,0.32649247,0.29443328999999996,0.28988562,0.28721715999999997,0.299507135
301,781.28,312009.91,325713.31,293458.8,289145.47,286129.96,0.32571331,0.29345879999999996,0.28914546999999996,0.28612996,0.29861188499999997
302,782.81,310878.68,323788.35,291533.57,287462.96,284361.53,0.32378835,0.29153357,0.28746296000000005,0.28436153000000003,0.2967866025
303,784.33,309347.98,321778.55,290033.4,285391.61,282677.34,0.32177855,0.2900334,0.28539160999999996,0.28267734,0.294970225
304,785.86,304304.37,317420.25,285430.3,281551.52,278312.54,0.31742025,0.28543029999999997,0.28155152,0.27831254,0.29067865249999997
305,787.39,297983.18,310877.08,279557.52,275327.35,272317.42,0.31087708000000003,0.27955752,0.27532734999999997,0.27231742,0.2845198425
306,788.91,292957.4,305916.08,275527.34,271594.19,268033.66,0.30591608000000003,0.27552734,0.27159419,0.26803365999999995,0.2802678175
307,790.44,291154.45,302864.66,272704.56,268618.63,265585.77,0.30286465999999995,0.27270456,0.26861863,0.26558577,0.277443405
308,791.97,290022.01,302147.32,272155.38,267999.36,264957.32,0.30214732,0.27215538,0.26799935999999996,0.26495732,0.276814845
309,793.49,288839.91,300519.02,270798.31,266789.07,263912.87,0.30051902,0.27079831,0.26678907,0.26391287,0.2755048175
310,795.02,285295.29,297406.25,267639.01,263202.76,260895.91,0.29740625,0.26763901,0.26320276000000004,0.26089591,0.2722859825
311,796.54,287186.11,299428.9,269205.92,265682.16,262474.64,0.2994289,0.26920592,0.26568216,0.26247464000000004,0.274197905
312,798.07,285490.41,297194.6,267911.18,264009.78,261439.45,0.2971946,0.26791117999999997,0.26400978,0.26143945,0.2726387525
313,799.59,282480.62,294242.87,264743.9,261336.59,257975.94,0.29424287,0.26474390000000003,0.26133659,0.25797594,0.26957482499999996
314,801.12,280466.64,292380.18,262714.98,259297.55,256164.91,0.29238018,0.26271498,0.25929755,0.25616491,0.267639405
315,802.64,280500.76,291840.46,263081.05,259075.96,255842.94,0.29184046,0.26308105,0.25907596,0.25584294,0.2674601025
316,804.16,282793.59,295035.74,265360.77,261296.38,258798.98,0.29503574,0.26536077,0.26129638,0.25879898,0.2701229675
317,805.68,283909.68,295536.36,266270.91,261699.74,259314.78,0.29553636,0.26627090999999997,0.26169974,0.25931478,0.2707054475
318,807.21,279478.85,291481.01,262383.34,258449.86,255373.68,0.29148101,0.26238334,0.25844986,0.25537368,0.2669219725
319,808.73,274063.82,285608.73,256848.63,253426.03,250309.92,0.28560873,0.25684863,0.25342603,0.25030992,0.2615483275
320,810.25,264482.39,275474.54,248329.62,244510.75,241827.22,0.27547454,0.24832962,0.24451075,0.24182722,0.2525355325
321,811.77,246812.17,257798.95,230982.86,227806.59,225411.37,0.25779895,0.23098285999999998,0.22780659,0.22541137,0.2354999425
322,813.29,227210.4,237416.81,213183.13,209990.35,207530.34,0.23741681,0.21318313,0.20999035,0.20753034,0.21703015750000001
323,814.81,213739.63,222833.82,199704.1,196918.02,195025.59,0.22283382000000002,0.1997041,0.19691802,0.19502559,0.2036203825
324,816.33,209729.31,218903.0,196232.41,193279.96,191276.51,0.218903,0.19623241,0.19327996,0.19127651,0.19992297
325,817.85,213066.16,222678.96,199492.04,196534.25,194527.18,0.22267895999999998,0.19949204,0.19653425,0.19452718,0.2033081075
326,819.37,222691.55,232236.22,208189.97,205236.92,202705.73,0.23223622,0.20818997,0.20523692000000002,0.20270573,0.21209221
327,820.89,206048.64,215419.27,192992.92,189939.57,188202.32,0.21541927,0.19299292,0.18993957,0.18820232,0.19663852
328,822.41,210069.73,219326.68,196710.26,193870.06,191661.01,0.21932668,0.19671026,0.19387006,0.19166101000000002,0.2003920025
329,823.93,226374.54,235981.8,212094.88,208577.46,206530.01,0.2359818,0.21209488,0.20857746,0.20653001,0.2157960375
330,825.45,225988.86,235839.52,211736.84,209116.98,206025.55,0.23583952,0.21173684,0.20911698,0.20602555,0.2156797225
331,826.97,221891.23,231452.36,207732.41,204493.12,202194.27,0.23145236,0.20773241,0.20449312,0.20219426999999998,0.21146804
332,828.49,224336.77,233679.79,210818.11,206799.05,204763.42,0.23367979,0.21081810999999998,0.20679904999999998,0.20476342,0.2140150925
333,830.01,226390.7,236222.46,212137.24,209224.12,206623.13,0.23622246,0.21213723999999998,0.20922411999999999,0.20662313000000002,0.21605173749999998
334,831.52,229161.65,240128.56,214244.57,211437.88,209098.96,0.24012856,0.21424457,0.21143788,0.20909896,0.2187274925
335,833.04,236863.08,246922.5,222085.06,218922.05,216018.3,0.2469225,0.22208506,0.21892204999999998,0.2160183,0.2259869775
336,834.56,242511.06,253379.04,226519.62,223362.73,221447.9,0.25337904,0.22651962,0.22336273,0.2214479,0.2311773225
337,836.08,247629.14,258602.68,231582.94,227700.8,225682.08,0.25860268,0.23158294000000001,0.22770079999999998,0.22568207999999998,0.23589212499999998
338,837.59,252767.38,264376.95,236752.38,232709.76,230481.14,0.26437695,0.23675238,0.23270976000000002,0.23048114,0.2410800575
339,839.11,256784.12,267565.53,240871.18,236931.81,233510.79,0.26756553000000005,0.24087118,0.23693181,0.23351079,0.2447198275
340,840.62,259849.78,271524.34,243245.96,240028.97,237227.08,0.27152434000000003,0.24324595999999998,0.24002897,0.23722707999999998,0.2480065875
341,842.14,262284.21,273033.14,245407.87,241513.34,238345.78,0.27303314,0.24540787,0.24151334,0.23834578,0.24957503250000002
342,843.66,264979.13,276486.37,247744.29,244255.67,241704.28,0.27648637,0.24774429,0.24425567,0.24170428,0.2525476525
343,845.17,265696.79,278080.3,249237.7,245841.38,243072.07,0.2780803,0.2492377,0.24584138,0.24307207,0.2540578625
344,846.69,264807.49,276330.01,248812.76,244287.94,242288.6,0.27633001,0.24881276000000002,0.24428794,0.2422886,0.2529298275
345,848.2,259121.95,269938.59,242419.8,239079.37,236534.28,0.26993859000000003,0.2424198,0.23907936999999999,0.23653427999999999,0.24699301
346,849.72,260039.68,271612.41,243827.2,240574.04,238067.5,0.27161240999999997,0.24382720000000002,0.24057404000000002,0.2380675,0.24852028750000002
347,851.23,256883.02,268133.37,240811.09,237328.84,234757.33,0.26813337,0.24081109,0.23732883999999999,0.23475733,0.24525765749999998
348,852.75,246062.73,256295.14,229798.57,226944.26,224197.66,0.25629514000000003,0.22979857,0.22694426,0.22419766,0.2343089075
349,854.26,253175.27,264545.41,237419.49,233737.73,231247.13,0.26454541,0.23741948999999998,0.23373773,0.23124713,0.24173743999999997
350,855.77,259483.03,270408.05,242742.19,239372.28,236545.9,0.27040805,0.24274219,0.23937228,0.2365459,0.247267105
351,857.29,259765.85,271100.3,243472.59,239113.19,237587.4,0.27110029999999996,0.24347259,0.23911319,0.2375874,0.24781836999999998
352,858.8,259647.9,271288.61,243143.23,239864.16,237186.25,0.27128861,0.24314323000000002,0.23986416,0.23718625,0.2478705625
353,860.31,260469.8,271553.62,243679.45,240606.71,237588.84,0.27155362,0.24367945000000002,0.24060671,0.23758884,0.24835715500000002
354,861.83,261321.46,271820.74,244633.14,240764.99,237615.2,0.27182074,0.24463314000000003,0.24076498999999998,0.2376152,0.2487085175
355,863.34,254902.6,266499.22,239347.52,235723.57,232935.93,0.26649922,0.23934751999999998,0.23572357,0.23293592999999999,0.24362656
356,864.85,246122.82,256260.6,229902.37,226748.39,224495.55,0.2562606,0.22990237,0.22674839000000002,0.22449555,0.2343517275
357,866.37,250621.77,261483.57,234786.4,231527.86,228326.49,0.26148357,0.2347864,0.23152785999999997,0.22832649,0.23903108
358,867.88,253218.01,263954.97,237373.75,232788.78,230931.58,0.26395496999999996,0.23737375,0.23278878,0.23093158,0.24126227
359,869.39,253252.81,265526.01,237793.3,233308.86,231125.64,0.26552601000000003,0.23779329999999999,0.23330885999999998,0.23112564000000002,0.24193845249999998
360,870.9,252870.04,264541.89,237407.85,233497.18,230789.79,0.26454189,0.23740785,0.23349718,0.23078979,0.2415591775
361,872.41,251882.08,262689.31,235425.62,231925.55,228916.72,0.26268931,0.23542562,0.23192554999999998,0.22891672,0.2397393
362,873.93,251168.59,261819.29,234252.77,231370.82,228363.56,0.26181929,0.23425277,0.23137082,0.22836356,0.23895161
363,875.44,250467.62,262144.14,234749.24,230899.84,228333.57,0.26214414,0.23474924,0.23089984,0.22833357,0.2390316975
364,876.95,250022.39,261255.67,234584.86,230840.43,228541.23,0.26125567,0.23458485999999998,0.23084042999999999,0.22854123,0.2388055475
365,878.46,248869.78,259239.35,232103.39,228467.31,226514.59,0.25923935,0.23210339000000002,0.22846731,0.22651459,0.23658115999999998
366,879.97,248250.55,259245.49,231792.71,228473.49,225430.86,0.25924548999999997,0.23179270999999999,0.22847349,0.22543085999999998,0.2362356375
367,881.48,247374.79,258548.38,231604.47,228563.56,226017.68,0.25854838,0.23160447,0.22856356,0.22601768,0.23618352250000002
368,882.99,247102.92,258130.42,231432.27,227877.36,224975.39,0.25813042,0.23143227,0.22787735999999997,0.22497539000000003,0.23560386
369,884.5,244898.13,255123.99,228626.33,225789.96,222878.95,0.25512398999999997,0.22862633,0.22578995999999998,0.22287895000000002,0.23310480749999998
370,886.01,242733.57,254295.96,228797.45,225198.56,221905.96,0.25429596,0.22879745,0.22519856,0.22190595999999999,0.2325494825
371,887.52,243834.17,255707.43,227636.22,225355.93,221974.8,0.25570743,0.22763622,0.22535592999999998,0.2219748,0.232668595
372,889.03,241825.82,253751.92,226998.78,223856.09,221116.31,0.25375192,0.22699878,0.22385609,0.22111631,0.231430775
373,890.54,236336.39,246891.54,220751.05,218524.58,214813.78,0.24689154000000002,0.22075104999999998,0.21852458,0.21481378,0.22524523749999997
374,892.05,226212.19,236721.86,211973.28,209769.64,206887.96,0.23672185999999998,0.21197328,0.20976964,0.20688795999999998,0.216338185
375,893.56,210375.4,220219.05,196698.82,194172.57,191384.99,0.22021905,0.19669882,0.19417257000000002,0.19138498999999998,0.2006188575
376,895.07,193659.69,202953.93,180790.75,178735.29,175786.16,0.20295393,0.18079075,0.17873529000000002,0.17578616,0.18456653250000002
377,896.58,180848.97,189495.87,169902.36,167326.69,164843.01,0.18949586999999998,0.16990235999999997,0.16732669,0.16484301,0.17289198249999999
378,898.09,171615.35,178687.41,159828.58,156151.11,154736.7,0.17868741,0.15982858,0.15615110999999998,0.1547367,0.16235095
379,899.59,166492.56,173946.0,156038.37,153715.22,150811.28,0.173946,0.15603836999999998,0.15371522,0.15081128,0.1586277175
380,901.1,171195.18,178828.09,158903.23,157019.79,155532.86,0.17882809,0.15890323,0.15701979000000002,0.15553286,0.1625709925
381,902.61,181368.71,191882.84,171764.46,169034.83,165597.52,0.19188284,0.17176445999999998,0.16903483,0.16559752,0.17456991249999998
382,904.12,181483.58,189144.61,168749.71,166161.52,164194.5,0.18914461,0.16874971,0.16616151999999998,0.1641945,0.172062585
383,905.63,165548.4,173073.33,155161.88,153042.18,150286.58,0.17307333,0.15516188,0.15304218,0.15028657999999998,0.1578909925
384,907.13,156194.24,163776.48,145687.41,143846.01,141787.97,0.16377648,0.14568741000000002,0.14384601,0.14178797,0.1487744675
385,908.64,154533.6,162276.88,144467.35,143361.17,140153.24,0.16227688,0.14446735,0.14336117,0.14015323999999998,0.14756466
386,910.15,157262.23,164579.37,146905.66,144541.67,143866.24,0.16457937,0.14690566,0.14454167,0.14386623999999998,0.14997323499999998
387,911.65,150165.28,157972.04,139832.81,139373.59,135929.43,0.15797204,0.13983281,0.13937359,0.13592943,0.1432769675
388,913.16,148383.16,156340.61,139723.57,135861.87,135159.74,0.15634061,0.13972357000000002,0.13586187,0.13515974,0.1417714475
389,914.66,146055.91,154507.4,137247.32,135580.84,132009.79,0.1545074,0.13724732,0.13558084,0.13200979000000002,0.13983633750000002
390,916.17,145556.36,153427.55,136595.32,134294.51,131751.52,0.15342755,0.13659532000000002,0.13429451,0.13175151999999998,0.13901722500000002
391,917.68,156323.53,163205.7,144402.63,143296.57,141576.03,0.1632057,0.14440263,0.14329657,0.14157603,0.1481202325
392,919.18,162831.84,172322.04,152717.28,150594.48,146973.22,0.17232204,0.15271728,0.15059448,0.14697322,0.155651755
393,920.68,162102.92,172732.62,153371.38,149448.51,148436.16,0.17273262,0.15337138,0.14944851,0.14843616,0.1559971675
394,922.19,161909.53,168329.42,149583.35,148170.98,146501.81,0.16832942,0.14958335,0.14817098,0.14650181,0.15314639000000002
395,923.69,160374.53,167403.93,147877.81,147357.12,143451.89,0.16740393,0.14787781,0.14735712,0.14345189000000003,0.1515226875
396,925.2,157746.77,166700.67,149056.21,146554.38,143920.88,0.16670067000000002,0.14905621,0.14655438,0.14392088,0.151558035
397,926.7,141868.41,149342.19,133060.02,130791.2,129056.21,0.14934219,0.13306002,0.1307912,0.12905621,0.135562405
398,928.2,124078.52,132035.73,117739.73,113423.95,112345.01,0.13203573000000002,0.11773973,0.11342395,0.11234501,0.11888610499999999
399,929.71,107137.54,114270.9,100004.18,98632.38,96163.15,0.1142709,0.10000418,0.09863238,0.09616314999999999,0.1022676525
400,931.21,88676.52,92992.01,83804.18,81716.04,78792.63,0.09299201,0.08380417999999999,0.08171603999999999,0.07879263,0.08432621500000001
401,932.71,74886.92,81411.16,70206.49,69922.83,66377.04,0.08141116000000001,0.07020649000000001,0.06992283,0.06637704,0.07197938000000001
402,934.21,70593.96,73757.03,65130.48,63405.17,60817.2,0.07375703,0.06513048,0.06340517,0.060817199999999995,0.06577747
403,935.71,62441.79,66072.13,57359.32,57359.32,55471.55,0.06607213,0.05735932,0.05735932,0.05547155,0.05906558
404,937.21,66993.28,70225.41,63026.57,61116.68,57884.55,0.07022541,0.06302657,0.06111668,0.05788455,0.0630633025
405,938.71,71174.88,73380.71,66469.1,63233.88,62939.77,0.07338071,0.0664691,0.06323387999999999,0.06293976999999999,0.066505865
406,940.21,64758.17,68166.49,61498.03,59127.02,56756.01,0.06816649000000001,0.06149803,0.059127019999999995,0.05675601,0.0613868875
407,941.71,58501.18,63901.29,54301.09,55051.11,53101.07,0.06390129,0.054301089999999996,0.05505111,0.05310107,0.05658864
408,943.21,55845.6,58439.52,51878.42,50657.75,47453.5,0.058439519999999995,0.05187842,0.05065775,0.0474535,0.052107297500000004
409,944.71,55061.41,58445.07,51370.14,50754.93,47217.47,0.05844507,0.05137014,0.050754930000000004,0.047217470000000004,0.0519469025
410,946.21,55470.06,60286.79,52517.88,52673.25,48167.28,0.06028679,0.052517879999999996,0.05267325,0.04816728,0.0534113
411,947.71,57187.92,62828.37,55151.09,53427.62,50294.03,0.06282837000000001,0.05515109,0.05342762,0.050294029999999997,0.0554252775
412,949.2,62344.28,63768.39,58546.66,54590.81,53324.93,0.06376839,0.05854666,0.05459081,0.05332493,0.0575576975
413,950.7,59800.0,63786.67,55813.34,53580.8,51029.34,0.06378667,0.055813339999999996,0.053580800000000005,0.05102934,0.056052537500000006
414,952.2,63032.9,66740.72,59647.5,56745.73,53682.75,0.06674072,0.0596475,0.05674573,0.05368275,0.059204175
415,953.69,61376.07,67578.97,58927.56,56805.51,53377.59,0.06757897,0.05892756,0.056805510000000004,0.053377589999999996,0.0591724075
416,955.19,64933.76,68909.29,59964.34,60129.99,55160.57,0.06890929,0.05996434,0.06012999,0.05516057,0.061041047499999994
417,956.68,67394.13,73261.77,65885.3,65550.01,61191.18,0.07326177,0.06588530000000001,0.06555000999999999,0.06119118,0.066472065
