WMS_48_IRR_000,WMS_48_IRR_000,WMS_48_IRR_000,WMS_48_IRR_001,WMS_48_IRR_001,WMS_48_IRR_001,WMS_48_IRR_002,WMS_48_IRR_002,WMS_48_IRR_002,WMS_48_IRR_003,WMS_48_IRR_003,WMS_48_IRR_003,WMS_48_PANEL_000,WMS_48_PANEL_000,WMS_48_PANEL_000,WMS_48_PANEL_001,WMS_48_PANEL_001,WMS_48_PANEL_001,WMS_48_PANEL_002,WMS_48_PANEL_002,WMS_48_PANEL_002,WMS_48_PANEL_003,WMS_48_PANEL_003,WMS_48_PANEL_003,WMS_48_WATER_000,WMS_48_WATER_000,WMS_48_WATER_000,WMS_48_WATER_001,WMS_48_WATER_001,WMS_48_WATER_001,WMS_48_WATER_002,WMS_48_WATER_002,WMS_48_WATER_002,WMS_48_WATER_003,WMS_48_WATER_003,WMS_48_WATER_003
305.33,10756.96,10629.66,305.33,10756.96,11202.51,305.33,10756.96,11393.47,305.33,10756.96,11202.51,305.33,2720.6,983.35,305.33,2720.6,446.6,305.33,2720.6,158.77,305.33,2720.6,1106.27,305.33,2448,22,305.33,2448,39,305.33,2448,41,305.33,2448,996
307.16,10836.06,10966.61,307.16,10836.06,11619.39,307.16,10836.06,11880.5,307.16,10836.06,11488.83,307.16,3005.31,1082.27,307.16,3005.31,505.36,307.16,3005.31,177.77,307.16,3005.31,1234.32,307.16,2464,23,307.16,2464,39,307.16,2464,38,307.16,2464,1000
308.98,11732.7,11593.86,308.98,11732.7,12565.8,308.98,11732.7,12843.49,308.98,11732.7,12357.52,308.98,3144.96,1125.86,308.98,3144.96,521.06,308.98,3144.96,187.26,308.98,3144.96,1284.04,308.98,2416,22,308.98,2416,42,308.98,2416,40,308.98,2416,1020
310.8,12248.41,12538.32,310.8,12248.41,13045.65,310.8,12248.41,13190.6,310.8,12248.41,13190.6,310.8,3340.8,1171.2,310.8,3340.8,532.8,310.8,3340.8,195.6,310.8,3340.8,1363.2,310.8,2448,22,310.8,2448,40,310.8,2448,41,310.8,2448,1020
312.61,13366.38,13520.91,312.61,13366.38,14139,312.61,13366.38,14525.32,312.61,13366.38,14370.79,312.61,3533.83,1269.33,312.61,3533.83,578.82,312.61,3533.83,206.9,312.61,3533.83,1457.2,312.61,2560,29,312.61,2560,41,312.61,2560,44,312.61,2560,1044
314.42,14251.37,14012.52,314.42,14251.37,14808.69,314.42,14251.37,15127.15,314.42,14251.37,15206.77,314.42,3797.27,1345.32,314.42,3797.27,618.41,314.42,3797.27,218.34,314.42,3797.27,1567.73,314.42,2544,22,314.42,2544,39,314.42,2544,42,314.42,2544,1064
316.23,15547.99,15547.99,316.23,15547.99,16498.14,316.23,15547.99,16498.14,316.23,15547.99,16498.14,316.23,4043.19,1412.82,316.23,4043.19,671.95,316.23,4043.19,241.21,316.23,4043.19,1711.47,316.23,2576,24,316.23,2576,43,316.23,2576,44,316.23,2576,1100
318.04,16060.7,16417.6,318.04,16060.7,17220.64,318.04,16060.7,17309.86,318.04,16060.7,17309.86,318.04,4153.86,1470.19,318.04,4153.86,688.42,318.04,4153.86,240.66,318.04,4153.86,1791.06,318.04,2560,24,318.04,2560,40,318.04,2560,44,318.04,2560,1128
319.84,16299.4,16653.73,319.84,16299.4,17273.82,319.84,16299.4,17893.9,319.84,16299.4,17273.82,319.84,4417.3,1541.2,319.84,4417.3,703.86,319.84,4417.3,256.36,319.84,4417.3,1923.47,319.84,2704,26,319.84,2704,45,319.84,2704,47,319.84,2704,1172
321.64,17632.08,18098.54,321.64,17632.08,18751.58,321.64,17632.08,19124.75,321.64,17632.08,18658.29,321.64,4815.25,1695.69,321.64,4815.25,763.71,321.64,4815.25,275.06,321.64,4815.25,2096.97,321.64,2704,25,321.64,2704,48,321.64,2704,47,321.64,2704,1212
323.43,20466.65,20570.02,323.43,20466.65,21190.22,323.43,20466.65,21707.05,323.43,20466.65,21293.59,323.43,5243.14,1775.46,323.43,5243.14,811.44,323.43,5243.14,298.22,323.43,5243.14,2344.16,323.43,2800,28,323.43,2800,46,323.43,2800,44,323.43,2800,1248
325.23,20819.24,21029.54,325.23,20819.24,22186.16,325.23,20819.24,22396.46,325.23,20819.24,22291.31,325.23,5528.87,1786.25,325.23,5528.87,857.68,325.23,5528.87,308.34,325.23,5528.87,2487.99,325.23,2784,27,325.23,2784,46,325.23,2784,53,325.23,2784,1316
327.02,22434.72,22001.2,327.02,22434.72,23626.9,327.02,22434.72,24060.42,327.02,22434.72,24060.42,327.02,5889.23,1877.94,327.02,5889.23,893.9,327.02,5889.23,332.4,327.02,5889.23,2756.82,327.02,2912,28,327.02,2912,49,327.02,2912,50,327.02,2912,1388
328.81,24399.25,24285.24,328.81,24399.25,25767.43,328.81,24399.25,26109.48,328.81,24399.25,26109.48,328.81,6170.12,2021.25,328.81,6170.12,904.24,328.81,6170.12,345.74,328.81,6170.12,2933.09,328.81,2944,33,328.81,2944,49,328.81,2944,53,328.81,2944,1464
330.59,25416.58,25876.61,330.59,25416.58,26911.67,330.59,25416.58,27486.71,330.59,25416.58,26911.67,330.59,6720.66,2112.21,330.59,6720.66,960.09,330.59,6720.66,366.04,330.59,6720.66,3240.32,330.59,3056,31,330.59,3056,53,330.59,3056,57,330.59,3056,1556
332.37,27014.47,26895.98,332.37,27014.47,28554.76,332.37,27014.47,29028.7,332.37,27014.47,29028.7,332.37,7253.65,2220.16,332.37,7253.65,1050.76,332.37,7253.65,400.39,332.37,7253.65,3635.3,332.37,3136,35,332.37,3136,55,332.37,3136,53,332.37,3136,1644
334.15,30498.31,30625.39,334.15,30498.31,32023.23,334.15,30498.31,32912.76,334.15,30498.31,31896.15,334.15,8181.46,2378.75,334.15,8181.46,1099.27,334.15,8181.46,423.49,334.15,8181.46,4108.75,334.15,3280,38,334.15,3280,60,334.15,3280,59,334.15,3280,1768
335.93,31865.26,32250.73,335.93,31865.26,33407.13,335.93,31865.26,34306.55,335.93,31865.26,34435.04,335.93,8337.55,2341.61,335.93,8337.55,1161.93,335.93,8337.55,439.05,335.93,8337.55,4292.95,335.93,3424,40,335.93,3424,63,335.93,3424,61,335.93,3424,1892
337.71,35324.58,36130.46,337.71,35324.58,37607.92,337.71,35324.58,37339.29,337.71,35324.58,37070.66,337.71,9292.11,2600.26,337.71,9292.11,1194.97,337.71,9292.11,487.55,337.71,9292.11,4942.41,337.71,3584,40,337.71,3584,66,337.71,3584,64,337.71,3584,2044
339.48,39770.03,40495.76,339.48,39770.03,41221.49,339.48,39770.03,42818.1,339.48,39770.03,42092.37,339.48,9903.81,2650.04,339.48,9903.81,1257.32,339.48,9903.81,502.93,339.48,9903.81,5348.44,339.48,3760,41,339.48,3760,63,339.48,3760,67,339.48,3760,2176
341.25,42593.38,42593.38,341.25,42593.38,44496.17,341.25,42593.38,45081.65,341.25,42593.38,44349.81,341.25,10307.23,2704.18,341.25,10307.23,1283.51,341.25,10307.23,533.98,341.25,10307.23,5810.07,341.25,3968,46,341.25,3968,73,341.25,3968,72,341.25,3968,2360
343.02,44485.45,44632.75,343.02,44485.45,46989.6,343.02,44485.45,47726.11,343.02,44485.45,47136.9,343.02,11460.36,2854.89,343.02,11460.36,1376.47,343.02,11460.36,568.43,343.02,11460.36,6535.67,343.02,4112,48,343.02,4112,73,343.02,4112,75,343.02,4112,2544
344.78,49373.08,49373.08,344.78,49373.08,51996.03,344.78,49373.08,52767.48,344.78,49373.08,52921.77,344.78,12172.43,2898.2,344.78,12172.43,1386.99,344.78,12172.43,605.52,344.78,12172.43,7079.88,344.78,4320,52,344.78,4320,77,344.78,4320,82,344.78,4320,2752
346.54,51954.39,51954.39,346.54,51954.39,53929.27,346.54,51954.39,54688.83,346.54,51954.39,54081.18,346.54,13029.62,2965.07,346.54,13029.62,1451.22,346.54,13029.62,634.25,346.54,13029.62,7694.58,346.54,4544,58,346.54,4544,81,346.54,4544,84,346.54,4544,2984
348.3,54838.67,54838.67,348.3,54838.67,57142.81,348.3,54838.67,58525.3,348.3,54838.67,57910.86,348.3,13575.21,2998.21,348.3,13575.21,1426.23,348.3,13575.21,650.65,348.3,13575.21,8286.71,348.3,4832,59,348.3,4832,86,348.3,4832,90,348.3,4832,3216
350.06,61465.43,61302.83,350.06,61465.43,64392.36,350.06,61465.43,65530.61,350.06,61465.43,64880.18,350.06,14983.63,3152.18,350.06,14983.63,1576.09,350.06,14983.63,725.97,350.06,14983.63,9143.47,350.06,5120,65,350.06,5120,93,350.06,5120,95,350.06,5120,3472
351.82,64886.88,65049.51,351.82,64886.88,67814.11,351.82,64886.88,68627.23,351.82,64886.88,68301.98,351.82,16430.41,3290.56,351.82,16430.41,1656.47,351.82,16430.41,769.48,351.82,16430.41,10196.26,351.82,5392,71,351.82,5392,102,351.82,5392,96,351.82,5392,3748
353.57,71068.66,72086.35,353.57,71068.66,74291.35,353.57,71068.66,75648.27,353.57,71068.66,74630.58,353.57,18151.13,3503.26,353.57,18151.13,1833.92,353.57,18151.13,855.24,353.57,18151.13,11473.77,353.57,5808,70,353.57,5808,104,353.57,5808,104,353.57,5808,4004
355.32,77752.91,78818.02,355.32,77752.91,82190.86,355.32,77752.91,83078.45,355.32,77752.91,82190.86,355.32,19512.83,3679.43,355.32,19512.83,1851.58,355.32,19512.83,913.92,355.32,19512.83,12379.49,355.32,6096,76,355.32,6096,112,355.32,6096,109,355.32,6096,4312
357.07,85870.12,86236.31,357.07,85870.12,89531.96,357.07,85870.12,90996.7,357.07,85870.12,89898.15,357.07,22149.46,3997.09,357.07,22149.46,2049.46,357.07,22149.46,1034.28,357.07,22149.46,14257.12,357.07,6528,83,357.07,6528,116,357.07,6528,117,357.07,6528,4640
358.82,94036.53,95553.25,358.82,94036.53,98586.69,358.82,94036.53,99913.82,358.82,94036.53,99345.05,358.82,23369.28,4080.75,358.82,23369.28,2116.42,358.82,23369.28,1086.72,358.82,23369.28,15245.79,358.82,6912,85,358.82,6912,122,358.82,6912,125,358.82,6912,5004
360.57,101778.87,101971.63,360.57,101778.87,106212.42,360.57,101778.87,107947.28,360.57,101778.87,106790.7,360.57,25683.12,4220.11,360.57,25683.12,2239.51,360.57,25683.12,1194.19,360.57,25683.12,16738.04,360.57,7392,98,360.57,7392,130,360.57,7392,130,360.57,7392,5388
362.31,111334.82,111733.87,362.31,111334.82,116522.46,362.31,111334.82,118318.18,362.31,111334.82,117320.56,362.31,28159.97,4568.65,362.31,28159.97,2417.91,362.31,28159.97,1292.45,362.31,28159.97,18488.33,362.31,7776,100,362.31,7776,140,362.31,7776,140,362.31,7776,5788
364.05,115768.03,116162.47,364.05,115768.03,121290.18,364.05,115768.03,123065.16,364.05,115768.03,121881.84,364.05,30163.48,4597.11,364.05,30163.48,2553.95,364.05,30163.48,1401.31,364.05,30163.48,19772.94,364.05,8320,106,364.05,8320,145,364.05,8320,148,364.05,8320,6168
365.79,124284.37,123474.7,365.79,124284.37,128939.97,365.79,124284.37,131166.57,365.79,124284.37,129547.23,365.79,32616.53,4917.48,365.79,32616.53,2681,365.79,32616.53,1531.5,365.79,32616.53,21545.24,365.79,8704,111,365.79,8704,154,365.79,8704,155,365.79,8704,6516
367.53,131174.07,132008.25,367.53,131174.07,137847.48,367.53,131174.07,140141.46,367.53,131174.07,138264.56,367.53,33761.84,5067.03,367.53,33761.84,2836.44,367.53,33761.84,1590.33,367.53,33761.84,22347.25,367.53,9120,115,367.53,9120,158,367.53,9120,156,367.53,9120,6808
369.27,133668.56,134286.44,369.27,133668.56,139641.42,369.27,133668.56,142112.95,369.27,133668.56,140671.22,369.27,35597.34,5328.44,369.27,35597.34,2998.99,369.27,35597.34,1691.29,369.27,35597.34,23433.98,369.27,9520,121,369.27,9520,165,369.27,9520,162,369.27,9520,7068
371,141318.38,143211.04,371,141318.38,148678.71,371,141318.38,150991.96,371,141318.38,148678.71,371,37708.53,5471.99,371,37708.53,3217.98,371,37708.53,1825.18,371,37708.53,24737.37,371,9936,124,371,9936,170,371,9936,172,371,9936,7352
372.73,155313.65,156860.15,372.73,155313.65,163708.98,372.73,155313.65,166360.13,372.73,155313.65,164592.7,372.73,40459.07,5900.28,372.73,40459.07,3444.25,372.73,40459.07,1994.61,372.73,40459.07,26551.26,372.73,10400,128,372.73,10400,175,372.73,10400,178,372.73,10400,7708
374.46,164491.49,166257.85,374.46,164491.49,172440.08,374.46,164491.49,176193.57,374.46,164491.49,173544.05,374.46,43508.52,6467.48,374.46,43508.52,3762.9,374.46,43508.52,2164.4,374.46,43508.52,28368.73,374.46,11008,137,374.46,11008,184,374.46,11008,185,374.46,11008,8136
376.19,175432.79,175874.13,376.19,175432.79,183597.59,376.19,175432.79,185362.95,376.19,175432.79,183818.26,376.19,45885.45,6727.12,376.19,45885.45,4068.59,376.19,45885.45,2339.07,376.19,45885.45,30022.36,376.19,11696,142,376.19,11696,197,376.19,11696,196,376.19,11696,8640
377.92,185876.27,186993.31,377.92,185876.27,195706.26,377.92,185876.27,197716.94,377.92,185876.27,195706.26,377.92,49023.47,7247.46,377.92,49023.47,4492.84,377.92,49023.47,2529.98,377.92,49023.47,31950.69,377.92,12400,152,377.92,12400,204,377.92,12400,202,377.92,12400,9148
379.64,197615.88,198296.53,379.64,197615.88,206691.24,379.64,197615.88,209867.61,379.64,197615.88,207145.01,379.64,50754.43,7754.95,379.64,50754.43,4731.1,379.64,50754.43,2676.62,379.64,50754.43,32813.87,379.64,13056,156,379.64,13056,217,379.64,13056,217,379.64,13056,9596
381.37,198478.8,199139.66,381.37,198478.8,207951.15,381.37,198478.8,210154.02,381.37,198478.8,209493.16,381.37,53910.71,8563.33,381.37,53910.71,5311.62,381.37,53910.71,2902.26,381.37,53910.71,34665.29,381.37,13632,165,381.37,13632,219,381.37,13632,224,381.37,13632,9980
383.09,212235.75,213123.77,383.09,212235.75,222891.94,383.09,212235.75,226888.01,383.09,212235.75,223335.95,383.09,56237.13,9420.87,383.09,56237.13,5718.79,383.09,56237.13,3115.08,383.09,56237.13,35882.86,383.09,14512,175,383.09,14512,235,383.09,14512,235,383.09,14512,10568
384.81,229646.86,230748.82,384.81,229646.86,241107.17,384.81,229646.86,245294.59,384.81,229646.86,241988.73,384.81,60744.19,10640.27,384.81,60744.19,6510.35,384.81,60744.19,3441.6,384.81,60744.19,38517.21,384.81,15728,190,384.81,15728,251,384.81,15728,250,384.81,15728,11412
386.53,249974.62,251297.24,386.53,249974.62,261437.3,386.53,249974.62,266286.9,386.53,249974.62,262980.36,386.53,64958.24,12116.12,386.53,64958.24,7399.59,386.53,64958.24,3777.46,386.53,64958.24,41022.54,386.53,17200,201,386.53,17200,270,386.53,17200,274,386.53,17200,12348
388.25,270925.79,272677.94,388.25,270925.79,283628.86,388.25,270925.79,288666.28,388.25,270925.79,285600.02,388.25,70403.29,13869,388.25,70403.29,8382.67,388.25,70403.29,4160,388.25,70403.29,44043.83,388.25,18752,222,388.25,18752,296,388.25,18752,296,388.25,18752,13480
389.96,292494.24,294664.07,389.96,292494.24,307032.15,389.96,292494.24,311371.83,389.96,292494.24,308117.07,389.96,77168.81,16146.43,389.96,77168.81,9604.34,389.96,77168.81,4635.14,389.96,77168.81,48091.31,389.96,20592,237,389.96,20592,319,389.96,20592,319,389.96,20592,14716
391.68,315966.56,317933.15,391.68,315966.56,332136.35,391.68,315966.56,336725.08,391.68,315966.56,334102.95,391.68,83594.93,18650.66,391.68,83594.93,10879.55,391.68,83594.93,5096.32,391.68,83594.93,51705.63,391.68,22368,262,391.68,22368,347,391.68,22368,347,391.68,22368,15892
393.39,339997.57,341275.76,393.39,339997.57,355548.84,393.39,339997.57,362365.83,393.39,339997.57,358318.24,393.39,90325.56,21253.07,393.39,90325.56,12239.49,393.39,90325.56,5587.74,393.39,90325.56,55545.34,393.39,24720,284,393.39,24720,380,393.39,24720,381,393.39,24720,17500
395.1,379195.95,380044.74,395.1,379195.95,397444.89,395.1,379195.95,403598.6,395.1,379195.95,398718.07,395.1,99208.13,24444.5,395.1,99208.13,13890.73,395.1,99208.13,6187.27,395.1,99208.13,60753.72,395.1,27728,316,395.1,27728,420,395.1,27728,428,395.1,27728,19560
396.81,409992.65,412236.4,396.81,409992.65,429982.35,396.81,409992.65,437733.45,396.81,409992.65,433245.97,396.81,109316.38,28209.01,396.81,109316.38,15747.87,396.81,109316.38,6854.92,396.81,109316.38,66640.55,396.81,31232,355,396.81,31232,472,396.81,31232,477,396.81,31232,21956
398.52,458513.81,460731.78,398.52,458513.81,480491.83,398.52,458513.81,488960.42,398.52,458513.81,484121.22,398.52,120412,32333.32,398.52,120412,17716.54,398.52,120412,7607.65,398.52,120412,73461.91,398.52,35296,400,398.52,35296,530,398.52,35296,534,398.52,35296,24756
400.23,479318.85,481071.74,400.23,479318.85,501716.93,400.23,479318.85,510091.86,400.23,479318.85,505222.71,400.23,128542.01,36101.48,400.23,128542.01,19372.73,400.23,128542.01,8166.69,400.23,128542.01,78059.25,400.23,38432,432,400.23,38432,575,400.23,38432,581,400.23,38432,26772
401.93,502511.94,505436.92,401.93,502511.94,527666.79,401.93,502511.94,536636.73,401.93,502511.94,530591.77,401.93,132523.07,39024.16,401.93,132523.07,20403.93,401.93,132523.07,8436.35,401.93,132523.07,79844.07,401.93,40592,452,401.93,40592,600,401.93,40592,604,401.93,40592,28052
403.64,511133.93,514399.34,403.64,511133.93,537065.19,403.64,511133.93,546285.19,403.64,511133.93,539754.35,403.64,136980.89,42283.1,403.64,136980.89,21586.76,403.64,136980.89,8741.8,403.64,136980.89,81738.51,403.64,42080,464,403.64,42080,620,403.64,42080,624,403.64,42080,28768
405.34,519522.17,523303.26,405.34,519522.17,545800.76,405.34,519522.17,554497.28,405.34,519522.17,549203.75,405.34,139976.04,44973.65,405.34,139976.04,22403.76,405.34,139976.04,8959.13,405.34,139976.04,82376.54,405.34,43456,476,405.34,43456,640,405.34,43456,640,405.34,43456,29400
407.04,539132.11,543081.11,407.04,539132.11,566587.05,407.04,539132.11,576177.47,407.04,539132.11,569783.85,407.04,144853.28,48198.26,407.04,144853.28,23535.13,407.04,144853.28,9267.77,407.04,144853.28,84341.08,407.04,45440,495,407.04,45440,662,407.04,45440,667,407.04,45440,30376
408.74,555622.8,558955.43,408.74,555622.8,583764.97,408.74,555622.8,593207.41,408.74,555622.8,587097.6,408.74,148484.97,51012.96,408.74,148484.97,24448.5,408.74,148484.97,9507.43,408.74,148484.97,85581.25,408.74,47536,517,408.74,47536,689,408.74,47536,698,408.74,47536,31480
410.44,572476.17,575918.27,410.44,572476.17,601462.3,410.44,572476.17,611969.78,410.44,572476.17,605085.57,410.44,153647.62,54101.27,410.44,153647.62,25551.58,410.44,153647.62,9850.94,410.44,153647.62,87801.86,410.44,50096,539,410.44,50096,723,410.44,50096,734,410.44,50096,32892
412.14,590251.43,594149.82,412.14,590251.43,621084.14,412.14,590251.43,631538.9,412.14,590251.43,624450.93,412.14,158567.32,57084.23,412.14,158567.32,26549.01,412.14,158567.32,10160.97,412.14,158567.32,89931.9,412.14,52848,565,412.14,52848,763,412.14,52848,771,412.14,52848,34404
413.84,603038.62,607533.75,413.84,603038.62,634677.4,413.84,603038.62,645396.55,413.84,603038.62,638308.08,413.84,162466.19,59697.28,413.84,162466.19,27458.16,413.84,162466.19,10428.72,413.84,162466.19,91645.66,413.84,55472,589,413.84,55472,799,413.84,55472,807,413.84,55472,35756
415.53,613157.11,616355.02,415.53,613157.11,645136.21,415.53,613157.11,655571.49,415.53,613157.11,648502.43,415.53,164451.2,61153.86,415.53,164451.2,27849.26,415.53,164451.2,10525.46,415.53,164451.2,92001.47,415.53,57984,612,415.53,57984,828,415.53,57984,838,415.53,57984,37040
417.23,617843.41,621606.75,417.23,617843.41,650240.92,417.23,617843.41,661367.33,417.23,617843.41,654167.89,417.23,165757.32,62275.26,417.23,165757.32,28145.18,417.23,165757.32,10604.99,417.23,165757.32,92108.74,417.23,60128,632,417.23,60128,857,417.23,60128,865,417.23,60128,38052
418.92,619189.65,623790.34,418.92,619189.65,652346.36,418.92,619189.65,663134.19,418.92,619189.65,656153.83,418.92,165233.62,62654.65,418.92,165233.62,28101.02,418.92,165233.62,10558.6,418.92,165233.62,91291.77,418.92,62240,650,418.92,62240,884,418.92,62240,894,418.92,62240,39004
420.61,619254.81,623575.55,420.61,619254.81,651814.68,420.61,619254.81,663851.03,420.61,619254.81,656444.05,420.61,165745.4,63168.3,420.61,165745.4,28233.45,420.61,165745.4,10573.27,420.61,165745.4,91001.95,420.61,63840,662,420.61,63840,909,420.61,63840,916,420.61,63840,39668
422.3,615412.96,619808.77,422.3,615412.96,648457.3,422.3,615412.96,659219.45,422.3,615412.96,652398.37,422.3,164335.28,62860.49,422.3,164335.28,28072.07,422.3,164335.28,10481.43,422.3,164335.28,89697.8,422.3,64464,668,422.3,64464,915,422.3,64464,924,422.3,64464,39660
423.99,614963.81,619878.76,423.99,614963.81,648176.92,423.99,614963.81,659049.37,423.99,614963.81,651602.49,423.99,163407.92,62685.08,423.99,163407.92,27930.54,423.99,163407.92,10406.13,423.99,163407.92,88445.18,423.99,65184,669,423.99,65184,920,423.99,65184,930,423.99,65184,39644
425.68,614630.13,618762.1,425.68,614630.13,647833.44,425.68,614630.13,659048.78,425.68,614630.13,652112.98,425.68,162578.18,62452.92,425.68,162578.18,27843.97,425.68,162578.18,10332.08,425.68,162578.18,87178.81,425.68,65376,667,425.68,65376,923,425.68,65376,935,425.68,65376,39328
427.37,609013.63,613677.05,427.37,609013.63,642094.77,427.37,609013.63,653024.66,427.37,609013.63,645883.8,427.37,162304.6,62605.28,427.37,162304.6,27856.89,427.37,162304.6,10300.87,427.37,162304.6,86098.17,427.37,65408,662,427.37,65408,924,427.37,65408,935,427.37,65408,38944
429.06,610954.36,615316.24,429.06,610954.36,644395.46,429.06,610954.36,655590.96,429.06,610954.36,648611.95,429.06,162349.14,62717.58,429.06,162349.14,27911.67,429.06,162349.14,10278.01,429.06,162349.14,85083.11,429.06,65664,660,429.06,65664,925,429.06,65664,941,429.06,65664,38700
430.74,648242.64,652292.35,430.74,648242.64,684111.49,430.74,648242.64,695392.82,430.74,648242.64,688161.19,430.74,171625.32,66421.7,430.74,171625.32,29580.66,430.74,171625.32,10847.89,430.74,171625.32,88921.69,430.74,69872,699,430.74,69872,983,430.74,69872,994,430.74,69872,40708
432.43,684206.63,689209.18,432.43,684206.63,721511.4,432.43,684206.63,734803.9,432.43,684206.63,726656.88,432.43,181873.32,70430.81,432.43,181873.32,31375.02,432.43,181873.32,11478.72,432.43,181873.32,93741.03,432.43,74496,740,432.43,74496,1042,432.43,74496,1062,432.43,74496,43068
434.11,712136.9,716796.93,434.11,712136.9,751252.89,434.11,712136.9,764244.48,434.11,712136.9,756477.77,434.11,189131.1,73292.27,434.11,189131.1,32668.42,434.11,189131.1,11902.28,434.11,189131.1,96594.1,434.11,78384,773,434.11,78384,1097,434.11,78384,1114,434.11,78384,44900
435.79,732827.98,738497.03,435.79,732827.98,774308.81,435.79,732827.98,787582.67,435.79,732827.98,779148.24,435.79,194592.52,75490.56,435.79,194592.52,33615.68,435.79,194592.52,12244.11,435.79,194592.52,98713.11,435.79,82432,808,435.79,82432,1148,435.79,82432,1170,435.79,82432,46788
437.47,740853.84,746395.72,437.47,740853.84,782620.64,437.47,740853.84,796542.91,437.47,740853.84,786946.01,437.47,196980.58,76519.12,437.47,196980.58,34062.91,437.47,196980.58,12359.84,437.47,196980.58,98980.04,437.47,85296,831,437.47,85296,1191,437.47,85296,1211,437.47,85296,48032
439.15,763898.49,769687.6,439.15,763898.49,807053.63,439.15,763898.49,821000.1,439.15,763898.49,812316.45,439.15,203068.86,78883.56,439.15,203068.86,35176.25,439.15,203068.86,12730.84,439.15,203068.86,101222.12,439.15,90320,873,439.15,90320,1259,439.15,90320,1283,439.15,90320,50392
440.83,795092.2,801129.25,440.83,795092.2,839149.81,440.83,795092.2,854563.55,440.83,795092.2,845058.41,440.83,211461.12,82032.89,440.83,211461.12,36648.54,440.83,211461.12,13244.47,440.83,211461.12,104813.54,440.83,96128,927,440.83,96128,1338,440.83,96128,1367,440.83,96128,53136
