,Wavelength,Reference,Raw_water_000,Raw_water_001,Raw_water_002,SKY,water_000,water_001,water_002,Avg_Rrs
0,286.9,4176.0,380.0,416.0,302.0,650.0,0.02769433212336127,0.030410942358895347,0.021808343279704108,0.026637872587320244
1,288.76,4272.0,228.0,440.0,208.0,616.0,0.015909771884269376,0.03154808623638876,0.014434459209541133,0.020630772443399756
2,290.62,4272.0,256.0,408.0,194.0,616.0,0.017975209628888916,0.029187585956823567,0.013401740337231363,0.020188178640981283
3,292.47,4544.0,208.0,408.0,216.0,634.0,0.013545458648706824,0.027415475696327983,0.01410025933061167,0.018353731225215494
4,294.32,4304.0,240.0,400.0,196.0,630.0,0.016649589088525107,0.028364339546590265,0.013428032712557188,0.01948065378255752
5,296.16,4368.0,240.0,424.0,210.0,644.0,0.016385438630165273,0.0296600102572805,0.014221106299657357,0.020088851729034376
6,298.0,4224.0,212.0,480.0,208.0,654.0,0.014840203724924913,0.03483404345084427,0.01454178820662761,0.021405345127465596
7,299.84,4400.0,240.0,448.0,224.0,644.0,0.01626627180376407,0.031163174477165476,0.015120356213502426,0.020849934164810655
8,301.68,4384.0,236.0,424.0,204.0,666.0,0.016006485629756487,0.029520134356154096,0.013706290101859022,0.01974430336258987
9,303.51,4512.0,264.0,464.0,206.0,650.0,0.017530324383379908,0.031498710346232424,0.013479492454152678,0.02083617572792167
10,305.33,4528.0,224.0,512.0,206.0,652.0,0.01468179042699628,0.0347251903273325,0.013429077933225267,0.02094535289585135
11,307.16,4448.0,220.0,496.0,224.0,674.0,0.01463129139337448,0.03418502190166112,0.0149146787920453,0.021243664029026967
12,308.98,4656.0,256.0,520.0,210.0,686.0,0.016397963494923264,0.0342659772090546,0.013284597468976136,0.021316179390984666
13,310.8,4640.0,272.0,496.0,226.0,706.0,0.017513986188488186,0.03272700350747901,0.014389884417623998,0.0215436247045304
14,312.61,4720.0,256.0,528.0,232.0,702.0,0.01615425369924146,0.034314102460167556,0.014551914102689158,0.021673423420699393
15,314.42,4688.0,236.0,472.0,218.0,744.0,0.014863659388359684,0.030727550559004065,0.013653701587208841,0.01974830384485753
16,316.23,4736.0,244.0,496.0,246.0,744.0,0.015245322954224202,0.03201304896882135,0.015378400144816243,0.020878924022620596
17,318.04,4832.0,256.0,496.0,240.0,762.0,0.015701557391480412,0.03135355013925952,0.014658091208295136,0.020571066246345023
18,319.84,4896.0,264.0,528.0,252.0,798.0,0.015964879151825397,0.03295700984075422,0.015192509575055907,0.021371466189211843
19,321.64,4816.0,268.0,536.0,248.0,850.0,0.016423759056854267,0.03395988426496958,0.015115092996547154,0.021832912106123665
20,323.43,5056.0,272.0,600.0,256.0,870.0,0.015868528491330927,0.03631188020050824,0.01487129182259057,0.022350566838143248
21,325.23,5248.0,264.0,560.0,244.0,928.0,0.014737941821703522,0.032511861228581955,0.013537001321238763,0.020262268123841413
22,327.02,5312.0,268.0,568.0,264.0,1000.0,0.014712244588826107,0.03250931465595446,0.014474950321264396,0.020565503188681656
23,328.81,5504.0,296.0,632.0,274.0,1048.0,0.01574717870367549,0.034984569790190045,0.014487587620629891,0.02173977870483181
24,330.59,5424.0,260.0,616.0,270.0,1116.0,0.013808874411998845,0.03449197475982613,0.014389860376825454,0.020896903182883477
25,332.37,5760.0,288.0,688.0,294.0,1208.0,0.014434557563719445,0.036318362238855054,0.01476281463384648,0.02183857814547366
26,334.15,5760.0,308.0,616.0,310.0,1308.0,0.015419328774100547,0.03226985837395497,0.015528747797476226,0.021072644981843913
27,335.93,6096.0,320.0,600.0,308.0,1408.0,0.015086384778877736,0.029560712280542235,0.01446605645737783,0.019704384505599266
28,337.71,6384.0,312.0,760.0,324.0,1530.0,0.01389045707274397,0.036004617586565216,0.014482800657935611,0.021459291772414932
29,339.48,6688.0,324.0,648.0,340.0,1674.0,0.013688791006694635,0.028955100679588282,0.014442682842393088,0.019028858176225336
30,341.25,6816.0,352.0,640.0,350.0,1840.0,0.014572764578033965,0.02788798094375028,0.01448029779771649,0.01898034777316691
31,343.02,7456.0,340.0,744.0,360.0,1984.0,0.01269298239921256,0.029767985360326956,0.013538279575505352,0.01866641577834829
32,344.78,7648.0,372.0,856.0,374.0,2166.0,0.013542870352638525,0.0334855174582642,0.013625277985306399,0.020217888598736373
33,346.54,8080.0,384.0,888.0,392.0,2366.0,0.013130802816281565,0.03278722618388852,0.013442809536402311,0.019786946178857467
34,348.3,8576.0,372.0,952.0,400.0,2560.0,0.011787858369039464,0.033100071131018545,0.012816723812721214,0.019234884437593074
35,350.06,9120.0,424.0,1032.0,428.0,2784.0,0.012726699375704129,0.033735151863834315,0.01286491287891551,0.019775588039484652
36,351.82,9680.0,472.0,960.0,462.0,3006.0,0.013408514582868377,0.029295071629677562,0.0130829703810895,0.018595518864545146
37,353.57,9936.0,468.0,1056.0,486.0,3260.0,0.012775067424847278,0.03142387488713675,0.013345949285937773,0.0191816305326406
38,355.32,10784.0,512.0,1152.0,488.0,3456.0,0.012941705449661207,0.03164359193761093,0.012240384706363091,0.018941894031211746
39,357.07,11312.0,536.0,1144.0,536.0,3740.0,0.012847991010686404,0.029785498674384008,0.012847991010686404,0.018493826898585607
40,358.82,12208.0,584.0,1224.0,566.0,4024.0,0.012997431188757343,0.029517839436304014,0.012532794706795093,0.018349355110618817
41,360.57,13040.0,568.0,1344.0,596.0,4364.0,0.011617158681089658,0.03037010246650648,0.012293811291903666,0.0180936908131666
42,362.31,13744.0,604.0,1376.0,632.0,4704.0,0.011691607348021693,0.02939226798630367,0.012333600220912747,0.01780582518507937
43,364.05,14688.0,632.0,1496.0,646.0,5046.0,0.011394167634187274,0.02993103747665508,0.011694533580708743,0.017673246230517033
44,365.79,15600.0,684.0,1680.0,676.0,5332.0,0.011662923200525812,0.031782556544927405,0.011501319719847887,0.018315599821767035
45,367.53,16512.0,688.0,1592.0,696.0,5612.0,0.010988214575368672,0.02824079547041744,0.011140892282404502,0.016789967442730206
46,369.27,16960.0,720.0,1656.0,710.0,5842.0,0.011207067985914447,0.02859849917302222,0.011021262097163295,0.016942276418699987
47,371.0,17728.0,792.0,1704.0,750.0,6022.0,0.011937417943024062,0.02814881404171658,0.011190840491110592,0.01709235749195041
48,372.73,18464.0,792.0,1784.0,782.0,6244.0,0.011385798437945252,0.028316353736005103,0.011215127517601906,0.016972426563850753
49,374.46,19312.0,800.0,1856.0,826.0,6502.0,0.010932184260263851,0.02816364073354379,0.01135644360524991,0.016817422866352516
50,376.19,20672.0,848.0,1992.0,882.0,6888.0,0.010826995425094027,0.028266287447942032,0.011345296062136712,0.01681285964505759
51,377.92,22048.0,932.0,2152.0,958.0,7274.0,0.011241542124658123,0.028678710145920022,0.011613153902160426,0.017177802057579523
52,379.64,22992.0,920.0,2240.0,1010.0,7666.0,0.01050806390501021,0.02859989407485092,0.011741597780226624,0.016949851920029253
53,381.37,24112.0,1008.0,2352.0,1044.0,7956.0,0.011094261248418183,0.028659390734180647,0.011564755788215392,0.01710613592360474
54,383.09,25440.0,1024.0,2408.0,1116.0,8244.0,0.010641970342925945,0.02778566034503218,0.011781579793933008,0.01673640349396371
55,384.81,26976.0,1124.0,2640.0,1188.0,8702.0,0.011097191684621968,0.028806719026706798,0.01184482344576539,0.01724957805236472
56,386.53,29328.0,1180.0,2880.0,1316.0,9378.0,0.010663680742287194,0.028930031616786638,0.01212498881224715,0.017239567057106994
57,388.25,31824.0,1316.0,3256.0,1448.0,10104.0,0.011030229730193238,0.030240447408819066,0.012337316706264687,0.017869331281758997
58,389.96,35024.0,1408.0,3608.0,1556.0,10968.0,0.010694732311625339,0.03048912850019021,0.012026355327946976,0.017736738713254176
59,391.68,38160.0,1576.0,3896.0,1724.0,11940.0,0.011042650419468428,0.030201302059587147,0.012264840265476001,0.01783626424817719
60,393.39,41616.0,1668.0,4128.0,1812.0,12846.0,0.010685051592038185,0.0293127884435377,0.011775455700418644,0.01725776524533151
61,395.1,46384.0,1932.0,4504.0,1978.0,14232.0,0.011191946886053211,0.028665776158907263,0.01150446482794718,0.01712072929096922
62,396.81,51952.0,2100.0,5016.0,2164.0,15846.0,0.010815681243032558,0.028503348933031292,0.011203887941304136,0.01684097270578933
63,398.52,59200.0,2376.0,5720.0,2410.0,17908.0,0.01074113913056975,0.028541544144161136,0.010922124109774925,0.01673493579483527
64,400.23,66400.0,2652.0,6360.0,2712.0,20004.0,0.010687354140151381,0.0282850970225279,0.010972107261225435,0.016648186141301573
65,401.93,71472.0,2844.0,6872.0,2936.0,21372.0,0.010654840905120021,0.02841467271803733,0.011060477580092314,0.01670999706774989
66,403.64,75024.0,2980.0,7200.0,3120.0,22070.0,0.01066299933748546,0.028388461089706624,0.011251047831634978,0.016767502752942354
67,405.34,77520.0,3084.0,7464.0,3252.0,22430.0,0.010713172540096419,0.028518323836151025,0.011396109850082076,0.016875868742109838
68,407.04,80048.0,3188.0,7728.0,3386.0,22854.0,0.010750875050385607,0.02862359659797787,0.01153034616633787,0.01696827260490045
69,408.74,83936.0,3336.0,8096.0,3512.0,23556.0,0.010755819081954299,0.028626619544836675,0.011416588174699531,0.01693300893383017
70,410.44,87712.0,3512.0,8488.0,3666.0,24310.0,0.010870925678114337,0.028748421274087943,0.01142420829905082,0.01701451841708437
71,412.14,93056.0,3772.0,8992.0,3860.0,25460.0,0.011049214254578613,0.02872633157985149,0.011347219297610033,0.017040921710680047
72,413.84,97984.0,3924.0,9496.0,4020.0,26484.0,0.01091648796479681,0.028836622465918633,0.011225234000709893,0.01699278147714178
73,415.53,102768.0,4116.0,9888.0,4162.0,27452.0,0.010937691161703183,0.028636895353886655,0.011078745110566737,0.016884443875385523
74,417.23,107376.0,4352.0,10328.0,4350.0,28362.0,0.011107503162574821,0.02864585140646535,0.011101633568115688,0.016951662712385285
75,418.92,111360.0,4516.0,10656.0,4454.0,29058.0,0.011134819394988438,0.028509805693091795,0.010959371650610197,0.01686799891289681
76,420.61,115344.0,4696.0,11000.0,4576.0,29712.0,0.011206256512395036,0.028429165959592897,0.010878409251344315,0.016837943907777417
