SPM,Rrs400,Rrs401,Rrs402,Rrs403,Rrs404,Rrs405,Rrs406,Rrs407,Rrs408,Rrs409,Rrs410,Rrs411,Rrs412,Rrs413,Rrs414,Rrs415,Rrs416,Rrs417,Rrs418,Rrs419,Rrs420,Rrs421,Rrs422,Rrs423,Rrs424,Rrs425,Rrs426,Rrs427,Rrs428,Rrs429,Rrs430,Rrs431,Rrs432,Rrs433,Rrs434,Rrs435,Rrs436,Rrs437,Rrs438,Rrs439,Rrs440,Rrs441,Rrs442,Rrs443,Rrs444,Rrs445,Rrs446,Rrs447,Rrs448,Rrs449,Rrs450,Rrs451,Rrs452,Rrs453,Rrs454,Rrs455,Rrs456,Rrs457,Rrs458,Rrs459,Rrs460,Rrs461,Rrs462,Rrs463,Rrs464,Rrs465,Rrs466,Rrs467,Rrs468,Rrs469,Rrs470,Rrs471,Rrs472,Rrs473,Rrs474,Rrs475,Rrs476,Rrs477,Rrs478,Rrs479,Rrs480,Rrs481,Rrs482,Rrs483,Rrs484,Rrs485,Rrs486,Rrs487,Rrs488,Rrs489,Rrs490,Rrs491,Rrs492,Rrs493,Rrs494,Rrs495,Rrs496,Rrs497,Rrs498,Rrs499,Rrs500,Rrs501,Rrs502,Rrs503,Rrs504,Rrs505,Rrs506,Rrs507,Rrs508,Rrs509,Rrs510,Rrs511,Rrs512,Rrs513,Rrs514,Rrs515,Rrs516,Rrs517,Rrs518,Rrs519,Rrs520,Rrs521,Rrs522,Rrs523,Rrs524,Rrs525,Rrs526,Rrs527,Rrs528,Rrs529,Rrs530,Rrs531,Rrs532,Rrs533,Rrs534,Rrs535,Rrs536,Rrs537,Rrs538,Rrs539,Rrs540,Rrs541,Rrs542,Rrs543,Rrs544,Rrs545,Rrs546,Rrs547,Rrs548,Rrs549,Rrs550,Rrs551,Rrs552,Rrs553,Rrs554,Rrs555,Rrs556,Rrs557,Rrs558,Rrs559,Rrs560,Rrs561,Rrs562,Rrs563,Rrs564,Rrs565,Rrs566,Rrs567,Rrs568,Rrs569,Rrs570,Rrs571,Rrs572,Rrs573,Rrs574,Rrs575,Rrs576,Rrs577,Rrs578,Rrs579,Rrs580,Rrs581,Rrs582,Rrs583,Rrs584,Rrs585,Rrs586,Rrs587,Rrs588,Rrs589,Rrs590,Rrs591,Rrs592,Rrs593,Rrs594,Rrs595,Rrs596,Rrs597,Rrs598,Rrs599,Rrs600,Rrs601,Rrs602,Rrs603,Rrs604,Rrs605,Rrs606,Rrs607,Rrs608,Rrs609,Rrs610,Rrs611,Rrs612,Rrs613,Rrs614,Rrs615,Rrs616,Rrs617,Rrs618,Rrs619,Rrs620,Rrs621,Rrs622,Rrs623,Rrs624,Rrs625,Rrs626,Rrs627,Rrs628,Rrs629,Rrs630,Rrs631,Rrs632,Rrs633,Rrs634,Rrs635,Rrs636,Rrs637,Rrs638,Rrs639,Rrs640,Rrs641,Rrs642,Rrs643,Rrs644,Rrs645,Rrs646,Rrs647,Rrs648,Rrs649,Rrs650,Rrs651,Rrs652,Rrs653,Rrs654,Rrs655,Rrs656,Rrs657,Rrs658,Rrs659,Rrs660,Rrs661,Rrs662,Rrs663,Rrs664,Rrs665,Rrs666,Rrs667,Rrs668,Rrs669,Rrs670,Rrs671,Rrs672,Rrs673,Rrs674,Rrs675,Rrs676,Rrs677,Rrs678,Rrs679,Rrs680,Rrs681,Rrs682,Rrs683,Rrs684,Rrs685,Rrs686,Rrs687,Rrs688,Rrs689,Rrs690,Rrs691,Rrs692,Rrs693,Rrs694,Rrs695,Rrs696,Rrs697,Rrs698,Rrs699,Rrs700,Rrs701,Rrs702,Rrs703,Rrs704,Rrs705,Rrs706,Rrs707,Rrs708,Rrs709,Rrs710,Rrs711,Rrs712,Rrs713,Rrs714,Rrs715,Rrs716,Rrs717,Rrs718,Rrs719,Rrs720,Rrs721,Rrs722,Rrs723,Rrs724,Rrs725,Rrs726,Rrs727,Rrs728,Rrs729,Rrs730,Rrs731,Rrs732,Rrs733,Rrs734,Rrs735,Rrs736,Rrs737,Rrs738,Rrs739,Rrs740,Rrs741,Rrs742,Rrs743,Rrs744,Rrs745,Rrs746,Rrs747,Rrs748,Rrs749,Rrs750,Rrs751,Rrs752,Rrs753,Rrs754,Rrs755,Rrs756,Rrs757,Rrs758,Rrs759,Rrs760,Rrs761,Rrs762,Rrs763,Rrs764,Rrs765,Rrs766,Rrs767,Rrs768,Rrs769,Rrs770,Rrs771,Rrs772,Rrs773,Rrs774,Rrs775,Rrs776,Rrs777,Rrs778,Rrs779,Rrs780,Rrs781,Rrs782,Rrs783,Rrs784,Rrs785,Rrs786,Rrs787,Rrs788,Rrs789,Rrs790,Rrs791,Rrs792,Rrs793,Rrs794,Rrs795,Rrs796,Rrs797,Rrs798,Rrs799,Rrs800,Rrs801,Rrs802,Rrs803,Rrs804,Rrs805,Rrs806,Rrs807,Rrs808,Rrs809,Rrs810,Rrs811,Rrs812,Rrs813,Rrs814,Rrs815,Rrs816,Rrs817,Rrs818,Rrs819,Rrs820,Rrs821,Rrs822,Rrs823,Rrs824,Rrs825,Rrs826,Rrs827,Rrs828,Rrs829,Rrs830,Rrs831,Rrs832,Rrs833,Rrs834,Rrs835,Rrs836,Rrs837,Rrs838,Rrs839,Rrs840,Rrs841,Rrs842,Rrs843,Rrs844,Rrs845,Rrs846,Rrs847,Rrs848,Rrs849,Rrs850,Rrs851,Rrs852,Rrs853,Rrs854,Rrs855,Rrs856,Rrs857,Rrs858,Rrs859,Rrs860,Rrs861,Rrs862,Rrs863,Rrs864,Rrs865,Rrs866,Rrs867,Rrs868,Rrs869,Rrs870,Rrs871,Rrs872,Rrs873,Rrs874,Rrs875,Rrs876,Rrs877,Rrs878,Rrs879,Rrs880,Rrs881,Rrs882,Rrs883,Rrs884,Rrs885,Rrs886,Rrs887,Rrs888,Rrs889,Rrs890,Rrs891,Rrs892,Rrs893,Rrs894,Rrs895,Rrs896,Rrs897,Rrs898,Rrs899,Rrs900,Rrs901,Rrs902,Rrs903,Rrs904,Rrs905,Rrs906,Rrs907,Rrs908,Rrs909,Rrs910,Rrs911,Rrs912,Rrs913,Rrs914,Rrs915,Rrs916,Rrs917,Rrs918,Rrs919,Rrs920,Rrs921,Rrs922,Rrs923,Rrs924,Rrs925,Rrs926,Rrs927,Rrs928,Rrs929,Rrs930,Rrs931,Rrs932,Rrs933,Rrs934,Rrs935,Rrs936,Rrs937,Rrs938,Rrs939,Rrs940,Rrs941,Rrs942,Rrs943,Rrs944,Rrs945,Rrs946,Rrs947,Rrs948,Rrs949,Rrs950,Rrs951,Rrs952,Rrs953,Rrs954,Rrs955,Rrs956,Rrs957,Rrs958,Rrs959,Rrs960,Rrs961,Rrs962,Rrs963,Rrs964,Rrs965,Rrs966,Rrs967,Rrs968,Rrs969,Rrs970,Rrs971,Rrs972,Rrs973,Rrs974,Rrs975,Rrs976,Rrs977,Rrs978,Rrs979,Rrs980,Rrs981,Rrs982,Rrs983,Rrs984,Rrs985,Rrs986,Rrs987,Rrs988,Rrs989,Rrs990,Rrs991,Rrs992,Rrs993,Rrs994,Rrs995,Rrs996,Rrs997,Rrs998,Rrs999,Rrs1000
36,0.005230297,0.005242299,0.005266569,0.005288152,0.005316748,0.00535781,0.005392916,0.005424955,0.005431379,0.005449566,0.005504267,0.005542324,0.005567303,0.005589117,0.005612556,0.005647236,0.005687155,0.005732982,0.005768685,0.005803096,0.005857437,0.005903612,0.005937014,0.005989778,0.006050906,0.006118587,0.006183746,0.006243543,0.006307564,0.006374066,0.006415689,0.006461385,0.006523187,0.006576537,0.006623512,0.006683814,0.006744966,0.006803121,0.006859583,0.006914545,0.00697669,0.007039113,0.007096711,0.007159095,0.007226461,0.007287826,0.007348616,0.00741452,0.007479884,0.007544615,0.007610341,0.007676254,0.007741536,0.007807627,0.007874747,0.007935501,0.007995216,0.008062686,0.008128074,0.008190704,0.008254086,0.008317344,0.008376944,0.008439511,0.008506176,0.008571121,0.008635571,0.008700518,0.008764854,0.008828378,0.008899583,0.008972059,0.009034131,0.009098775,0.009166694,0.009240148,0.009314792,0.009386703,0.009455475,0.009520561,0.009595202,0.009671844,0.00974611,0.009823245,0.00990349,0.009984299,0.010064281,0.010139669,0.010216283,0.010294075,0.010375064,0.010456628,0.010538397,0.010620618,0.010703209,0.010785359,0.010869087,0.010957697,0.01104792,0.011139217,0.011236367,0.011332754,0.011426645,0.011518197,0.011608556,0.01170553,0.011803333,0.011902609,0.012001624,0.012100613,0.012200673,0.012301929,0.012404838,0.012511044,0.012618824,0.01273056,0.012842005,0.012953148,0.013062396,0.013170625,0.013276273,0.013387994,0.013504298,0.013614163,0.013724127,0.013835524,0.013946109,0.014056155,0.014160296,0.014266654,0.014376626,0.014485859,0.014593868,0.014693979,0.014799357,0.014910441,0.015012619,0.01511489,0.01522389,0.015328073,0.015428768,0.015533334,0.015636409,0.015735882,0.015835913,0.015936348,0.016039182,0.016139803,0.016237491,0.01633639,0.016437182,0.016545746,0.016650486,0.016752097,0.016854342,0.016957257,0.017061604,0.017168874,0.017276822,0.017370323,0.017467603,0.017570101,0.017671916,0.017772472,0.017868071,0.01796002,0.018049101,0.018136007,0.018223942,0.018314362,0.018398008,0.01847789,0.01854788,0.018620271,0.018695369,0.018762235,0.018825765,0.018882985,0.018937082,0.018989089,0.01902364,0.019056943,0.019088293,0.019114373,0.019136433,0.019146132,0.019155764,0.019165346,0.019176962,0.019180582,0.019168469,0.019154454,0.019138393,0.01911249,0.019081198,0.019044731,0.018987328,0.018912897,0.018804161,0.018689926,0.018573813,0.018463675,0.018375212,0.018310229,0.018270719,0.018243214,0.018237647,0.018233348,0.018230853,0.018244412,0.01825508,0.018262486,0.018263784,0.018263134,0.018259818,0.018260855,0.018264052,0.018268543,0.018269598,0.018266932,0.018276244,0.01828543,0.018290681,0.018296401,0.018302288,0.018307863,0.018314757,0.018322918,0.018333141,0.01834298,0.018351671,0.018355877,0.018360031,0.018372822,0.018385219,0.018397308,0.018417566,0.018433041,0.0184403,0.018456541,0.018471666,0.018474146,0.018486022,0.018502641,0.018494876,0.01848568,0.018474805,0.018467179,0.018456829,0.018438621,0.01841069,0.018375588,0.018319075,0.018249233,0.018168486,0.018070156,0.017946022,0.017782378,0.017614918,0.017450037,0.017296787,0.017148145,0.017002915,0.016869637,0.016737497,0.016606449,0.016486463,0.016372067,0.016266125,0.016167825,0.01607726,0.016008159,0.015946874,0.015891796,0.01586077,0.015830347,0.015800528,0.015792674,0.015793394,0.015806416,0.015828721,0.015858234,0.015903622,0.015960538,0.016026575,0.016121266,0.016223302,0.016331853,0.016449033,0.016552204,0.016633961,0.016701118,0.016756397,0.016788284,0.016793905,0.016783844,0.016742804,0.016682139,0.016606826,0.016498805,0.016376579,0.016238964,0.01607314,0.015897888,0.015710235,0.015505315,0.01529317,0.015072294,0.014839576,0.014597653,0.014331876,0.014057315,0.013775799,0.013475076,0.013166267,0.012848697,0.012527577,0.012205685,0.011883003,0.01154661,0.011205857,0.010861452,0.010533768,0.010213051,0.009894594,0.00957337,0.009250457,0.008927638,0.008585181,0.008225307,0.007850842,0.0074897,0.007145896,0.006850261,0.006592189,0.006392821,0.006218963,0.006058145,0.005916295,0.005800919,0.005701389,0.005626432,0.005560337,0.005501409,0.00546233,0.005424754,0.0053884,0.005351345,0.005316513,0.005284188,0.005259706,0.005232985,0.005201837,0.005179419,0.005156133,0.005127488,0.005108245,0.005096321,0.005099173,0.005141287,0.005190666,0.005197211,0.005185027,0.005159669,0.005114738,0.005062704,0.005006263,0.004980618,0.004955622,0.004931273,0.00492936,0.004926614,0.004921923,0.00492957,0.004938656,0.004947859,0.004957722,0.004968404,0.00498063,0.004995681,0.005012029,0.005029879,0.005050006,0.005072265,0.005099844,0.005127657,0.005155721,0.005184614,0.005220055,0.005258906,0.005289914,0.005321856,0.005354442,0.005384165,0.005420266,0.005462495,0.005497532,0.005534556,0.005574084,0.005607574,0.005640589,0.005673575,0.005707556,0.005735961,0.005754211,0.005768715,0.005781425,0.005791835,0.005801633,0.005804685,0.005789937,0.005786307,0.005781593,0.00576084,0.005739126,0.005716393,0.005690993,0.005650969,0.005601257,0.005537465,0.005470103,0.005399747,0.00532215,0.005219625,0.005100283,0.004987674,0.004857096,0.004712207,0.004580031,0.004440528,0.004293984,0.004179043,0.004066373,0.003955817,0.003863564,0.003780799,0.00370914,0.003644793,0.003588958,0.003544459,0.0034932,0.003453542,0.003434176,0.003388648,0.003349015,0.003329092,0.003295859,0.00326696,0.003253775,0.003225499,0.00319535,0.003170089,0.003150561,0.003130642,0.003104411,0.003067719,0.00303295,0.003016923,0.002992348,0.002965171,0.002941552,0.00292883,0.002915933,0.002878285,0.002860126,0.00285212,0.002844746,0.002817378,0.002781287,0.002767351,0.00273938,0.002705602,0.002700327,0.002685543,0.00266451,0.002648252,0.002630721,0.00261166,0.002582518,0.002565662,0.002558638,0.002531138,0.002506266,0.002483919,0.00247127,0.002461829,0.002455596,0.002419967,0.002400883,0.002400045,0.002375545,0.002360628,0.002357819,0.002346417,0.002335526,0.002325858,0.002328654,0.002331293,0.002332421,0.002345901,0.002345555,0.002323552,0.002294748,0.0022728,0.00226276,0.002267962,0.00226251,0.002235378,0.002222899,0.002220014,0.002230294,0.002196262,0.002177458,0.002201456,0.002160944,0.002136464,0.002166959,0.002138067,0.002103603,0.002083145,0.002041523,0.00200682,0.001996694,0.001988297,0.001977157,0.00195901,0.001930925,0.001909917,0.001911223,0.001876316,0.001863662,0.001927653,0.001959832,0.00199373,0.002052541,0.002058263,0.002046517,0.002026553,0.001910058,0.001821502,0.001864174,0.00184862,0.001829097,0.001837755,0.001809319,0.001776907,0.001758901,0.001747866,0.001753057,0.001793436,0.001738567,0.001691976,0.001720265,0.001690183,0.00164686,0.001606547,0.001640158,0.001650218,0.001573385,0.001548457,0.001537973,0.001535228,0.00153503,0.001540511,0.001555642,0.001522369,0.001505943,0.001531619,0.00146006,0.001410256,0.001415215,0.001413255,0.001444666,0.001523225,0.001502553,0.001482184,0.001471313,0.001463262,0.001494504,0.001568188,0.00154134,0.001526716,0.001525004,0.001560991,0.001573615,0.001574939,0.001666123,0.001627137,0.001519248,0.001542459,0.00156909,0.001607506,0.001694472,0.001703854,0.001693466,0.001728214,0.001687646,0.001668253,0.001758934,0.001814152,0.001832505
36,0.004941419,0.00493803,0.004941789,0.004969903,0.004997215,0.005023104,0.005057573,0.005096463,0.005122578,0.005148475,0.005175266,0.005208227,0.005246037,0.005271494,0.005296953,0.005332979,0.005364186,0.005389958,0.005425524,0.005464529,0.005509441,0.005555665,0.005603938,0.005658024,0.005714443,0.005755155,0.005804151,0.005870753,0.005931283,0.005988246,0.006045597,0.006100975,0.006150667,0.006200801,0.006251268,0.006301616,0.006352945,0.006408021,0.006462719,0.006517081,0.006575796,0.006634243,0.006687628,0.006745104,0.006806838,0.006866884,0.006926592,0.006986654,0.007046072,0.007104732,0.00716242,0.007220518,0.007284032,0.007348125,0.007412953,0.007474859,0.007535873,0.007596721,0.007656583,0.007715141,0.007776302,0.007837869,0.007895235,0.007952907,0.008011002,0.008076102,0.008143236,0.008208578,0.008271727,0.008331967,0.008395016,0.008459027,0.008523727,0.008587036,0.008648575,0.008712139,0.008776605,0.008843501,0.008911729,0.00898152,0.009050938,0.009120546,0.009191898,0.009264684,0.009339024,0.00941843,0.009500151,0.00958811,0.009667567,0.009738856,0.009812089,0.009888237,0.009974162,0.010057412,0.010138474,0.010216766,0.010297981,0.010388886,0.010477109,0.010563543,0.010661672,0.010759632,0.010855761,0.010948271,0.011038873,0.011133477,0.011226937,0.011318365,0.01141688,0.011517845,0.011612878,0.011707154,0.011800384,0.011901467,0.012006168,0.012119481,0.012231637,0.012342589,0.012464803,0.012584384,0.012686579,0.012789135,0.012891963,0.013001231,0.013110194,0.013217226,0.013329377,0.013444133,0.013557302,0.013666926,0.013770767,0.013871401,0.01397237,0.014084709,0.014194989,0.01430304,0.014402664,0.014502571,0.014609579,0.014714799,0.014818724,0.014925708,0.015032029,0.015136594,0.015236819,0.015334981,0.015431396,0.015530101,0.015631842,0.015729819,0.015827362,0.015927382,0.016030933,0.016137371,0.016240508,0.016342025,0.016440436,0.016539896,0.016640273,0.016748229,0.016852092,0.016950302,0.017045641,0.017140689,0.017237684,0.017330796,0.017420857,0.017505908,0.017587363,0.017661853,0.017740589,0.017820938,0.017898927,0.017967926,0.018026785,0.018087316,0.018146056,0.01819781,0.018245206,0.018289878,0.018329249,0.018364551,0.018393487,0.018408789,0.018420084,0.018430594,0.01843681,0.018439651,0.018424358,0.018415441,0.018420751,0.0184053,0.018380689,0.018345218,0.018304586,0.018258996,0.018192344,0.018111785,0.018004238,0.017890201,0.017773498,0.017659328,0.017564069,0.017489299,0.017447294,0.01741671,0.017404005,0.017400717,0.01740244,0.017411856,0.017422631,0.01743494,0.017438388,0.017442944,0.017453752,0.017459006,0.017461799,0.017466329,0.017473933,0.017484867,0.017487914,0.017488628,0.017486019,0.017489118,0.017495082,0.017504826,0.017509862,0.017510376,0.017516655,0.017524125,0.017532991,0.017544604,0.017557182,0.017569754,0.017580548,0.017589945,0.017600349,0.017612544,0.017627607,0.017633184,0.017636566,0.017640614,0.017646137,0.017652017,0.01764476,0.01763844,0.017633221,0.017619717,0.017601903,0.017576568,0.017548689,0.017516495,0.017462383,0.01739561,0.017318477,0.017201966,0.017084569,0.016967692,0.016827709,0.016683018,0.016540712,0.016406179,0.016275496,0.016143031,0.016020521,0.015907576,0.015800973,0.015696117,0.015593519,0.015507807,0.015429171,0.015360268,0.015304583,0.015256796,0.015215135,0.015183362,0.015161478,0.015148543,0.015142801,0.015148652,0.015170805,0.015199757,0.015236957,0.015292385,0.015358623,0.015437639,0.015514883,0.015590555,0.015714525,0.015824676,0.015911859,0.015983501,0.016038654,0.01605902,0.016048877,0.016022208,0.015969118,0.01589489,0.015805062,0.015685794,0.015558879,0.015423682,0.015258112,0.015083978,0.014899317,0.014699238,0.014488129,0.014255489,0.01401805,0.013775594,0.013515561,0.013247037,0.012971727,0.012675836,0.012376448,0.012073271,0.011752287,0.01143316,0.011119833,0.01080687,0.010491939,0.010171468,0.009851099,0.009533953,0.009232348,0.008931202,0.008629375,0.008316476,0.007993279,0.007660952,0.007320214,0.006988522,0.006668559,0.006389024,0.006140639,0.005940826,0.005779643,0.005633456,0.005502465,0.005396603,0.005305813,0.005238503,0.005180729,0.005129671,0.005089892,0.005053344,0.005019478,0.004989441,0.004960389,0.00493245,0.0049106,0.004887775,0.004862707,0.004838363,0.004814663,0.004792113,0.004770722,0.004749897,0.00472983,0.004733238,0.004748957,0.004777971,0.004787954,0.004785531,0.004772029,0.004751201,0.004724994,0.00470353,0.004682401,0.004661606,0.004654628,0.00464795,0.004641109,0.004643524,0.004647971,0.004654125,0.004662511,0.004672566,0.004685392,0.004699304,0.004715026,0.00473526,0.004757585,0.004781364,0.004807877,0.004832615,0.004857053,0.004885008,0.00491069,0.00493598,0.004972022,0.005007327,0.00504207,0.005077381,0.00511676,0.005160047,0.005190107,0.00521968,0.005248996,0.005283803,0.005317666,0.005349576,0.005374183,0.005396342,0.005415918,0.005434765,0.005450344,0.005459276,0.005469607,0.005475159,0.005466781,0.005457433,0.005446142,0.005429425,0.005408144,0.005382332,0.005345144,0.005307354,0.005267652,0.005218805,0.005159715,0.005092914,0.005012393,0.004925673,0.004832839,0.004715988,0.004596533,0.004474662,0.004343541,0.004210991,0.004077068,0.003959754,0.003854494,0.003762112,0.003679316,0.003603062,0.003534627,0.003479926,0.003429215,0.003382525,0.003346444,0.003309394,0.003268622,0.003244861,0.003222974,0.00319935,0.003167306,0.003138567,0.003121018,0.003098368,0.003074338,0.003050043,0.003025746,0.003006654,0.003003185,0.002979601,0.002951183,0.002930243,0.002916596,0.002900755,0.002864218,0.002840759,0.002824185,0.002812545,0.002801314,0.00278871,0.002767136,0.002751339,0.002737745,0.002715433,0.002694948,0.002676179,0.002662333,0.002648641,0.00263446,0.002612359,0.002598306,0.002590104,0.002572944,0.002552403,0.002529406,0.002520105,0.002505547,0.002486222,0.002475531,0.002459221,0.002437291,0.002433625,0.00242233,0.00240257,0.002400261,0.002391407,0.002374237,0.002367316,0.002355687,0.002337378,0.002344109,0.00234549,0.00233688,0.00232399,0.002317146,0.00231961,0.002320655,0.002315298,0.002300175,0.002287805,0.002279748,0.002278395,0.002274493,0.002266333,0.002251284,0.002229787,0.002207177,0.002184611,0.002184735,0.002182667,0.002167958,0.002157786,0.002146708,0.002131726,0.002116191,0.002095387,0.002063643,0.002039033,0.002023036,0.002022485,0.001997237,0.001974637,0.001972621,0.001946311,0.001922816,0.001921081,0.001935597,0.001949088,0.001949488,0.001967792,0.001986094,0.001992736,0.001958489,0.001918357,0.001890428,0.001876264,0.001867533,0.001863146,0.001852501,0.001848841,0.001866355,0.001815799,0.001766384,0.00176406,0.00175214,0.001739908,0.001732545,0.001711151,0.00169233,0.001687044,0.0016978,0.001696093,0.001659903,0.001658792,0.00165662,0.001637709,0.001663494,0.001671869,0.0016321,0.001626213,0.001623485,0.001616745,0.0015964,0.001594109,0.001622958,0.001614183,0.001613033,0.001628185,0.001644596,0.001646972,0.001632078,0.001613098,0.001608037,0.001618241,0.001624588,0.00164191,0.001669987,0.001704915,0.001729284,0.001741033,0.001707005,0.001715101,0.001745043,0.001729244,0.001745014,0.001774357,0.001786969,0.001805837,0.001825595,0.001839359,0.001847623,0.001869241,0.001927808,0.001904643,0.001905703
