Wavelength,WMS_47,WMS_48,WMS_49,WMS_50,WMS_51,WMS_52,WMS_53,WMS_54,WMS_55,WMS_56,WMS_59,WMS_60,WMS_61,WMS_62,WMS_64,WMS_65,WMS_66,WMS_67,WMS_68,WMS_69,WMS_70,WMS_71
478,0.001790617,0.002008543,0.002233095,0.002233095,0.003535874,0.003320196,0.003422578,0.003538319,0.002797537,0.003159601,0.003236907,0.003550682,0.006803715,0.003829364,0.010083236,0.005659978,0.005639031,0.004196888,0.005644982,0.009779901,0.009473881,0.009529099
479,0.001811099,0.002020757,0.002242437,0.002242437,0.003556625,0.003348526,0.003444423,0.003550488,0.002808016,0.003168024,0.003245618,0.003565797,0.006812655,0.003843029,0.010104409,0.005672145,0.005662364,0.004211998,0.005661526,0.009811058,0.009502169,0.00955472
480,0.001865319,0.002053223,0.002263072,0.002263072,0.0036095,0.003415388,0.003496796,0.003575336,0.002835062,0.003188593,0.00327451,0.003601085,0.006836976,0.003883135,0.010159117,0.005712952,0.005716119,0.004249032,0.005706168,0.009887205,0.009570519,0.00963079
481,0.001925731,0.002089264,0.002280587,0.002280587,0.003662155,0.003479883,0.003551582,0.003597377,0.002865242,0.003212606,0.003302221,0.003634564,0.006864432,0.003927491,0.010212663,0.005755144,0.005765202,0.004285619,0.005747434,0.009955834,0.00964351,0.009703794
482,0.001952405,0.002105051,0.002286809,0.002286809,0.003682686,0.003505847,0.00357584,0.003606739,0.002878855,0.003224473,0.003309751,0.00364787,0.006876507,0.003945407,0.010232675,0.005768697,0.005783863,0.004300282,0.005760601,0.009979473,0.009676439,0.009726349
483,0.002004834,0.002136813,0.002303111,0.002303111,0.003724933,0.003561501,0.003621904,0.003624853,0.002905522,0.003245124,0.003326949,0.003675952,0.006894121,0.003977653,0.01026212,0.005796452,0.005821812,0.004329649,0.005789657,0.010011189,0.009737209,0.009762597
484,0.002030589,0.002152788,0.002313192,0.002313192,0.003746649,0.00359119,0.00364371,0.003633605,0.002918576,0.003253908,0.003336616,0.003690729,0.006899659,0.003991983,0.010271552,0.005810655,0.0058411,0.004344352,0.005805546,0.010019266,0.009765049,0.009776291
485,0.002098291,0.002199002,0.00234627,0.00234627,0.003801594,0.003662738,0.00370664,0.003657269,0.002949049,0.00327772,0.003356798,0.003725331,0.006910752,0.004027688,0.010280176,0.005839801,0.005892303,0.004380048,0.005834386,0.010036018,0.009831402,0.00980148
486,0.002165681,0.002245905,0.002379762,0.002379762,0.003855994,0.003731571,0.003768308,0.003677986,0.002981397,0.003303081,0.003371058,0.003756664,0.006915566,0.004060453,0.010292658,0.005865441,0.005939988,0.004410711,0.005859701,0.0100554,0.00989718,0.009822985
487,0.002191123,0.002262568,0.002390258,0.002390258,0.003877166,0.003758545,0.003788852,0.00368379,0.002996327,0.003313414,0.003374803,0.003768171,0.006914826,0.004071843,0.010305949,0.005876137,0.005955759,0.004420381,0.005872066,0.010066106,0.009924446,0.009832992
488,0.002237158,0.002293127,0.002407655,0.002407655,0.003915704,0.00381535,0.003830546,0.003698499,0.003022124,0.003334836,0.003388091,0.003787123,0.006908908,0.004092374,0.010322989,0.00589737,0.005987613,0.004443653,0.005894641,0.010093258,0.009975623,0.009857473
489,0.002257751,0.002307021,0.002414556,0.002414556,0.003933071,0.00384518,0.003851697,0.003707402,0.003032991,0.003345925,0.003397634,0.003794569,0.006903731,0.004101515,0.010326738,0.005907906,0.006003697,0.004457254,0.005904851,0.010109703,0.009999533,0.009871945
490,0.00231776,0.002348704,0.002437869,0.002437869,0.003981615,0.003911071,0.003909333,0.003732732,0.003065673,0.003370672,0.003416921,0.003825668,0.006903939,0.004128171,0.010343612,0.005935543,0.006049954,0.004493555,0.005930175,0.010140243,0.010068687,0.009904388
491,0.002381939,0.002398442,0.002466011,0.002466011,0.004034481,0.00398027,0.003970685,0.003760117,0.003105364,0.003396675,0.003437215,0.003859685,0.006902805,0.004160202,0.010359296,0.005968508,0.006103698,0.004527962,0.005964158,0.01016806,0.010135057,0.009924359
492,0.002406702,0.002420393,0.002477739,0.002477739,0.004056169,0.004013408,0.003995551,0.003771075,0.003123241,0.00340902,0.003447765,0.00387005,0.006896285,0.004174716,0.010361856,0.005984373,0.006127267,0.004539668,0.005983027,0.010181784,0.010156181,0.009926359
493,0.002456383,0.002460585,0.00250069,0.00250069,0.004098675,0.004078626,0.004044975,0.003796109,0.00315743,0.003434551,0.003466675,0.003895814,0.006891086,0.004202935,0.010377249,0.006018087,0.006173908,0.004569919,0.00601806,0.010214171,0.010206652,0.009951728
494,0.002481301,0.002478827,0.002511911,0.002511911,0.004119492,0.004110706,0.004069534,0.003810184,0.003173742,0.003447737,0.003475035,0.003911212,0.006892407,0.004216639,0.010390083,0.006035936,0.00619698,0.004588463,0.006034223,0.010232835,0.010235997,0.009975096
495,0.002546622,0.002529289,0.002540993,0.002540993,0.004175156,0.004192569,0.0041342,0.003848984,0.003219427,0.00348444,0.003502533,0.003950188,0.006892397,0.004251904,0.010425396,0.006087629,0.006259985,0.00464148,0.006081912,0.010291296,0.010313412,0.010012095
496,0.002613369,0.002580826,0.002572234,0.002572234,0.004235323,0.004279524,0.004202101,0.00388819,0.003268239,0.003523978,0.003536598,0.00399383,0.006895384,0.004292949,0.010466612,0.006147292,0.006334583,0.004698388,0.006140073,0.01035337,0.010395656,0.010051632
497,0.002639713,0.002600143,0.002585615,0.002585615,0.004260645,0.004316694,0.004229895,0.003902672,0.003287677,0.003539999,0.003551526,0.004013895,0.006899702,0.004312434,0.010485348,0.006173111,0.006369248,0.004720823,0.006166709,0.010375648,0.01042983,0.010077538
498,0.002699754,0.00264578,0.002612542,0.002612542,0.00431007,0.004393046,0.004288214,0.003940669,0.003330141,0.003574702,0.003580605,0.004056144,0.006910561,0.004355768,0.010517439,0.006228131,0.006437984,0.00476916,0.006219364,0.010424175,0.010499081,0.010122652
499,0.002733451,0.002672101,0.002626087,0.002626087,0.004334175,0.004432227,0.004318739,0.003964185,0.003353166,0.003593385,0.003594758,0.004078329,0.006917101,0.004379617,0.010530794,0.006257332,0.006472055,0.004795062,0.006245382,0.010450424,0.010534158,0.010141861
500,0.002819076,0.002733408,0.002659848,0.002659848,0.004395829,0.004532141,0.004397751,0.004010393,0.00341288,0.003638641,0.003632893,0.004136618,0.006919821,0.004437393,0.010567505,0.006336404,0.006561797,0.004867165,0.00631063,0.010496874,0.010622225,0.01018599
501,0.002903945,0.002791893,0.002694279,0.002694279,0.004461541,0.004634314,0.004474359,0.004056749,0.0034736,0.00368493,0.003673722,0.004196203,0.0069208,0.004493012,0.010604135,0.006419497,0.006659639,0.00493915,0.006380433,0.010541605,0.01071379,0.010229278
502,0.002936887,0.002815393,0.002708495,0.002708495,0.004489703,0.004675755,0.004502481,0.004080413,0.003497631,0.003704646,0.003690568,0.004219683,0.0069256,0.004514705,0.010617408,0.006452719,0.006701812,0.004964934,0.006411006,0.010566136,0.010752364,0.010247647
503,0.003010045,0.002870041,0.002740538,0.002740538,0.004555173,0.004776713,0.004575564,0.004135457,0.003561657,0.00375538,0.003735279,0.004280904,0.006946965,0.004584398,0.010689818,0.006548794,0.006807191,0.005042081,0.006496112,0.010655929,0.010861363,0.010326591
504,0.00308226,0.002920106,0.002770652,0.002770652,0.004616865,0.004871368,0.00464893,0.00419177,0.003627065,0.003804927,0.003782559,0.004348385,0.006984359,0.004662153,0.010786549,0.006654445,0.006914119,0.005129765,0.006591654,0.010765748,0.010977466,0.010432758
505,0.003114259,0.002939024,0.002782938,0.002782938,0.004641249,0.004906505,0.004677335,0.004216702,0.003652477,0.003823457,0.003801974,0.004378125,0.007005187,0.004691909,0.010824145,0.006697242,0.006957839,0.005166086,0.006632663,0.010810304,0.011023145,0.010478348
506,0.003171949,0.002981638,0.00280712,0.00280712,0.004690414,0.004977585,0.004733297,0.004267197,0.003707161,0.003865361,0.003842725,0.004438641,0.007045187,0.00475433,0.010900505,0.006785263,0.007051025,0.005239113,0.006711249,0.010904506,0.011113784,0.010561276
507,0.003197639,0.003005335,0.002819017,0.002819017,0.004715195,0.005013527,0.004760854,0.00429276,0.003736433,0.003888737,0.003864061,0.004469417,0.007064359,0.004786997,0.010939269,0.006830486,0.007100492,0.005275819,0.006748826,0.010954152,0.011158744,0.010598614
508,0.003261115,0.003058292,0.002848942,0.002848942,0.004775768,0.005099229,0.004830378,0.004352329,0.003810023,0.003943448,0.003913643,0.004545598,0.007120918,0.004873339,0.011035884,0.006940588,0.007224925,0.005370879,0.00685117,0.011077108,0.011279172,0.010713338
509,0.003327268,0.003108948,0.00287779,0.00287779,0.004834975,0.005185458,0.004900345,0.004413837,0.003880713,0.003997133,0.003965332,0.004619118,0.007180136,0.004962894,0.011133721,0.007054568,0.007348688,0.005468098,0.006953686,0.011202794,0.011406867,0.010837315
510,0.003355635,0.003130344,0.002888609,0.002888609,0.004858391,0.005221927,0.004928345,0.004441339,0.003907086,0.004019482,0.003988776,0.004647233,0.007201966,0.004998772,0.011173707,0.00710367,0.007397483,0.005506962,0.006991434,0.011255171,0.011459095,0.010883906
511,0.003411342,0.003177669,0.002911537,0.002911537,0.004908634,0.005293412,0.004987276,0.004494392,0.003964306,0.004064619,0.004032222,0.004711923,0.007244617,0.005067116,0.011258396,0.007200551,0.007498664,0.005586586,0.007074599,0.011351935,0.011561271,0.010976145
512,0.003438682,0.003203597,0.002923646,0.002923646,0.004935462,0.005328428,0.005018207,0.004519943,0.003995153,0.004087408,0.004052225,0.004748499,0.007265437,0.005099581,0.011303099,0.007248331,0.007551049,0.005627344,0.007120016,0.011396321,0.011611221,0.011021794
513,0.003511395,0.003267411,0.002957463,0.002957463,0.005003608,0.005427357,0.005099239,0.004586628,0.00407275,0.004145212,0.004109545,0.004837246,0.007324833,0.00519275,0.011409348,0.007370422,0.007681314,0.005731379,0.007226636,0.011520003,0.01174022,0.011136254
514,0.003591923,0.003334362,0.002993273,0.002993273,0.005077559,0.005533502,0.005184869,0.004657989,0.004149965,0.004207054,0.004167988,0.004927064,0.007392129,0.005295735,0.011512764,0.0074933,0.007814198,0.005841396,0.007336262,0.011642616,0.011870749,0.011249461
515,0.003627078,0.003363426,0.003007373,0.003007373,0.005110191,0.005575734,0.005220398,0.004688216,0.004180431,0.004233881,0.004189112,0.004964711,0.00742085,0.005338017,0.011554633,0.007541865,0.007869203,0.005888136,0.007384685,0.011685934,0.011922227,0.011293857
516,0.003697677,0.003422017,0.003041263,0.003041263,0.005177871,0.005665141,0.005297348,0.00474557,0.004246421,0.004286214,0.00423444,0.005040291,0.007464225,0.005419444,0.011626257,0.007634427,0.007976032,0.005983277,0.007479199,0.011765032,0.01202694,0.01136573
517,0.003733121,0.003451544,0.003061052,0.003061052,0.005212921,0.005712316,0.005338769,0.004772698,0.004281945,0.004311721,0.004258643,0.005078224,0.007478879,0.005458588,0.011656011,0.007678424,0.008027855,0.006031677,0.007525291,0.011800813,0.012080175,0.011393208
518,0.003818799,0.00352377,0.003101706,0.003101706,0.005292347,0.005825731,0.005432806,0.004838034,0.004361493,0.004375879,0.004318379,0.005170826,0.007529663,0.005561326,0.011740855,0.00779591,0.008156846,0.006140063,0.007632075,0.01190072,0.012218709,0.01148386
519,0.003898808,0.003591124,0.00313708,0.00313708,0.005366525,0.005934584,0.005518526,0.004905932,0.004437999,0.004440783,0.004376083,0.005260159,0.007588133,0.005659662,0.011837103,0.007913435,0.008286132,0.006245768,0.007738779,0.012008959,0.012354931,0.011592187
520,0.003928584,0.00361578,0.003151589,0.003151589,0.005396325,0.005977197,0.00555163,0.004935623,0.004470482,0.004467034,0.004398254,0.005294823,0.007610473,0.005694404,0.011878262,0.007957471,0.008338249,0.006291488,0.00778479,0.012053071,0.012405855,0.011637339
521,0.003994119,0.003670406,0.003180119,0.003180119,0.005457525,0.006063104,0.00562079,0.004990339,0.004529838,0.004517881,0.004440612,0.005366434,0.007658461,0.005770172,0.011959489,0.008045463,0.008441746,0.006381264,0.007869822,0.012139667,0.012507901,0.011724291
522,0.004029878,0.003700376,0.003194139,0.003194139,0.005488924,0.006106398,0.005656845,0.005015365,0.004556713,0.004542476,0.004460798,0.005403382,0.007684109,0.005811198,0.011999558,0.00808942,0.008493127,0.00642532,0.007908843,0.012182152,0.012559024,0.01176609
523,0.004116431,0.003773001,0.003231921,0.003231921,0.005566602,0.006217798,0.005747246,0.005079747,0.004631152,0.004605571,0.004516054,0.005495606,0.007741434,0.005909757,0.012102312,0.008197056,0.00862159,0.006534382,0.008013823,0.012291666,0.012695186,0.011872232
524,0.004202952,0.003845797,0.003270312,0.003270312,0.005645428,0.00632803,0.005837696,0.005146536,0.004708879,0.004668831,0.0045714,0.005586076,0.007800036,0.006003629,0.012198833,0.008303222,0.008747658,0.006638352,0.00812092,0.012398785,0.01282687,0.011967941
525,0.004238679,0.003875938,0.003284942,0.003284942,0.005677975,0.006370157,0.0058738,0.005173969,0.004739041,0.004693591,0.004591675,0.005621269,0.007826961,0.006039969,0.012232668,0.00834571,0.008796645,0.006677318,0.008162057,0.012438874,0.012873515,0.011999308
526,0.004327164,0.003954591,0.003331136,0.003331136,0.005760899,0.006481846,0.005971132,0.005233232,0.004812752,0.004755339,0.004641371,0.00571507,0.007876342,0.006128924,0.012309915,0.008439807,0.008918201,0.006775694,0.00826175,0.012537048,0.013002651,0.012090402
527,0.00441556,0.004030743,0.003376887,0.003376887,0.005842282,0.006593964,0.006066306,0.005286617,0.004886799,0.004819683,0.004695734,0.005806989,0.007922947,0.006220195,0.012391704,0.00852451,0.00904067,0.006872317,0.008356669,0.012640387,0.013136357,0.012192767
528,0.004451197,0.004058382,0.003391073,0.003391073,0.005873288,0.00663652,0.006100251,0.00530817,0.004917296,0.004847038,0.004720676,0.0058403,0.007947096,0.006258851,0.01243008,0.008557605,0.009090571,0.006909529,0.008393032,0.012685642,0.013187572,0.012235405
529,0.004520667,0.004113848,0.003418549,0.003418549,0.005933983,0.006722204,0.006165605,0.005356087,0.00497328,0.004894945,0.004765129,0.005908886,0.007995602,0.006333654,0.012507947,0.008630803,0.009186744,0.006990958,0.008473977,0.012777039,0.013292381,0.01232131
530,0.004554499,0.004141675,0.003431837,0.003431837,0.005963673,0.006765332,0.006197014,0.005382449,0.004998767,0.004915497,0.00478464,0.005944162,0.00801996,0.006369802,0.012547437,0.008670907,0.009233016,0.007035175,0.008518558,0.012823182,0.013345976,0.012364576
531,0.004638506,0.004216444,0.003469425,0.003469425,0.006040639,0.006870106,0.006286912,0.005441993,0.005064138,0.004972495,0.004837659,0.006034366,0.008080333,0.006459861,0.012644976,0.008767339,0.009347411,0.007132481,0.008620825,0.012929527,0.013466456,0.012461296
532,0.00472405,0.004292078,0.003508467,0.003508467,0.006117827,0.006973049,0.006376974,0.005496665,0.005131071,0.005032819,0.004894807,0.006123247,0.008141164,0.006548993,0.012740028,0.008859699,0.009462608,0.00722347,0.008716682,0.01303825,0.013590173,0.01256314
533,0.004759418,0.004320771,0.00352321,0.00352321,0.006147739,0.007014346,0.006408547,0.005518156,0.005158119,0.005056697,0.004918445,0.006157198,0.00816598,0.006584214,0.012777033,0.00889573,0.00950968,0.007261369,0.008754855,0.013086772,0.013647006,0.012611531
534,0.004829058,0.004377218,0.003552779,0.003552779,0.006206582,0.007095618,0.006474977,0.005561392,0.005210066,0.005103825,0.004964332,0.006228222,0.008221109,0.006655194,0.01285262,0.008973944,0.009604114,0.0073389,0.008835506,0.013185021,0.013757404,0.012709177
535,0.00486333,0.004404972,0.003567604,0.003567604,0.006235512,0.007135592,0.006509834,0.005583137,0.005234965,0.005127075,0.004986579,0.006265294,0.008251422,0.006690952,0.012891202,0.009016127,0.009651474,0.007378531,0.008877984,0.013234748,0.013810969,0.012758432
536,0.004951822,0.004480149,0.003604212,0.003604212,0.006306622,0.007238068,0.006592891,0.005629089,0.005301524,0.005179983,0.005045194,0.00635447,0.00832017,0.006780168,0.012984138,0.0091144,0.009773469,0.007474442,0.008976948,0.013350156,0.0139364,0.01288183
537,0.005044624,0.004560088,0.003640528,0.003640528,0.006378158,0.007340704,0.006675514,0.005677932,0.005367644,0.005234104,0.005103842,0.006445364,0.008382045,0.006871428,0.013073669,0.009208622,0.0098938,0.007568907,0.009069471,0.013459633,0.014053901,0.012995102
538,0.005083205,0.004592603,0.003655061,0.003655061,0.006407516,0.007380839,0.006709936,0.005702569,0.005392103,0.005258567,0.005126124,0.006484154,0.008405485,0.00690923,0.013108846,0.009246754,0.009939497,0.007607095,0.009105508,0.013503428,0.014099538,0.013034231
539,0.005163301,0.004657186,0.003684676,0.003684676,0.006466723,0.007464131,0.006778883,0.005743083,0.005441162,0.005302676,0.005172401,0.006554917,0.008450792,0.006980467,0.013173225,0.009319598,0.01003138,0.007679508,0.009183469,0.013579607,0.014191627,0.013112026
540,0.005204815,0.004689254,0.003699758,0.003699758,0.006496572,0.007507289,0.006813408,0.005758959,0.00546576,0.005322321,0.005196396,0.00658689,0.008472659,0.0070139,0.013202426,0.00935431,0.010077565,0.007713734,0.009225393,0.01361199,0.014238079,0.013150693
541,0.005301613,0.004770531,0.00373772,0.00373772,0.006572147,0.007614927,0.006899671,0.005805537,0.005531913,0.005378896,0.005257327,0.00667152,0.008527739,0.007098661,0.013293179,0.009443751,0.010192858,0.007802856,0.009322197,0.013720804,0.014363829,0.01325965
542,0.005394185,0.004850811,0.003775577,0.003775577,0.006646529,0.007721525,0.006984826,0.005856495,0.005600472,0.005434764,0.005321587,0.006762521,0.008584191,0.007183123,0.013387051,0.009538752,0.010308265,0.007892854,0.00941378,0.013844434,0.014491949,0.013375553
543,0.005431474,0.004881881,0.003790554,0.003790554,0.006675186,0.007763642,0.007018244,0.005876753,0.005627477,0.005453702,0.005348911,0.006800866,0.008607428,0.007216259,0.013419372,0.009579025,0.010354564,0.007927956,0.009450483,0.013891632,0.014540771,0.013421166
544,0.005522901,0.004960703,0.003827555,0.003827555,0.006748113,0.007870041,0.00710074,0.005922572,0.005691829,0.005502927,0.005416005,0.006892783,0.008660435,0.007298866,0.013504608,0.009669322,0.010472179,0.00801368,0.009544236,0.014003035,0.014663442,0.013537606
545,0.005611053,0.005041025,0.003864885,0.003864885,0.006821453,0.00797661,0.007185468,0.005965494,0.005752484,0.005554354,0.005481953,0.006980464,0.008714543,0.007380507,0.013593329,0.009755842,0.010589744,0.008098959,0.009640241,0.014112517,0.014783003,0.013649831
546,0.005645067,0.005073595,0.003880192,0.003880192,0.006850522,0.008018898,0.007221117,0.005982854,0.005775791,0.005575495,0.005508132,0.007014572,0.008738882,0.007412676,0.013629136,0.009792337,0.010635993,0.008133618,0.009679194,0.014157794,0.014828715,0.013691229
547,0.005715512,0.005140461,0.003910784,0.003910784,0.006909215,0.008101548,0.007289999,0.006016118,0.005825578,0.005615693,0.005562765,0.007081812,0.008779392,0.007476262,0.013698838,0.009861682,0.010729839,0.008203943,0.009755377,0.014249254,0.014919387,0.013774381
548,0.005751943,0.005174757,0.00392607,0.00392607,0.006938837,0.008141911,0.007323233,0.006032021,0.005852058,0.005634752,0.005591221,0.007114943,0.008795563,0.00750768,0.013732734,0.009894531,0.010777435,0.008239609,0.009792606,0.014295437,0.014964347,0.013816136
549,0.005839379,0.005259671,0.003965744,0.003965744,0.007017514,0.008249353,0.007408043,0.00607676,0.005918192,0.005685655,0.005660251,0.007201995,0.008839262,0.00758193,0.013821277,0.009977654,0.010893798,0.00832264,0.009887969,0.014410677,0.015078817,0.013919502
550,0.005929674,0.005350562,0.004008111,0.004008111,0.0070987,0.008362639,0.007499691,0.006121371,0.005982157,0.005737887,0.005734684,0.007295097,0.00888487,0.007658738,0.01390835,0.010065662,0.011012004,0.008407627,0.009986405,0.01452088,0.015190423,0.014022363
551,0.005968963,0.005390834,0.004026091,0.004026091,0.007130831,0.008408845,0.007539763,0.006137145,0.006006467,0.005758274,0.005768543,0.007334278,0.00890295,0.007692714,0.013940776,0.010103396,0.011061443,0.008445249,0.010026708,0.014562027,0.015232519,0.014063611
552,0.006047021,0.005467821,0.004061928,0.004061928,0.007196975,0.00850434,0.007620538,0.00617068,0.006057117,0.005797059,0.005836702,0.007411154,0.008942431,0.007760188,0.014008185,0.010183101,0.011157927,0.00852206,0.010105059,0.014644678,0.015320051,0.014138743
553,0.00608579,0.005504535,0.004079787,0.004079787,0.007230989,0.00855363,0.007661242,0.006188442,0.006083456,0.005815458,0.005871,0.007448848,0.008963833,0.007793686,0.014043168,0.010225073,0.011204971,0.008561251,0.010143108,0.014686182,0.015365487,0.014172625
554,0.006186764,0.005607478,0.004124938,0.004124938,0.007318343,0.008675739,0.007764552,0.006232268,0.006151724,0.005869122,0.005958541,0.007544273,0.00901705,0.007877696,0.014135646,0.010323741,0.011326276,0.008654421,0.010248389,0.014794697,0.015485893,0.014277063
555,0.006291582,0.005711263,0.004170636,0.004170636,0.007407788,0.008797935,0.007869869,0.006276007,0.006220561,0.00592609,0.006045708,0.007641815,0.009071415,0.007961787,0.014222696,0.010423083,0.011449575,0.008745347,0.0103528,0.014901007,0.015598102,0.014379313
556,0.006334195,0.005748819,0.004189041,0.004189041,0.007443894,0.008847311,0.007912582,0.006293682,0.006247469,0.005947793,0.006079635,0.007681626,0.009093965,0.007995365,0.01425225,0.010465728,0.011498612,0.008782291,0.010389979,0.014940307,0.015635341,0.014411007
557,0.006441514,0.005854286,0.004240148,0.004240148,0.007535195,0.008969333,0.008019002,0.006332337,0.006311443,0.0060004,0.006165143,0.00777896,0.009146341,0.008084015,0.014327053,0.010555579,0.011610258,0.008872065,0.01048444,0.01502879,0.015733631,0.014491986
558,0.006544404,0.005962094,0.004293046,0.004293046,0.007626012,0.009090787,0.008124097,0.006365139,0.006374486,0.006046172,0.006248423,0.007871353,0.009193274,0.008168535,0.014400941,0.010641432,0.011719436,0.008956594,0.010576602,0.015115981,0.015832346,0.014568351
559,0.006582589,0.006001993,0.004313242,0.004313242,0.007661633,0.009139594,0.008165485,0.006376961,0.006400465,0.006061038,0.006280121,0.007906225,0.009210378,0.008197984,0.01442958,0.010680081,0.011766006,0.008988295,0.010611481,0.01515399,0.01587001,0.014595431
560,0.006662556,0.00608171,0.004351674,0.004351674,0.007730722,0.009232616,0.00824756,0.006400989,0.006449214,0.006099438,0.0063443,0.007976903,0.00924735,0.008255179,0.014477284,0.010750767,0.011852564,0.009046933,0.010681629,0.015221519,0.01594822,0.01465536
561,0.006704338,0.006121528,0.004369911,0.004369911,0.00776419,0.00927683,0.008288246,0.006413197,0.006471985,0.006122972,0.006376781,0.008012709,0.009267217,0.008282925,0.014496349,0.010782805,0.011892553,0.009073871,0.010716897,0.01525104,0.015988766,0.014688208
562,0.006803528,0.006217911,0.004417037,0.004417037,0.00784298,0.009386182,0.008381422,0.006437536,0.006524097,0.006166857,0.00645502,0.00809388,0.00931099,0.008347916,0.014552237,0.010856618,0.011981265,0.009146511,0.010789753,0.015324777,0.016080239,0.01476877
563,0.006897438,0.006312615,0.004463726,0.004463726,0.007917231,0.009489287,0.00846872,0.006458008,0.006571238,0.006202778,0.006522877,0.008168783,0.009348179,0.0084103,0.014607518,0.010922894,0.012062975,0.009213791,0.010853096,0.015390656,0.016156127,0.014824838
564,0.00693394,0.006350756,0.004481526,0.004481526,0.007946159,0.009527255,0.008503529,0.00646635,0.006589039,0.006218348,0.006544975,0.008198322,0.009361461,0.008435438,0.014625977,0.010947396,0.01209596,0.00923537,0.010878852,0.015412318,0.016181088,0.014833192
565,0.007005654,0.006426599,0.004516955,0.004516955,0.008000525,0.009603087,0.008568994,0.00647996,0.006619853,0.006244982,0.006591239,0.008247836,0.009378142,0.008480666,0.014655012,0.010989169,0.012155728,0.00927539,0.010924166,0.015448198,0.016239421,0.01485701
566,0.007040867,0.006464301,0.004534584,0.004534584,0.008025962,0.00964095,0.008599651,0.006485228,0.006632866,0.006256045,0.006615406,0.00826781,0.009381541,0.008500756,0.014665588,0.011006442,0.01218251,0.009293831,0.010943725,0.015462416,0.016272793,0.014872473
567,0.007127557,0.006556025,0.004576653,0.004576653,0.008084888,0.009729337,0.008669273,0.006489238,0.006664161,0.006285689,0.00665868,0.008319882,0.009389247,0.008544046,0.014680283,0.011051255,0.012239264,0.009328084,0.010989515,0.015482446,0.016328406,0.014889623
568,0.00721198,0.006642172,0.004615927,0.004615927,0.008137692,0.009810082,0.008732317,0.00648918,0.00668813,0.006309196,0.006683878,0.008365386,0.009391892,0.008577445,0.01468785,0.011085908,0.012288855,0.009357736,0.011032212,0.01550076,0.01636836,0.014900008
569,0.007244925,0.006674298,0.004630761,0.004630761,0.008157007,0.009840302,0.008756396,0.006490381,0.006693818,0.006314123,0.006689969,0.008378794,0.00939023,0.008587644,0.014691299,0.011093018,0.012308474,0.009371575,0.011048676,0.015513263,0.016386074,0.014908705
570,0.007311894,0.006748557,0.004667318,0.004667318,0.008197288,0.009900913,0.008808498,0.006488638,0.006705186,0.006335307,0.006709066,0.008405538,0.009386907,0.008606863,0.014694592,0.011105982,0.012344689,0.00938682,0.011073738,0.015533222,0.016426876,0.014921025
571,0.007371524,0.006817236,0.004699823,0.004699823,0.008227916,0.009949273,0.008847684,0.006482834,0.006713279,0.006353368,0.006722087,0.008426492,0.009381467,0.008620696,0.014697274,0.011117254,0.012371527,0.009392087,0.011085578,0.015545262,0.016465911,0.014931524
572,0.00739713,0.006843783,0.004710605,0.004710605,0.008237578,0.009967241,0.008858846,0.006479974,0.00671569,0.006355172,0.006722101,0.00843411,0.00937769,0.008625509,0.014700112,0.011122674,0.01238177,0.00939595,0.011088821,0.015549846,0.016481858,0.014938402
573,0.007440197,0.006889601,0.004730029,0.004730029,0.008251927,0.009992896,0.008876311,0.006472882,0.006715465,0.006359054,0.006718691,0.008448215,0.009368776,0.00863603,0.014700279,0.01113044,0.012397018,0.009399482,0.011093882,0.015562801,0.016499677,0.014935522
574,0.007457656,0.006908872,0.004738671,0.004738671,0.008256612,0.010000582,0.008882615,0.00646865,0.006712829,0.006361132,0.006715268,0.008454701,0.00936364,0.008641738,0.014697607,0.011132785,0.012402023,0.009399152,0.011095699,0.015571173,0.016501548,0.014925764
575,0.007491616,0.006949501,0.004759065,0.004759065,0.00826099,0.010006092,0.008888291,0.006450465,0.006702321,0.00635736,0.006701792,0.008451269,0.009348636,0.008641062,0.014692922,0.011124759,0.012402221,0.009388655,0.011092494,0.015573664,0.016512021,0.014915056
576,0.007508629,0.006977206,0.004774439,0.004774439,0.008251048,0.009994204,0.008877651,0.006428452,0.006686839,0.006348509,0.006679392,0.008434194,0.009329235,0.008629462,0.014682776,0.011111962,0.012397394,0.009370858,0.011080378,0.01556824,0.016524394,0.014904035
577,0.007509142,0.006983553,0.00477806,0.00477806,0.008241413,0.009984493,0.008867637,0.006420393,0.006679228,0.006345507,0.006667045,0.008427036,0.009319702,0.008624246,0.014674644,0.011109536,0.012397373,0.009363229,0.011073283,0.015568697,0.016528167,0.014893964
578,0.00749475,0.006989356,0.004786792,0.004786792,0.008207806,0.009937009,0.008828709,0.006390318,0.006655583,0.006333636,0.006629757,0.008399724,0.009292386,0.00860267,0.014647189,0.01108601,0.012378624,0.009330191,0.011049384,0.015568844,0.016534749,0.014874659
579,0.00746099,0.006979304,0.004788514,0.004788514,0.008158317,0.009863782,0.008771473,0.006358047,0.006626833,0.006315798,0.006589546,0.008364261,0.009257387,0.008569727,0.014617077,0.011049028,0.012348279,0.009284707,0.011016344,0.0155591,0.016535805,0.014847998
580,0.007442134,0.006969798,0.004785125,0.004785125,0.008132802,0.009828328,0.008743153,0.006347794,0.006614118,0.006306829,0.006574275,0.008348954,0.009240172,0.008553143,0.014606286,0.011033146,0.012336663,0.009264631,0.011000108,0.015549665,0.01653405,0.014830571
