Wavelength,WMS_04,WMS_05,WMS_06,WMS_07,WMS_09,WMS_13,WMS_14,WMS_15,WMS_16,WMS_17,WMS_18,WMS_19,WMS_20,WMS_22,WMS_23,WMS_24,WMS_25,WMS_26,WMS_27,WMS_29,WMS_30,WMS_31,WMS_32,WMS_33,WMS_34,WMS_35,WMS_36,WMS_37,WMS_38,WMS_39,WMS_47,WMS_48,WMS_49,WMS_50,WMS_51,WMS_52,WMS_53,WMS_54,WMS_55,WMS_56,WMS_59,WMS_60,WMS_61,WMS_62,WMS_64,WMS_65,WMS_66,WMS_67,WMS_68,WMS_69,WMS_70,WMS_71
401,0.005242299,0.00493803,0.003884789,0.004122692,0.003960088,0.002785761,0.002528268,0.002314448,0.003753965,0.015557096,0.002361594,0.003215395,0.003097955,0.003475042,0.001742324,0.0019658,0.001742324,0.00374363,0.001280567,0.008377248,0.004178756,0.003485382,0.010158286,0.009236547,0.014759713,0.009029642,0.009065378,0.001956477,0.00692029,0.009029642,-0.000911431,0.000333479,0.00106037,0.00106037,0.001301737,-6.61185E-05,0.001102113,0.00250583,0.001496211,0.002045248,0.002403083,0.002860952,0.008959345,0.003132892,0.0110421,0.005738308,0.004471798,0.003629822,0.005046458,0.009531187,0.007759009,0.009545139
402,0.005266569,0.004941789,0.003890292,0.004120869,0.003955508,0.002874794,0.002514828,0.002316221,0.003738747,0.015530077,0.002366443,0.003201911,0.003089944,0.00347231,0.001742934,0.001970057,0.001742934,0.003703807,0.001290999,0.008482136,0.004169771,0.003472845,0.010140877,0.009263031,0.014700574,0.009021525,0.009044561,0.001954083,0.006898451,0.009021525,-0.000901309,0.000328414,0.001073094,0.001073094,0.001316508,-4.82483E-05,0.001120135,0.002502811,0.001506724,0.002048086,0.002403746,0.00284334,0.008912033,0.003125895,0.01101137,0.005720056,0.004456643,0.003612455,0.005026723,0.00945102,0.007750197,0.009528525
403,0.005288152,0.004969903,0.003918949,0.004149238,0.00398207,0.002915421,0.002517247,0.002327673,0.003745576,0.015500504,0.002377908,0.003201339,0.00309453,0.003469292,0.001743635,0.00197234,0.001743635,0.003701173,0.001302191,0.008545,0.004185741,0.003505995,0.010143942,0.009276992,0.014647459,0.009039083,0.009058146,0.001952554,0.006909126,0.009039083,-0.000887884,0.000338845,0.001078972,0.001078972,0.001325326,-4.1609E-05,0.001129792,0.002506702,0.001508686,0.002041805,0.002407855,0.002844571,0.008891313,0.003112543,0.010979482,0.00571507,0.00445064,0.003610773,0.005023577,0.009424284,0.00772501,0.00952744
404,0.005316748,0.004997215,0.003947026,0.004179931,0.004009861,0.002950897,0.002520106,0.002337475,0.003755756,0.015494468,0.002390163,0.003201623,0.003100107,0.003471634,0.001746538,0.001974355,0.001746538,0.003711795,0.0013106,0.008578347,0.0042099,0.003530105,0.010146996,0.009290733,0.014623641,0.00904543,0.009065868,0.001956988,0.006922344,0.00904543,-0.000862095,0.000358545,0.001101998,0.001101998,0.001350217,-1.24983E-05,0.001152724,0.002510964,0.001513601,0.00204062,0.002409285,0.002841985,0.008840531,0.003107383,0.010922209,0.005689072,0.004442647,0.003608554,0.005007785,0.009363302,0.007707952,0.009489409
405,0.00535781,0.005023104,0.003974073,0.004214756,0.004039838,0.002977216,0.002523748,0.002344341,0.003771895,0.015530277,0.002403823,0.00320343,0.003107447,0.003483503,0.001753357,0.001975896,0.001753357,0.003745985,0.001314061,0.00855922,0.004248617,0.003538141,0.010150032,0.009304082,0.014651906,0.009031848,0.009063167,0.001972025,0.006940082,0.009031848,-0.000849732,0.000367815,0.001119145,0.001119145,0.00136629,9.97307E-06,0.001165999,0.002511335,0.001516555,0.002045717,0.002406604,0.002838166,0.008810468,0.003115574,0.010896824,0.005668061,0.004440657,0.003608018,0.004995139,0.009329057,0.007716081,0.009452463
406,0.005392916,0.005057573,0.004012004,0.004247717,0.004074248,0.002986859,0.002531999,0.00235062,0.003790613,0.015550554,0.002424332,0.003207414,0.003111092,0.003490004,0.001765534,0.001983108,0.001765534,0.003774409,0.001312737,0.008525475,0.004287733,0.003524664,0.010152504,0.009315701,0.014668123,0.009018422,0.009055522,0.001978314,0.006964828,0.009018422,-0.000829683,0.000383109,0.001141133,0.001141133,0.001392783,5.00106E-05,0.001198053,0.002504093,0.001533984,0.002045786,0.002408885,0.002839271,0.008755116,0.003119763,0.010822372,0.005641902,0.00442693,0.003596834,0.004980298,0.009298483,0.007726934,0.009379583
407,0.005424955,0.005096463,0.004055542,0.00427972,0.004110943,0.002987911,0.002542624,0.002356596,0.00381066,0.015562832,0.00244837,0.00321252,0.003112834,0.00349374,0.001780472,0.001993241,0.001780472,0.003799862,0.001308948,0.008484199,0.004327055,0.003500104,0.010154687,0.009326429,0.014678133,0.009005075,0.009045331,0.001980096,0.006993184,0.009005075,-0.000821997,0.000389133,0.001145974,0.001145974,0.001403202,6.75768E-05,0.001216832,0.002496481,0.00154846,0.002040759,0.002413847,0.002844195,0.008729827,0.00311576,0.010773304,0.005636756,0.004415194,0.003586186,0.004978102,0.009302156,0.007729657,0.009343648
408,0.005431379,0.005122578,0.00406522,0.004310131,0.004119424,0.002956929,0.002548388,0.002366653,0.003825791,0.015610799,0.002454494,0.003222146,0.003117251,0.003492854,0.001786421,0.002005211,0.001786421,0.00383582,0.0013139,0.008463216,0.004364659,0.003523976,0.010150378,0.00934098,0.014707111,0.0090207,0.009036688,0.001993573,0.007027196,0.0090207,-0.000782579,0.000409382,0.001167968,0.001167968,0.001427406,0.000105095,0.001246611,0.002494411,0.00155254,0.002055654,0.002419645,0.002844389,0.008661815,0.003102649,0.010690549,0.005606133,0.0043964,0.003558774,0.004950082,0.009269457,0.007703483,0.009286278
409,0.005449566,0.005148475,0.004080726,0.00434362,0.004138044,0.002935683,0.002552497,0.002374793,0.003838056,0.015649822,0.002462862,0.003229969,0.003120913,0.003494068,0.001791658,0.002014888,0.001791658,0.003868428,0.001322139,0.008449263,0.004399525,0.003535341,0.010158327,0.009352636,0.014731857,0.009029324,0.009033468,0.002003626,0.007052675,0.009029324,-0.000747687,0.000430566,0.001186923,0.001186923,0.001453736,0.000141166,0.001271854,0.002502861,0.001545649,0.002075527,0.00241316,0.002835395,0.008583666,0.003082464,0.010620832,0.005562871,0.00438496,0.003540489,0.004914378,0.009218321,0.007659642,0.009246707
410,0.005504267,0.005175266,0.004116835,0.004386059,0.004188864,0.002945944,0.00255247,0.002376993,0.003842748,0.015659156,0.002479743,0.003232124,0.003122108,0.00350181,0.001795938,0.002017823,0.001795938,0.00389026,0.001338695,0.008452908,0.004426801,0.003505364,0.010201931,0.009355599,0.014742309,0.009014583,0.009045497,0.002002549,0.007053195,0.009014583,-0.000744527,0.000437525,0.001188725,0.001188725,0.001466282,0.000157287,0.001286097,0.002505769,0.001549155,0.002075477,0.002405838,0.00283113,0.008548239,0.003071387,0.010584803,0.005545084,0.004380579,0.00353897,0.004904498,0.009203556,0.007644698,0.009228571
411,0.005542324,0.005208227,0.004146651,0.004417289,0.004223273,0.002945067,0.002555616,0.002385224,0.003845724,0.015687579,0.002494975,0.003233794,0.003121983,0.003508699,0.00180319,0.002021041,0.00180319,0.003905167,0.001357849,0.008455136,0.004452477,0.003508673,0.010222979,0.009361006,0.014756812,0.009032572,0.00904213,0.002005897,0.007058709,0.009032572,-0.000729981,0.000453186,0.001200372,0.001200372,0.00148401,0.000186442,0.001307716,0.002508916,0.001562853,0.002074417,0.002406888,0.002823376,0.008484052,0.003060481,0.010537598,0.005530358,0.004367035,0.003521188,0.004887673,0.00918197,0.007619207,0.00919367
412,0.005567303,0.005246037,0.004171523,0.004439712,0.004244787,0.002935438,0.002561253,0.002398194,0.003847352,0.015731001,0.002508912,0.003235084,0.003120821,0.003514917,0.001812779,0.002024483,0.001812779,0.003914633,0.001379045,0.008456252,0.004476895,0.003538136,0.010226305,0.009368335,0.0147745,0.009076277,0.009026664,0.002012724,0.007068147,0.009076277,-0.000718595,0.000461889,0.001210217,0.001210217,0.001489193,0.000199478,0.001315091,0.002509155,0.001573046,0.002073408,0.00241526,0.002819886,0.008455292,0.003060651,0.010526422,0.005533419,0.004357873,0.003504925,0.004880727,0.009175148,0.007608658,0.009176903
413,0.005589117,0.005271494,0.004193907,0.004462203,0.004253902,0.002958018,0.002566738,0.0024031,0.003837544,0.015758699,0.002523089,0.003238727,0.00312259,0.003517403,0.001819188,0.002027172,0.001819188,0.003916704,0.001405482,0.008497955,0.00449259,0.003539163,0.010215121,0.009389395,0.014800762,0.009091872,0.009046392,0.002017406,0.007062603,0.009091872,-0.000683464,0.000484911,0.001224527,0.001224527,0.001516358,0.000237992,0.001340191,0.002517936,0.001590549,0.002072095,0.002411646,0.002797862,0.008389056,0.003051443,0.010468522,0.005493273,0.004345929,0.003493259,0.004868637,0.009163819,0.007593157,0.009107933
414,0.005612556,0.005296953,0.004216601,0.004487053,0.004265334,0.002983825,0.00257251,0.002407533,0.003828754,0.015787663,0.002537024,0.003243638,0.003125677,0.003519301,0.001824845,0.002029777,0.001824845,0.003917943,0.001433399,0.008544687,0.004507065,0.003540788,0.010207258,0.009411467,0.014825361,0.009102098,0.009069509,0.00202239,0.007055452,0.009102098,-0.000654212,0.000499848,0.001237488,0.001237488,0.001546658,0.000278602,0.00136255,0.002525509,0.001597141,0.00208071,0.002399655,0.002778727,0.008325499,0.003043189,0.01040298,0.005441794,0.004336339,0.003495223,0.004853519,0.009147411,0.007586685,0.009058878
415,0.005647236,0.005332979,0.004243047,0.004524224,0.004299526,0.002999047,0.002579915,0.002416378,0.003835084,0.015836708,0.002549487,0.003253197,0.003133186,0.003521291,0.00182927,0.002032588,0.00182927,0.003921139,0.001464611,0.008583135,0.00452259,0.003569851,0.010229234,0.009427115,0.014833903,0.009108159,0.009080348,0.002030796,0.007052671,0.009108159,-0.000648704,0.000500464,0.001245984,0.001245984,0.001554974,0.000293732,0.001367185,0.002524539,0.001596423,0.002089628,0.002399649,0.002778126,0.008299418,0.003044313,0.010384162,0.00543352,0.004329528,0.003492589,0.004843545,0.009135511,0.007585166,0.009062027
416,0.005687155,0.005364186,0.004270519,0.004557579,0.004330589,0.003013776,0.002587745,0.002425639,0.003834386,0.015872412,0.002562555,0.003259521,0.003138857,0.003525982,0.001835735,0.002039476,0.001835735,0.003923579,0.001497041,0.008629484,0.004542123,0.003592065,0.010249445,0.009446923,0.01484148,0.009139979,0.009085817,0.002038935,0.007048621,0.009139979,-0.000623042,0.000508682,0.001261582,0.001261582,0.001573212,0.000330711,0.001381582,0.002524249,0.001593751,0.002102237,0.002398174,0.002778866,0.008231117,0.003045186,0.010340761,0.005412381,0.004320976,0.003482773,0.004826417,0.009122872,0.007582851,0.00904776
417,0.005732982,0.005389958,0.004299149,0.004586632,0.004358123,0.003027951,0.002596052,0.00243537,0.003825764,0.015893072,0.002576308,0.003262198,0.003142456,0.003533717,0.001844501,0.00205096,0.001844501,0.003925166,0.001530845,0.008684743,0.004566173,0.003606553,0.010267666,0.009471423,0.014847969,0.009200846,0.009085231,0.002046772,0.007043141,0.009200846,-0.000602889,0.000516283,0.001268685,0.001268685,0.001583132,0.000352558,0.001391346,0.00252493,0.001591798,0.002105928,0.002396704,0.002780207,0.008188898,0.003044935,0.010316176,0.005399516,0.004319234,0.003475591,0.004819263,0.009122133,0.007582054,0.009030344
418,0.005768685,0.005425524,0.004327922,0.004622254,0.004384396,0.003055665,0.002601447,0.002447156,0.003820369,0.015926218,0.002590751,0.00327252,0.003148684,0.003542467,0.001855485,0.002061535,0.001855485,0.00392743,0.001567831,0.008742846,0.004585672,0.003601331,0.010297116,0.009485142,0.014861918,0.009214859,0.009103098,0.002055332,0.007028281,0.009214859,-0.00057007,0.000537678,0.00128354,0.00128354,0.001609878,0.000395805,0.001412642,0.002540155,0.001613984,0.002114132,0.002397206,0.002779695,0.008125526,0.003041115,0.010267918,0.005373324,0.004308603,0.003455747,0.004812361,0.009112442,0.007577482,0.00902944
419,0.005803096,0.005464529,0.004357449,0.004659795,0.004410187,0.00308653,0.002606905,0.002459451,0.003815868,0.015964417,0.002605399,0.003284578,0.003155907,0.003551,0.001867195,0.002071515,0.001867195,0.00392928,0.001605993,0.00880168,0.004603706,0.003593537,0.010326449,0.009497846,0.014878531,0.009218565,0.00912684,0.002064155,0.007011815,0.009218565,-0.000545273,0.000563681,0.001293931,0.001293931,0.001637433,0.000438387,0.001433814,0.002556514,0.001643187,0.002122698,0.002407716,0.002773291,0.008081185,0.003029484,0.010232416,0.005351983,0.004301046,0.003447926,0.004808518,0.009104719,0.007560629,0.009020146
420,0.005857437,0.005509441,0.004395162,0.004696843,0.004434774,0.003107107,0.002623104,0.002470533,0.003810568,0.016017837,0.002620024,0.003290318,0.003165522,0.003553558,0.001879633,0.002077771,0.001879633,0.003924035,0.001646762,0.008859143,0.004620536,0.003623867,0.010315855,0.00953591,0.014900145,0.009264669,0.00915477,0.002073511,0.007009082,0.009264669,-0.000533142,0.00057589,0.001296569,0.001296569,0.001648163,0.000459571,0.001443453,0.002558329,0.001648251,0.002126751,0.002416255,0.00276874,0.008057997,0.003021421,0.010220588,0.005343967,0.004302378,0.003452768,0.004804423,0.00910595,0.007547551,0.00899434
421,0.005903612,0.005555665,0.004431478,0.004731665,0.004463971,0.003138279,0.002638467,0.002483744,0.003806921,0.016056269,0.002636733,0.003298484,0.003175104,0.003557896,0.001891731,0.00208586,0.001891731,0.003917823,0.001682988,0.00893392,0.004639242,0.003659374,0.010324142,0.009563577,0.014909995,0.00930175,0.009179338,0.002082197,0.007004659,0.00930175,-0.000504367,0.000597868,0.001306648,0.001306648,0.001669364,0.00050105,0.001465006,0.002565739,0.001662123,0.00214252,0.002424978,0.00276369,0.008008462,0.003019086,0.010185753,0.005323146,0.004300943,0.003453246,0.004791182,0.009091698,0.007543405,0.008976686
422,0.005937014,0.005603938,0.004465609,0.004763009,0.004500376,0.003186021,0.002652523,0.002500285,0.003805859,0.016071258,0.002656703,0.003310441,0.003184634,0.003565016,0.0019033,0.002096816,0.0019033,0.0039101,0.001712109,0.009035777,0.004660879,0.003702977,0.010361958,0.009574986,0.014901447,0.00932472,0.009198648,0.002089836,0.006997593,0.00932472,-0.000487724,0.000607637,0.001314088,0.001314088,0.001679835,0.000521345,0.001476919,0.002571334,0.001670932,0.002154236,0.002425162,0.002763191,0.007982115,0.003024815,0.010162747,0.005310339,0.004298176,0.003448883,0.004782034,0.009076214,0.007552338,0.008984837
423,0.005989778,0.005658024,0.004505903,0.004805438,0.00453813,0.003219674,0.00266729,0.002516047,0.003805096,0.016073584,0.002677944,0.003326078,0.003195451,0.003578089,0.001918551,0.002112382,0.001918551,0.00390878,0.001736138,0.009109315,0.004696105,0.003719786,0.010398238,0.009596786,0.014915003,0.009363325,0.009218821,0.002103806,0.006998151,0.009363325,-0.000448556,0.000628065,0.001331491,0.001331491,0.001711078,0.000570473,0.001510465,0.002578445,0.001684538,0.002167758,0.002433395,0.002769773,0.007913622,0.003029895,0.010116914,0.005283005,0.004298084,0.003443163,0.004768135,0.009029211,0.007561919,0.00895965
424,0.006050906,0.005714443,0.004548913,0.004852717,0.004576324,0.003247613,0.002682362,0.002531485,0.003804507,0.016070206,0.00269972,0.003343206,0.003206833,0.003593638,0.001935384,0.002129917,0.001935384,0.003910106,0.001757815,0.009170754,0.004737231,0.003725027,0.010433699,0.009623239,0.014937815,0.009408338,0.009239623,0.002120472,0.007001996,0.009408338,-0.000405686,0.00065468,0.00134705,0.00134705,0.001743352,0.00061937,0.001546659,0.002594149,0.001700022,0.002180908,0.002440564,0.002768631,0.007851659,0.003023639,0.010069642,0.005260859,0.004302899,0.003441033,0.00475705,0.008979609,0.007565259,0.008916454
425,0.006118587,0.005755155,0.004599283,0.004909816,0.00460097,0.003307461,0.002697361,0.002547879,0.003808366,0.016039506,0.002720447,0.003351805,0.003219581,0.003601711,0.001952585,0.002146826,0.001952585,0.003901774,0.001762768,0.009235674,0.004785848,0.003721937,0.010453383,0.009669352,0.014939194,0.00942427,0.009285924,0.002135428,0.007007837,0.00942427,-0.000385341,0.000670636,0.001352647,0.001352647,0.001754855,0.000639435,0.001561221,0.002608336,0.001710708,0.002192252,0.002439684,0.002760409,0.007831841,0.003018032,0.010045196,0.005253241,0.004305041,0.003440259,0.004750717,0.008961528,0.00756795,0.008906596
426,0.006183746,0.005804151,0.004653331,0.004963938,0.004633249,0.003357587,0.002715202,0.002565782,0.003825287,0.016019557,0.002743728,0.003362594,0.003234767,0.003610857,0.001970442,0.002164673,0.001970442,0.003898059,0.001765404,0.009283431,0.004833805,0.00372925,0.010479138,0.009709627,0.014944152,0.009437142,0.00932539,0.002149456,0.00703272,0.009437142,-0.000348824,0.000699617,0.001371645,0.001371645,0.001781194,0.000676228,0.001592687,0.002621869,0.001727047,0.002205898,0.00244564,0.002756355,0.007785568,0.003019905,0.010001637,0.005237021,0.004306688,0.003435139,0.004742898,0.008918216,0.007563421,0.008870301
427,0.006243543,0.005870753,0.004715193,0.005011733,0.004681752,0.003387052,0.00273908,0.002586892,0.003869967,0.016022453,0.002772436,0.003378038,0.003255138,0.003622279,0.00198969,0.002184517,0.00198969,0.003904155,0.001763117,0.009294714,0.004880363,0.003758672,0.010517791,0.009737498,0.014956718,0.009443512,0.009350334,0.002161511,0.00709807,0.009443512,-0.000332652,0.000712642,0.001385046,0.001385046,0.001796031,0.000692957,0.001609591,0.002621214,0.0017327,0.0022082,0.002452477,0.002760524,0.007759114,0.003027385,0.009982523,0.00522842,0.004306194,0.003430794,0.004741412,0.008892986,0.0075562,0.008843864
428,0.006307564,0.005931283,0.004766689,0.005068747,0.004737374,0.003401708,0.002759456,0.002608656,0.003906737,0.016014164,0.002798479,0.003397108,0.003273731,0.003634755,0.002010843,0.002205571,0.002010843,0.003945166,0.001747951,0.00928456,0.004944345,0.003782131,0.010560751,0.009761035,0.014956051,0.009451256,0.009373013,0.002177486,0.007176318,0.009451256,-0.000294567,0.000738129,0.001405691,0.001405691,0.001828137,0.00073321,0.001644322,0.002632489,0.001747378,0.00221878,0.002462446,0.002776181,0.007708119,0.003032542,0.009936729,0.0052074,0.004311471,0.003431711,0.004734174,0.008850177,0.007582317,0.008794462
429,0.006374066,0.005988246,0.004812098,0.005131176,0.004797178,0.003407665,0.002777774,0.002630805,0.003938861,0.015999307,0.002822957,0.003418307,0.003291281,0.003647849,0.002033114,0.002227338,0.002033114,0.004006684,0.001725223,0.009261816,0.00501856,0.00380209,0.010606239,0.009782026,0.014947613,0.009459807,0.009394363,0.002195765,0.007262142,0.009459807,-0.000272655,0.000750591,0.001412935,0.001412935,0.001845406,0.000756735,0.00166215,0.002644419,0.001756402,0.002227059,0.002465579,0.002787668,0.007683579,0.003030219,0.00991005,0.005194982,0.004317242,0.003436974,0.004728421,0.008832599,0.007615656,0.008771496
430,0.006415689,0.006045597,0.004872839,0.00518939,0.004853592,0.003392554,0.002799453,0.00265238,0.003976622,0.016044719,0.00285728,0.003440055,0.00330758,0.003658331,0.002057765,0.002247924,0.002057765,0.004092384,0.001712909,0.009163539,0.005073426,0.003833738,0.01064575,0.009799334,0.015036868,0.009466107,0.009401554,0.002215372,0.007291454,0.009466107,-0.00022514,0.000774669,0.001443849,0.001443849,0.001886415,0.000815522,0.001701644,0.002660278,0.001777458,0.002247833,0.002474295,0.002789197,0.007628629,0.003028774,0.009856976,0.005189021,0.004317912,0.003433647,0.004726919,0.008797782,0.007655324,0.008726461
431,0.006461385,0.006100975,0.004929459,0.005244103,0.004902479,0.00337595,0.002820173,0.002670538,0.004009233,0.016091022,0.002887023,0.003458169,0.003321236,0.003666774,0.002078314,0.002265853,0.002078314,0.004159278,0.001709375,0.009084131,0.005124332,0.003861239,0.010682446,0.009815666,0.015114417,0.00947701,0.009414569,0.002232683,0.007327081,0.00947701,-0.000183581,0.000792999,0.001470756,0.001470756,0.001922611,0.000866936,0.001733477,0.002665013,0.001792883,0.002267811,0.002485787,0.002783704,0.007590556,0.003031035,0.009825922,0.005185558,0.004318828,0.003431402,0.004731313,0.00879005,0.007667542,0.008715647
432,0.006523187,0.006150667,0.004971563,0.005289616,0.004930561,0.003358926,0.002837552,0.002679072,0.004026165,0.016128914,0.002901939,0.003465842,0.003327601,0.003669891,0.002086757,0.002276433,0.002086757,0.004168252,0.001728939,0.009072151,0.005167484,0.00387481,0.010712214,0.009829888,0.015140899,0.009501423,0.009446736,0.002243216,0.007390948,0.009501423,-0.000167626,0.000799714,0.001473993,0.001473993,0.001935068,0.000883087,0.001743644,0.00266582,0.001796276,0.002275295,0.002491695,0.00278817,0.007582891,0.003032418,0.009821262,0.005175638,0.004324845,0.003437747,0.004731457,0.008799557,0.00767343,0.008726905
433,0.006576537,0.006200801,0.005014847,0.005330064,0.004956024,0.003377761,0.002852199,0.002687984,0.004025576,0.016153824,0.002919196,0.003476445,0.003333033,0.003673978,0.00209675,0.002287738,0.00209675,0.004174355,0.001749403,0.009106829,0.005204772,0.003884213,0.010724433,0.009847908,0.01514805,0.009527703,0.009473231,0.002253928,0.007397728,0.009527703,-0.000134976,0.00081569,0.00148005,0.00148005,0.00195852,0.000911861,0.0017678,0.002669381,0.001807582,0.002283178,0.002501534,0.002798677,0.007561946,0.003040347,0.009816816,0.005179023,0.004334997,0.003446716,0.004736055,0.008813703,0.00768914,0.008739478
434,0.006623512,0.006251268,0.00505902,0.005366692,0.004979513,0.003423648,0.002864786,0.002697181,0.004011767,0.016168939,0.002938221,0.00348926,0.00333776,0.003678798,0.002107911,0.00229959,0.002107911,0.004178292,0.001770546,0.009176706,0.005237637,0.003890472,0.010723414,0.009868793,0.015140619,0.009555392,0.009495448,0.002264775,0.007361442,0.009555392,-0.000118281,0.000824951,0.00148287,0.00148287,0.001969514,0.000924483,0.00178179,0.002672136,0.001815494,0.002283576,0.002505466,0.002804718,0.007548665,0.003046891,0.00981703,0.005192329,0.004339132,0.00344934,0.00474051,0.008818342,0.00769896,0.008740795
435,0.006683814,0.006301616,0.005105816,0.005410011,0.005016244,0.003449937,0.002877994,0.0027142,0.004027406,0.016176825,0.002960132,0.003500388,0.003350141,0.003689544,0.002124736,0.002311197,0.002124736,0.00418366,0.001795552,0.00919318,0.005272815,0.0039082,0.010761086,0.009890403,0.015163942,0.009562568,0.009522309,0.002276626,0.007388255,0.009562568,-8.18083E-05,0.000843814,0.001497424,0.001497424,0.002002834,0.000965783,0.00181615,0.002683084,0.001835452,0.002292146,0.002525035,0.002820997,0.007532678,0.003065306,0.009816003,0.005214033,0.004365724,0.0034631,0.004753753,0.008827794,0.007729752,0.008748127
436,0.006744966,0.006352945,0.005153316,0.005456256,0.005052596,0.003477328,0.00289357,0.002732363,0.004048325,0.016186711,0.002983584,0.003512952,0.003363284,0.003699633,0.002142236,0.002323947,0.002142236,0.004192646,0.001820316,0.00921419,0.005309002,0.003929696,0.010797886,0.009912888,0.015184245,0.009569511,0.009548047,0.002289223,0.007422511,0.009569511,-3.91846E-05,0.000864949,0.001517576,0.001517576,0.002036805,0.001014144,0.001857285,0.002695464,0.001854491,0.002305379,0.002544311,0.002837353,0.007524045,0.00308648,0.009812057,0.005221847,0.004396794,0.003484546,0.004772031,0.008841202,0.007775522,0.008762174
437,0.006803121,0.006408021,0.005202248,0.005510394,0.005081365,0.00351798,0.00291777,0.002751193,0.00407542,0.016207482,0.003011488,0.0035317,0.003375737,0.003704495,0.002159639,0.002341109,0.002159639,0.004214574,0.001842369,0.009277099,0.005347911,0.003960039,0.010813418,0.00993833,0.015178883,0.009585114,0.009567397,0.002304163,0.007455426,0.009585114,-1.63378E-05,0.00087648,0.001525992,0.001525992,0.002048451,0.001033828,0.00187805,0.00269965,0.001861485,0.002310441,0.002547949,0.002843471,0.007518117,0.003095783,0.009809352,0.005221263,0.004405407,0.003494857,0.004781522,0.008849796,0.007800321,0.008770206
438,0.006859583,0.006462719,0.005256663,0.0055641,0.005128321,0.003540534,0.002939825,0.002770848,0.004100968,0.016239819,0.003041856,0.003552734,0.003389156,0.003712126,0.00218014,0.002359957,0.00218014,0.004256335,0.001867285,0.009286472,0.005391178,0.003993668,0.010847954,0.009962422,0.015198648,0.009598317,0.009598234,0.002321928,0.007493182,0.009598317,2.16556E-05,0.000898063,0.001544465,0.001544465,0.002080091,0.00107744,0.001914141,0.002715387,0.001880672,0.002324022,0.002561471,0.002861208,0.00750468,0.003114475,0.009810906,0.005233228,0.004431026,0.003511003,0.00480409,0.008874556,0.007841468,0.008790828
439,0.006914545,0.006517081,0.005315942,0.005617423,0.005191406,0.003547039,0.002959978,0.002791236,0.004125146,0.01628241,0.003074407,0.003575795,0.003403433,0.003722213,0.00220339,0.002380298,0.00220339,0.004315684,0.001894741,0.009248371,0.00543831,0.00403021,0.010899344,0.009985316,0.015240695,0.009609391,0.00963926,0.002342198,0.007535228,0.009609391,3.68021E-05,0.000908115,0.00155452,0.00155452,0.002100084,0.001101368,0.001929468,0.002726938,0.001892865,0.002332541,0.002571356,0.002872828,0.007497171,0.003123864,0.009815165,0.005245778,0.004448032,0.003516837,0.004817168,0.008890722,0.007857816,0.008803417
440,0.00697669,0.006575796,0.005366655,0.005669892,0.005234508,0.003566461,0.002981829,0.002811088,0.004131787,0.016334703,0.003103603,0.003595582,0.003420249,0.00373378,0.002225456,0.002394142,0.002225456,0.004342744,0.001933879,0.00926268,0.005478622,0.004032444,0.010945751,0.010013104,0.015287652,0.009642025,0.009669705,0.0023604,0.007552347,0.009642025,8.92147E-05,0.000934061,0.001574903,0.001574903,0.002142115,0.001158974,0.001967493,0.002752952,0.001917179,0.002359765,0.002597639,0.002890497,0.007474864,0.003150399,0.009823854,0.005263846,0.004482943,0.0035403,0.004843059,0.008927533,0.007901367,0.008836679
441,0.007039113,0.006634243,0.005416683,0.005721304,0.005273878,0.003590544,0.003004565,0.002830175,0.004135684,0.01638558,0.003132533,0.0036151,0.003436889,0.003745025,0.00224695,0.002407905,0.00224695,0.004360772,0.001976492,0.009295322,0.005517963,0.004036028,0.010994135,0.010043146,0.015330937,0.009679431,0.009701896,0.002378142,0.007562994,0.009679431,0.000143622,0.00096021,0.00159122,0.00159122,0.002180225,0.001216499,0.002007951,0.002778381,0.001943611,0.002383457,0.00262567,0.002904126,0.007458789,0.003177272,0.009829878,0.005274223,0.004515417,0.003563376,0.004866466,0.008959883,0.007951467,0.008868847
442,0.007096711,0.006687628,0.005470743,0.005768296,0.005312241,0.003626253,0.003030162,0.00284599,0.004141289,0.016421184,0.003163056,0.003636119,0.003450485,0.003753419,0.002266671,0.002426871,0.002266671,0.004362526,0.002026002,0.009372313,0.005558444,0.004075761,0.011056458,0.010079981,0.015352057,0.009721564,0.009751732,0.002395416,0.007563523,0.009721564,0.000160764,0.000970463,0.001597209,0.001597209,0.002196297,0.001240346,0.002025711,0.002789349,0.001957924,0.002388444,0.002637303,0.002911706,0.007457513,0.003186998,0.009831473,0.005279082,0.004529986,0.003568823,0.00487706,0.008971589,0.007974363,0.008880342
443,0.007159095,0.006745104,0.005523334,0.005817782,0.00535581,0.003665787,0.003055226,0.002866772,0.004152187,0.016462194,0.003194792,0.003659635,0.003468634,0.003762233,0.00228791,0.002447333,0.00228791,0.004370625,0.002072818,0.009442487,0.005599239,0.004120283,0.011110126,0.010122316,0.015377251,0.00975944,0.009794141,0.002416283,0.007579788,0.00975944,0.000199385,0.000994922,0.001611787,0.001611787,0.002228219,0.001293991,0.002059676,0.002813945,0.001983074,0.002406182,0.002656934,0.002927149,0.007443329,0.003204924,0.009834699,0.005290242,0.004562086,0.003583332,0.00490123,0.008999818,0.008020254,0.008900525
