,Wavelength,Reference,Raw_water_000,Raw_water_001,Raw_water_002,SKY,water_000,water_001,water_002,Avg_Rrs
0,286.9,4080.0,64.0,64.0,62.0,572.0,0.0040595744955004495,0.0040595744955004495,0.0039051005801465513,0.004008083190382483
1,288.76,4096.0,60.0,67.0,57.0,542.0,0.003782136929869921,0.004320683685547087,0.00355133117743685,0.003884717264284619
2,290.62,4160.0,55.0,56.0,67.0,556.0,0.0033239815931940587,0.003399733224761836,0.004233001172007384,0.003652238663321093
3,292.47,4144.0,57.0,56.0,53.0,558.0,0.003485861952422374,0.0034098178435126364,0.0031816855167834234,0.0033591217709061445
4,294.32,4144.0,54.0,60.0,54.0,552.0,0.0032668549187623293,0.003723119572220755,0.0032668549187623293,0.0034189431365818043
5,296.16,4272.0,63.0,57.0,61.0,550.0,0.0038358129542934325,0.0033932191518749595,0.0036882816868206085,0.003639104597663
6,298.0,4256.0,52.0,58.0,58.0,576.0,0.0029972585410697012,0.0034415162299634315,0.0034415162299634315,0.003293430333665521
7,299.84,4224.0,56.0,61.0,57.0,574.0,0.0033213647186489904,0.00369438411652062,0.0033959685982233164,0.003470572477797642
8,301.68,4256.0,64.0,57.0,50.0,574.0,0.0038887356367831197,0.0033704349997404344,0.0028521343626977487,0.0033704349997404344
9,303.51,4416.0,48.0,68.0,66.0,590.0,0.002583240421434486,0.0040104450741607215,0.003867724608888098,0.003487136701494435
10,305.33,4304.0,72.0,54.0,61.0,590.0,0.004407674859847016,0.0030897654333146857,0.0036022857658550367,0.003699908686338913
11,307.16,4400.0,66.0,63.0,63.0,592.0,0.003878924273035673,0.0036640650998616144,0.0036640650998616144,0.0037356848242529675
12,308.98,4336.0,55.0,69.0,60.0,614.0,0.003104754694279018,0.004122230483602666,0.0034681389047517496,0.0035650413608778113
13,310.8,4384.0,65.0,67.0,69.0,624.0,0.0037751959101617145,0.003918958130655306,0.004062720351148898,0.003918958130655306
14,312.61,4528.0,68.0,60.0,65.0,642.0,0.003838867842022728,0.0032821067336800554,0.003630082426394226,0.0035836856673656698
15,314.42,4560.0,66.0,63.0,70.0,664.0,0.0036433079446520503,0.003435987689834976,0.003919734951074816,0.003666343528520614
16,316.23,4592.0,67.0,67.0,70.0,688.0,0.003653604128271073,0.003653604128271073,0.00385947964263646,0.0037222292997262023
17,318.04,4592.0,68.0,62.0,66.0,726.0,0.003670074169420304,0.0032583231406895295,0.0035328238265100458,0.003487073712206626
18,319.84,4640.0,66.0,72.0,68.0,756.0,0.0034555282195993437,0.003863019754929455,0.0035913587313760476,0.0036366355686349486
19,321.64,4960.0,61.0,68.0,77.0,788.0,0.0028742612617832946,0.003318996647116696,0.003890799285402497,0.0033613523981008294
20,323.43,5040.0,65.0,75.0,70.0,824.0,0.003033720579535942,0.0036589721416826738,0.003346346360609308,0.003346346360609308
21,325.23,4960.0,80.0,80.0,74.0,846.0,0.004007701158118705,0.004007701158118705,0.003626499399261504,0.003880633905166305
22,327.02,5168.0,74.0,85.0,83.0,936.0,0.0033707834371434885,0.004041525438022258,0.003919572346953391,0.003777293740706379
23,328.81,5232.0,78.0,88.0,80.0,998.0,0.0034957872202152403,0.004098093770907045,0.0036162485303536016,0.0037367098404919624
24,330.59,5472.0,87.0,82.0,78.0,1040.0,0.0038123891302473084,0.0035244443318902608,0.0032940884932046227,0.0035436406517807308
25,332.37,5632.0,81.0,86.0,92.0,1162.0,0.0032318400631597996,0.003511604611563522,0.003847322069647988,0.003530255581457103
26,334.15,5840.0,85.0,100.0,94.0,1220.0,0.003269980019128482,0.0040793810139622645,0.0037556206160287513,0.0037016605497064994
27,335.93,6048.0,95.0,93.0,91.0,1346.0,0.0035472605292457904,0.003443051935554669,0.0033388433418635468,0.003443051935554669
28,337.71,6368.0,100.0,105.0,94.0,1462.0,0.0035016286857571257,0.0037490586381141865,0.003204712742928653,0.0034851333555999883
29,339.48,6704.0,106.0,104.0,111.0,1588.0,0.0034897095302478774,0.003395697958851113,0.003724738458739787,0.0035367153159462593
30,341.25,7024.0,101.0,107.0,114.0,1716.0,0.0029915509935404057,0.0032607367458085887,0.0035747867901214686,0.0032756915098234875
31,343.02,7552.0,121.0,125.0,108.0,1878.0,0.00348175041500844,0.003648660789649305,0.0029392916974256295,0.0033565676340277916
32,344.78,7776.0,120.0,126.0,133.0,2030.0,0.003217729798529199,0.0034608831838084833,0.003744562133300982,0.0034743917052128884
33,346.54,8176.0,129.0,131.0,133.0,2202.0,0.00327460516767039,0.003351690976702179,0.0034287767857339676,0.003351690976702179
34,348.3,8832.0,133.0,138.0,135.0,2408.0,0.0030271010684323452,0.0032055016500231247,0.003098461301068657,0.003110354673174709
35,350.06,9136.0,139.0,138.0,160.0,2576.0,0.003017435568621325,0.002982942706611479,0.00374178567082809,0.003247387982020298
