WMS_50_IRR_000,WMS_50_IRR_000,WMS_50_IRR_000,WMS_50_IRR_001,WMS_50_IRR_001,WMS_50_IRR_001,WMS_50_IRR_002,WMS_50_IRR_002,WMS_50_IRR_002,WMS_50_IRR_003,WMS_50_IRR_003,WMS_50_IRR_003,WMS_50_PANEL_000,WMS_50_PANEL_000,WMS_50_PANEL_000,WMS_50_PANEL_001,WMS_50_PANEL_001,WMS_50_PANEL_001,WMS_50_PANEL_002,WMS_50_PANEL_002,WMS_50_PANEL_002,WMS_50_PANEL_003,WMS_50_PANEL_003,WMS_50_PANEL_003,WAVELENGTH,REFERENCC,WMS_50_WATER_000,WMS_50_WATER_001,WMS_50_WATER_002,SKY
444.19,500407.38,453912.84,444.19,500407.38,575998.9,444.19,500407.38,440273.63,444.19,500407.38,480827.54,444.19,200396.28,81416.7,444.19,200396.28,41896.47,444.19,200396.28,13512.96,444.19,200396.28,82696.21,444.19,113216,1315,1299,1373,37188
445.86,508724.93,461243.15,445.86,508724.93,585608.67,445.86,508724.93,447609.18,445.86,508724.93,488807.48,445.86,203112.93,82374.73,445.86,203112.93,42417.72,445.86,203112.93,13669.21,445.86,203112.93,83101.09,445.86,117904,1369,1361,1437,38336
447.54,519713.71,470997.79,447.54,519713.71,598725.02,447.54,519713.71,456979.65,447.54,519713.71,499091.99,447.54,208926.26,84444.07,447.54,208926.26,43641.57,447.54,208926.26,14042.47,447.54,208926.26,84815.33,447.54,123408,1436,1421,1505,39770
449.21,526721.38,477188.41,449.21,526721.38,607361.73,449.21,526721.38,462686.8,449.21,526721.38,505850.43,449.21,212149.3,85714.28,449.21,212149.3,44312.48,449.21,212149.3,14232.54,449.21,212149.3,85499.21,449.21,127360,1480,1469,1552,40666
450.89,531686.88,482063.52,450.89,531686.88,613658.56,450.89,531686.88,467272.49,450.89,531686.88,510685.87,450.89,213711.19,86079.31,450.89,213711.19,44633.45,450.89,213711.19,14313.94,450.89,213711.19,85531.44,450.89,129360,1509,1492,1573,40910
452.56,526121.04,477087.8,452.56,526121.04,607843.11,452.56,526121.04,461870.59,452.56,526121.04,505267.82,452.56,211517.05,85092.9,452.56,211517.05,44159.62,452.56,211517.05,14124.11,452.56,211517.05,83941.65,452.56,128192,1498,1483,1565,40132
454.23,526642.47,477058.37,454.23,526642.47,608593.21,454.23,526642.47,462132.82,454.23,526642.47,505567.83,454.23,213517.2,85748.28,454.23,213517.2,44510.01,454.23,213517.2,14214.33,454.23,213517.2,83842.13,454.23,129264,1509,1505,1583,39960
455.9,538202.68,486977.31,455.9,538202.68,622046.4,455.9,538202.68,471676.95,455.9,538202.68,516457.12,455.9,217163.56,87186.92,455.9,217163.56,45272.04,455.9,217163.56,14431.58,455.9,217163.56,84605.02,455.9,131456,1541,1528,1615,40220
457.57,541409.05,489883.38,457.57,541409.05,626654.55,457.57,541409.05,474525.84,457.57,541409.05,519652.53,457.57,218995,87821.98,457.57,218995,45668.85,457.57,218995,14532.45,457.57,218995,84653.59,457.57,133136,1562,1556,1635,40310
459.24,541312.29,489452.99,459.24,541312.29,626592.02,459.24,541312.29,474032.39,459.24,541312.29,519525.89,459.24,220029.11,88202.66,459.24,220029.11,45906.11,459.24,220029.11,14566.43,459.24,220029.11,84270.05,459.24,134992,1592,1580,1663,40416
460.91,546934.91,494289.93,460.91,546934.91,633469.43,460.91,546934.91,478723.44,460.91,546934.91,524612.14,460.91,222343.57,89097.87,460.91,222343.57,46367.68,460.91,222343.57,14710.76,460.91,222343.57,84402.32,460.91,138528,1635,1627,1710,41028
462.58,549104.03,496302.5,462.58,549104.03,636646.21,462.58,549104.03,480419.55,462.58,549104.03,526793.53,462.58,223204.77,89518.81,462.58,223204.77,46590.63,462.58,223204.77,14762.09,462.58,223204.77,84093.22,462.58,141376,1676,1670,1746,41466
464.24,544217.24,491484.22,464.24,544217.24,631138.67,464.24,544217.24,475995.84,464.24,544217.24,522046.58,464.24,221857.35,88886.69,464.24,221857.35,46293.49,464.24,221857.35,14654.72,464.24,221857.35,82883.71,464.24,143600,1703,1706,1788,41710
465.91,543209.67,490399.01,465.91,543209.67,630354.79,465.91,543209.67,474842.78,465.91,543209.67,520957.7,465.91,221823.47,88915.93,465.91,221823.47,46277.99,465.91,221823.47,14654.16,465.91,221823.47,82141.01,465.91,147520,1761,1757,1845,42392
467.57,545525.09,492376.87,467.57,545525.09,633049.01,467.57,545525.09,476529.92,467.57,545525.09,522900.53,467.57,222956.53,89423.75,467.57,222956.53,46583.24,467.57,222956.53,14738.59,467.57,222956.53,81881.76,467.57,153056,1835,1832,1924,43504
469.24,548882.91,495403.7,469.24,548882.91,637636.63,469.24,548882.91,479326.84,469.24,548882.91,526328.02,469.24,224088.48,89922.09,469.24,224088.48,46807.6,469.24,224088.48,14849.84,469.24,224088.48,81697.66,469.24,159104,1917,1911,2007,44792
470.9,551501.84,497487.83,470.9,551501.84,640746.36,470.9,551501.84,481315.69,470.9,551501.84,528549.32,470.9,226475.97,90798.14,470.9,226475.97,47299.55,470.9,226475.97,15019.41,470.9,226475.97,81797.42,470.9,165344,1998,1994,2101,46104
472.56,557498.98,503069.53,472.56,557498.98,648498.21,472.56,557498.98,486328.89,472.56,557498.98,534581.32,472.56,228507.02,91577.59,472.56,228507.02,47772.36,472.56,228507.02,15214.54,472.56,228507.02,81912.73,472.56,171408,2080,2076,2187,47370
474.22,559005.06,503986.43,474.22,559005.06,650351.77,474.22,559005.06,487621.24,474.22,559005.06,535883.19,474.22,229192.3,91807.72,474.22,229192.3,47894.04,474.22,229192.3,15312.56,474.22,229192.3,81495.98,474.22,175312,2137,2131,2244,48020
475.88,557222.28,502294.6,475.88,557222.28,648638.86,475.88,557222.28,485539.93,475.88,557222.28,534033.47,475.88,229302.03,91816.56,475.88,229302.03,47917.84,475.88,229302.03,15380.69,475.88,229302.03,80883.63,475.88,177680,2177,2168,2277,48220
477.54,562052.47,506798.25,477.54,562052.47,654960.46,477.54,562052.47,489800.26,477.54,562052.47,538771.68,477.54,231336.93,92461.56,477.54,231336.93,48332.93,477.54,231336.93,15570.65,477.54,231336.93,81013.41,477.54,179920,2206,2197,2311,48418
479.2,562408.9,507136.79,479.2,562408.9,655869.81,479.2,562408.9,490183.21,479.2,562408.9,539313.98,479.2,232170.04,92754.04,479.2,232170.04,48527.98,479.2,232170.04,15679.69,479.2,232170.04,80831.55,479.2,179360,2208,2202,2310,47918
480.86,556530.29,501579.51,480.86,556530.29,649358.49,480.86,556530.29,484725.6,480.86,556530.29,533619.5,480.86,230210.37,91837.07,480.86,230210.37,48088.94,480.86,230210.37,15582.44,480.86,230210.37,79596.66,480.86,175264,2167,2155,2264,46520
482.52,541126.82,487598.01,482.52,541126.82,631782.61,482.52,541126.82,471017.89,482.52,541126.82,518752.58,482.52,224662.34,89640.81,482.52,224662.34,46946.18,482.52,224662.34,15235.7,482.52,224662.34,77198.08,482.52,167840,2081,2069,2169,44252
484.17,527104.94,474762.48,484.17,527104.94,615478.28,484.17,527104.94,458450.9,484.17,527104.94,505159.28,484.17,217324.44,86588,484.17,217324.44,45409.49,484.17,217324.44,14758.38,484.17,217324.44,74101.27,484.17,159168,1982,1971,2064,41610
485.83,513974.88,462794.3,485.83,513974.88,600644.98,485.83,513974.88,447010.93,485.83,513974.88,492561.18,485.83,211752.5,84343.72,485.83,211752.5,44216.01,485.83,211752.5,14372,485.83,211752.5,71509.33,485.83,152448,1908,1903,1992,39408
487.49,531118.76,477740.46,487.49,531118.76,620347.46,487.49,531118.76,461521.31,487.49,531118.76,508542.82,487.49,219693.09,87375.72,487.49,219693.09,45830.26,487.49,219693.09,14894.83,487.49,219693.09,73401.45,487.49,155664,1953,1950,2039,39738
489.14,546192.43,491137.06,489.14,546192.43,638295.29,489.14,546192.43,474536.04,489.14,546192.43,523072.93,489.14,226487.9,90090.17,489.14,226487.9,47294.27,489.14,226487.9,15358.23,489.14,226487.9,75148.68,489.14,159504,2009,1999,2091,40368
490.79,551542.82,496108.8,490.79,551542.82,645253.81,490.79,551542.82,479045.01,490.79,551542.82,528324.87,490.79,228847.55,90905.84,490.79,228847.55,47750.93,490.79,228847.55,15506.98,490.79,228847.55,75375.94,490.79,161488,2042,2036,2128,40548
492.45,554999.26,498879.35,492.45,554999.26,649144.76,492.45,554999.26,481565.76,492.45,554999.26,531302.14,492.45,230422.06,91537.2,492.45,230422.06,48101.03,492.45,230422.06,15603.75,492.45,230422.06,75360.89,492.45,164944,2095,2090,2184,40998
494.1,561327.13,504207.27,494.1,561327.13,656855.94,494.1,561327.13,486707.86,494.1,561327.13,537142.05,494.1,234055.62,92908.48,494.1,234055.62,48859.08,494.1,234055.62,15838.28,494.1,234055.62,75980.04,494.1,170928,2176,2178,2277,42088
495.75,560211.09,503335.77,495.75,560211.09,656092.88,495.75,560211.09,485946.3,495.75,560211.09,536240.65,495.75,233837.26,92839.38,495.75,233837.26,48852.87,495.75,233837.26,15815.63,495.75,233837.26,75416.94,495.75,175872,2256,2254,2352,42962
497.4,550930.64,494814.6,497.4,550930.64,645271.24,497.4,550930.64,477680.9,497.4,550930.64,527313.91,497.4,230460.9,91436.72,497.4,230460.9,48153.19,497.4,230460.9,15568.53,497.4,230460.9,73882.6,497.4,179344,2315,2313,2417,43460
499.05,542724.31,487303.71,499.05,542724.31,636038.65,499.05,542724.31,470344.84,499.05,542724.31,519436.3,499.05,227399.47,90222.92,499.05,227399.47,47553.39,499.05,227399.47,15354.44,499.05,227399.47,72347.56,499.05,183232,2382,2380,2485,44042
500.7,537682.71,482655.1,500.7,537682.71,630099.37,500.7,537682.71,465720.52,500.7,537682.71,514412.33,500.7,224946.98,89279.89,500.7,224946.98,47046.93,500.7,224946.98,15169.9,500.7,224946.98,71029.11,500.7,188352,2464,2462,2571,44856
502.35,542493.78,486849.52,502.35,542493.78,636128.87,502.35,542493.78,469800.9,502.35,542493.78,519056.66,502.35,227263.47,90209.4,502.35,227263.47,47567.58,502.35,227263.47,15319.49,502.35,227263.47,71234.21,502.35,196752,2590,2593,2703,46436
503.99,546349.8,490266.81,503.99,546349.8,640875.01,503.99,546349.8,472920.04,503.99,546349.8,522755.25,503.99,229414.76,90995.19,503.99,229414.76,48029.54,503.99,229414.76,15448.27,503.99,229414.76,71441.58,503.99,204511.99,2707,2707,2831,47910
505.64,550030.39,493483.53,505.64,550030.39,645495.85,505.64,550030.39,475998.88,505.64,550030.39,526334.56,505.64,231083.73,91623.93,505.64,231083.73,48422.23,505.64,231083.73,15546.89,505.64,231083.73,71536.27,505.64,210895.99,2814,2807,2935,49066
507.29,546111.72,489939.02,507.29,546111.72,641252.03,507.29,546111.72,472415.96,507.29,546111.72,522582.78,507.29,229536.25,90985.75,507.29,229536.25,48123.46,507.29,229536.25,15428.51,507.29,229536.25,70690.65,507.29,212815.99,2858,2849,2979,49176
508.93,546112.12,489704.53,508.93,546112.12,641452.83,508.93,546112.12,472265.01,508.93,546112.12,522521.59,508.93,229955.85,91152.18,508.93,229955.85,48237.23,508.93,229955.85,15442.23,508.93,229955.85,70411.87,508.93,215199.99,2908,2900,3028,49374
510.58,542180.6,486464.92,510.58,542180.6,637413.92,510.58,542180.6,468975.22,510.58,542180.6,518791.18,510.58,228625.51,90584.69,510.58,228625.51,48008.6,510.58,228625.51,15336.46,510.58,228625.51,69674.15,510.58,214271.99,2913,2903,3031,48876
512.22,534091.75,479095.19,512.22,534091.75,628351.5,512.22,534091.75,461921.93,512.22,534091.75,511053.6,512.22,225238.56,89199.07,512.22,225238.56,47299.73,512.22,225238.56,15096.94,512.22,225238.56,68265.64,512.22,209583.99,2866,2861,2981,47508
513.86,517032.44,463794.94,513.86,517032.44,608626.53,513.86,517032.44,447067.21,513.86,517032.44,494941.9,513.86,218996.85,86724.26,513.86,218996.85,46023.19,513.86,218996.85,14665.22,513.86,218996.85,66032.86,513.86,201055.99,2771,2762,2888,45312
515.51,501907.15,449888.56,515.51,501907.15,591025.11,515.51,501907.15,433741.12,515.51,501907.15,480304.99,515.51,211859.78,83829.62,515.51,211859.78,44516.81,515.51,211859.78,14172.06,515.51,211859.78,63521.52,515.51,190800,2657,2646,2750,42746
517.15,493691.24,442384.77,517.15,493691.24,581240.04,517.15,493691.24,426215.69,517.15,493691.24,472218.4,517.15,207804.84,82187.96,517.15,207804.84,43673.67,517.15,207804.84,13883.6,517.15,207804.84,61878.38,517.15,183216,2577,2567,2669,40656
518.79,512430.02,459121.4,518.79,512430.02,603339.58,518.79,512430.02,442401.54,518.79,512430.02,489974.42,518.79,216156.11,85461.24,518.79,216156.11,45453.01,518.79,216156.11,14424.7,518.79,216156.11,63851.61,518.79,187120,2644,2640,2744,41092
520.43,528980.23,473886.84,520.43,528980.23,623072.73,520.43,528980.23,456536.99,520.43,528980.23,505847.09,520.43,223596.32,88327.34,520.43,223596.32,47012.61,520.43,223596.32,14899.92,520.43,223596.32,65662.54,520.43,190384,2711,2706,2812,41510
522.07,537134.18,480906.84,522.07,537134.18,632701.46,522.07,537134.18,463328.6,522.07,537134.18,513415.07,522.07,226954.19,89625.48,522.07,226954.19,47739.1,522.07,226954.19,15108.41,522.07,226954.19,66276.12,522.07,191136,2742,2738,2841,41390
523.71,536086.59,480219.39,523.71,536086.59,632238.2,523.71,536086.59,462558.89,523.71,536086.59,512770.11,523.71,228148.42,90052.63,523.71,228148.42,47981.39,523.71,228148.42,15170.51,523.71,228148.42,66231.82,523.71,191264,2770,2759,2866,41116
525.34,530073.55,474489.9,525.34,530073.55,625316.05,525.34,530073.55,457110.44,525.34,530073.55,506875.41,525.34,224813.12,88660.87,525.34,224813.12,47280.66,525.34,224813.12,14933.57,525.34,224813.12,64899.75,525.34,188688,2755,2747,2844,40316
526.98,534409.9,478086.54,526.98,534409.9,630072.6,526.98,534409.9,460497.32,526.98,534409.9,510617.16,526.98,226388.1,89286.11,526.98,226388.1,47612.48,526.98,226388.1,15014.91,526.98,226388.1,64884.97,526.98,192048,2827,2829,2928,40600
528.62,553272.73,494824.78,528.62,553272.73,652600.91,528.62,553272.73,476738.16,528.62,553272.73,528588.94,528.62,235432.59,92844.54,528.62,235432.59,49548.72,528.62,235432.59,15603.53,528.62,235432.59,67013.88,528.62,203407.99,3016,3014,3122,42632
530.25,551969.68,493595.91,530.25,551969.68,651353.1,530.25,551969.68,475473.68,530.25,551969.68,527529.95,530.25,236028.21,93006.49,530.25,236028.21,49645.03,530.25,236028.21,15620.02,530.25,236028.21,66839.59,530.25,208927.99,3123,3118,3226,43578
531.89,545902.89,488131.12,531.89,545902.89,644258.71,531.89,545902.89,470206.79,531.89,545902.89,521699.78,531.89,232679.1,91632.19,531.89,232679.1,48974.36,531.89,232679.1,15386.46,531.89,232679.1,65542.21,531.89,211951.99,3193,3189,3303,43924
533.52,548764.69,490679.4,533.52,548764.69,647717.23,533.52,548764.69,472508.61,533.52,548764.69,524264.74,533.52,234527.96,92371.96,533.52,234527.96,49379.15,533.52,234527.96,15490.8,533.52,234527.96,65630.28,533.52,219871.99,3339,3328,3449,45174
535.16,550580.27,492353.44,535.16,550580.27,650397.7,535.16,550580.27,474066.78,535.16,550580.27,526154.05,535.16,236088.72,92971.33,535.16,236088.72,49761.7,535.16,236088.72,15590.2,535.16,236088.72,65761.95,535.16,227887.99,3487,3478,3601,46566
536.79,544399.05,486823.32,536.79,544399.05,643100.29,536.79,544399.05,468638.13,536.79,544399.05,520269.93,536.79,233671.23,92025.43,536.79,233671.23,49276.99,536.79,233671.23,15415.09,536.79,233671.23,64755.1,536.79,231871.99,3577,3563,3692,47132
538.42,534250.59,477616.14,538.42,534250.59,631347.17,538.42,534250.59,459751.38,538.42,534250.59,510618.95,538.42,229653.69,90420.31,538.42,229653.69,48452.77,538.42,229653.69,15139.64,538.42,229653.69,63309.48,538.42,233711.99,3633,3616,3750,47240
540.05,527548.61,471400.92,540.05,527548.61,623555.94,540.05,527548.61,453852.84,540.05,527548.61,504007.76,540.05,226234.86,89066.68,540.05,226234.86,47765.03,540.05,226234.86,14905.02,540.05,226234.86,61979.48,540.05,234943.99,3680,3664,3796,47186
541.68,531799.96,475106.16,541.68,531799.96,628664.5,541.68,531799.96,457218.81,541.68,531799.96,507879.42,541.68,228340.43,89929.44,541.68,228340.43,48231.53,541.68,228340.43,15039.82,541.68,228340.43,62163.62,541.68,240303.99,3792,3778,3909,47932
543.31,535637.98,478524.88,543.31,535637.98,633438.9,543.31,535637.98,460628.24,543.31,535637.98,511705.73,543.31,230249.73,90672.2,543.31,230249.73,48694.18,543.31,230249.73,15153.99,543.31,230249.73,62374.19,543.31,244607.99,3891,3874,4008,48520
544.94,535669.59,478675.83,544.94,535669.59,633868.71,544.94,535669.59,460704.55,544.94,535669.59,511897.27,544.94,230450.46,90730.56,544.94,230450.46,48766.87,544.94,230450.46,15157.49,544.94,230450.46,62138.63,544.94,245791.99,3943,3919,4056,48504
546.57,532190.35,475569.26,546.57,532190.35,630186.07,546.57,532190.35,457572.49,546.57,532190.35,508513.52,546.57,228913.77,90054.75,546.57,228913.77,48456.14,546.57,228913.77,15042.86,546.57,228913.77,61446.6,546.57,243887.99,3945,3920,4053,47890
548.2,532027.3,475249.68,548.2,532027.3,630111.38,548.2,532027.3,457255.08,548.2,532027.3,508384.98,548.2,228761.45,90027.6,548.2,228761.45,48474.21,548.2,228761.45,15030.38,548.2,228761.45,61118.94,548.2,242447.99,3951,3924,4061,47316
549.83,532014.72,475321.89,549.83,532014.72,630294.42,549.83,532014.72,457121.95,549.83,532014.72,508476.13,549.83,229031.57,90103.76,549.83,229031.57,48552.26,549.83,229031.57,15048.52,549.83,229031.57,60968.29,549.83,240015.99,3946,3916,4051,46596
551.45,530300.21,473633.01,551.45,530300.21,628451.48,551.45,530300.21,455554.95,551.45,530300.21,506647.81,551.45,228396.33,89862.91,551.45,228396.33,48448.59,551.45,228396.33,15000.18,551.45,228396.33,60515.73,551.45,235327.99,3907,3875,4005,45450
553.08,531358.41,474376.7,553.08,531358.41,629749.98,553.08,531358.41,456293.24,553.08,531358.41,507561.09,553.08,228861.69,90018.02,553.08,228861.69,48569.21,553.08,228861.69,15022.95,553.08,228861.69,60361.05,553.08,231071.99,3869,3842,3964,44350
554.7,530126.63,473248.56,554.7,530126.63,628536.25,554.7,530126.63,455216.39,554.7,530126.63,506339.52,554.7,228774.3,89924.81,554.7,228774.3,48575.96,554.7,228774.3,15011.08,554.7,228774.3,60074.83,554.7,226479.99,3826,3799,3921,43224
556.33,521080.33,465104.84,556.33,521080.33,617978.53,556.33,521080.33,447184.87,556.33,521080.33,497751.78,556.33,225159,88571.09,556.33,225159,47829.81,556.33,225159,14765.93,556.33,225159,58890.07,556.33,218287.99,3726,3696,3808,41442
557.95,512375.6,457413.18,557.95,512375.6,608063.2,557.95,512375.6,439732.5,557.95,512375.6,489562.89,557.95,221667.86,87125.94,557.95,221667.86,47125.52,557.95,221667.86,14533.85,557.95,221667.86,57672.49,557.95,210735.99,3637,3609,3713,39780
559.58,515133.24,459682.19,559.58,515133.24,611373.95,559.58,515133.24,442027.97,559.58,515133.24,492098.69,559.58,222343.17,87382.01,559.58,222343.17,47256.68,559.58,222343.17,14562.13,559.58,222343.17,57506.83,559.58,208287.99,3627,3602,3704,39004
561.2,520377.51,464160.75,561.2,520377.51,617571.53,561.2,520377.51,446449.09,561.2,520377.51,496942.57,561.2,225125.82,88440.29,561.2,225125.82,47845.05,561.2,225125.82,14738.11,561.2,225125.82,57919.41,561.2,208735.99,3667,3638,3745,38834
562.82,521721.81,465334.14,562.82,521721.81,619347.21,562.82,521721.81,447432.76,562.82,521721.81,498215.63,562.82,225969.71,88781.83,562.82,225969.71,48055.49,562.82,225969.71,14784.51,562.82,225969.71,57847.95,562.82,208591.99,3696,3673,3774,38572
564.44,518223.38,462119.71,564.44,518223.38,615280.35,564.44,518223.38,444230.12,564.44,518223.38,494889.12,564.44,224866.15,88302.28,564.44,224866.15,47823.02,564.44,224866.15,14707.33,564.44,224866.15,57280.31,564.44,207983.99,3719,3691,3792,38222
566.06,516732.92,460708.9,566.06,516732.92,613586.88,566.06,516732.92,442870.9,566.06,516732.92,493339.38,566.06,224350.57,88074.95,566.06,224350.57,47710.35,566.06,224350.57,14660.27,566.06,224350.57,56795.39,566.06,209279.99,3771,3741,3848,38174
567.68,515050.18,459297.66,567.68,515050.18,611923.47,567.68,515050.18,441429.12,567.68,515050.18,491764.92,567.68,223886.35,87940.99,567.68,223886.35,47648.03,567.68,223886.35,14624.47,567.68,223886.35,56341.63,567.68,211503.99,3842,3811,3912,38344
569.3,508054.04,452880.75,569.3,508054.04,603474.05,569.3,508054.04,435072.47,569.3,508054.04,484968.04,569.3,221112.16,86879.6,569.3,221112.16,47061.28,569.3,221112.16,14427.58,569.3,221112.16,55322.92,569.3,212703.99,3887,3858,3961,38316
570.92,509126.37,453557.16,570.92,509126.37,604816.6,570.92,509126.37,435802.82,570.92,509126.37,485938.31,570.92,221510.03,86948.52,570.92,221510.03,47174.57,570.92,221510.03,14442.83,570.92,221510.03,55022.38,570.92,218063.99,4007,3979,4086,38962
572.53,517077.04,460559.82,572.53,517077.04,614347.13,572.53,517077.04,442512.56,572.53,517077.04,493507.63,572.53,225141.88,88387.45,572.53,225141.88,47943.24,572.53,225141.88,14670.6,572.53,225141.88,55596.35,572.53,227055.99,4195,4159,4269,40290
574.15,512481,456674.84,574.15,512481,609399.58,574.15,512481,438652.55,574.15,512481,489210.94,574.15,223683.61,87828.07,574.15,223683.61,47656.54,574.15,223683.61,14577.23,574.15,223683.61,54995.69,574.15,231791.99,4297,4265,4369,40922
575.77,507919.97,452414.06,575.77,507919.97,603947.55,575.77,507919.97,434485.41,575.77,507919.97,484685.62,575.77,221695.53,87050.08,575.77,221695.53,47258.88,575.77,221695.53,14434.7,575.77,221695.53,54223.86,575.77,236127.99,4386,4357,4468,41442
577.38,505279.01,450009.25,577.38,505279.01,601051.59,577.38,505279.01,432294.58,577.38,505279.01,482349.15,577.38,220809.47,86612.51,577.38,220809.47,47071.85,577.38,220809.47,14362.47,577.38,220809.47,53755.28,577.38,241839.99,4499,4464,4579,42218
578.99,507750.73,452065.51,578.99,507750.73,603961.96,578.99,507750.73,434223,578.99,507750.73,484569.3,578.99,221730.47,87018.2,578.99,221730.47,47274.42,578.99,221730.47,14416.41,578.99,221730.47,53792.51,578.99,248607.99,4626,4593,4713,43180
580.61,515409.5,458764.55,580.61,515409.5,613211.4,580.61,515409.5,440812.54,580.61,515409.5,491933.8,580.61,225198.12,88392.07,580.61,225198.12,48044.58,580.61,225198.12,14633.69,580.61,225198.12,54509.07,580.61,257919.99,4791,4750,4877,44616
582.22,521101.39,464063.03,582.22,521101.39,620038.96,582.22,521101.39,445645.5,582.22,521101.39,497139.95,582.22,227792.68,89422.13,582.22,227792.68,48618.18,582.22,227792.68,14794.54,582.22,227792.68,55037.28,582.22,265135.99,4908,4868,4997,45678
583.83,518413.46,461736.68,583.83,518413.46,617150.1,583.83,518413.46,443353.59,583.83,518413.46,494710.34,583.83,226996.12,89099.5,583.83,226996.12,48456.01,583.83,226996.12,14737.44,583.83,226996.12,54702.37,583.83,267263.99,4923,4881,5016,45906
585.44,509999.6,454261.37,585.44,509999.6,607331.97,585.44,509999.6,436214.54,585.44,509999.6,486818.99,585.44,223278.46,87665.47,585.44,223278.46,47692.17,585.44,223278.46,14489.32,585.44,223278.46,53590.77,585.44,264303.99,4844,4803,4934,45214
587.05,498552.75,444119.54,587.05,498552.75,593980.8,587.05,498552.75,426315.02,587.05,498552.75,475937.6,587.05,218956.05,85933.58,587.05,218956.05,46768.16,587.05,218956.05,14199.56,587.05,218956.05,52278.87,587.05,259535.99,4730,4688,4810,44202
588.66,470196.5,418989.33,588.66,470196.5,560623.96,588.66,470196.5,401981.6,588.66,470196.5,449009.14,588.66,206224.55,80957.13,588.66,206224.55,44050.2,588.66,206224.55,13372.58,588.66,206224.55,48911.29,588.66,243375.99,4412,4372,4483,41292
590.27,475299.51,423052.44,590.27,475299.51,566240.24,590.27,475299.51,406123.97,590.27,475299.51,453560.91,590.27,207871.71,81636.89,590.27,207871.71,44434.89,590.27,207871.71,13463.49,590.27,207871.71,48910.99,590.27,242367.99,4364,4324,4445,40770
591.88,485902.69,432656.4,591.88,485902.69,579211.75,591.88,485902.69,415294.07,591.88,485902.69,463876.25,591.88,212860.85,83628.74,591.88,212860.85,45520.59,591.88,212860.85,13777.9,591.88,212860.85,49952.99,591.88,244479.99,4360,4325,4444,40956
593.49,486597.75,433230.21,593.49,486597.75,580478.49,593.49,486597.75,415788.94,593.49,486597.75,464377.3,593.49,213343.04,83762.35,593.49,213343.04,45618.79,593.49,213343.04,13797.3,593.49,213343.04,49878.28,593.49,240239.99,4238,4204,4317,40086
595.1,486013.31,432435.06,595.1,486013.31,579530.19,595.1,486013.31,415098.44,595.1,486013.31,463831.41,595.1,213213.22,83775.22,595.1,213213.22,45607.9,595.1,213213.22,13784.49,595.1,213213.22,49649.66,595.1,235039.99,4093,4059,4173,39020
596.7,489729.69,435737.88,596.7,489729.69,584243.94,596.7,489729.69,418264.9,596.7,489729.69,467395.15,596.7,215018.65,84433.8,596.7,215018.65,45986.62,596.7,215018.65,13892.84,596.7,215018.65,49920.77,596.7,231711.99,3961,3935,4041,38282
598.31,488848.49,434921.29,598.31,488848.49,583213.79,598.31,488848.49,417227.79,598.31,488848.49,466249.87,598.31,214641.3,84338.01,598.31,214641.3,45944.78,598.31,214641.3,13856.82,598.31,214641.3,49695.96,598.31,226271.99,3789,3765,3870,37220
599.91,488619.88,434716.58,599.91,488619.88,583360.83,599.91,488619.88,417206.21,599.91,488619.88,466247.18,599.91,214727.46,84343.45,599.91,214727.46,45923.21,599.91,214727.46,13844.87,599.91,214727.46,49544.75,599.91,221343.99,3629,3610,3707,36232
601.52,487571.61,433548.91,601.52,487571.61,582126.54,601.52,487571.61,415956.59,601.52,487571.61,465026.71,601.52,214277.96,84170.24,601.52,214277.96,45834.86,601.52,214277.96,13804.97,601.52,214277.96,49281.02,601.52,216575.99,3483,3467,3565,35270
603.12,494482.18,439693.96,603.12,494482.18,590361.56,603.12,494482.18,421893.96,603.12,494482.18,471746.3,603.12,217301.83,85390.93,603.12,217301.83,46493.9,603.12,217301.83,13992.06,603.12,217301.83,49766.46,603.12,216159.99,3435,3421,3519,34996
604.72,497990.69,442505.74,604.72,497990.69,594628.8,604.72,497990.69,424708.09,604.72,497990.69,474947.42,604.72,219228.69,86110.45,604.72,219228.69,46893.22,604.72,219228.69,14102.78,604.72,219228.69,50026.2,604.72,215007.99,3392,3381,3477,34662
606.32,496913.64,441764.12,606.32,496913.64,593614.62,606.32,496913.64,423812.13,606.32,496913.64,473850.54,606.32,218835.6,85925.97,606.32,218835.6,46792.2,606.32,218835.6,14054.58,606.32,218835.6,49744.27,606.32,212383.99,3335,3331,3418,34078
607.93,493732.28,438866.09,607.93,493732.28,589827.4,607.93,493732.28,421074.22,607.93,493732.28,470834.36,607.93,217724.48,85548.71,607.93,217724.48,46523.9,607.93,217724.48,13983.41,607.93,217724.48,49331.57,607.93,209855.99,3284,3280,3368,33518
609.53,490837.57,436120.11,609.53,490837.57,586521.68,609.53,490837.57,418621.95,609.53,490837.57,468099.5,609.53,216610.97,85081.1,609.53,216610.97,46273.36,609.53,216610.97,13886.73,609.53,216610.97,48886.33,609.53,208127.99,3253,3242,3332,33082
611.13,489754.07,435206.8,611.13,489754.07,585393.83,611.13,489754.07,417636.44,611.13,489754.07,467181.69,611.13,216425.54,84990.95,611.13,216425.54,46237.02,611.13,216425.54,13865.72,611.13,216425.54,48640.05,611.13,208239.99,3245,3236,3327,32942
