WMS_50_IRR_000,WMS_50_IRR_000,WMS_50_IRR_000,WMS_50_IRR_001,WMS_50_IRR_001,WMS_50_IRR_001,WMS_50_IRR_002,WMS_50_IRR_002,WMS_50_IRR_002,WMS_50_IRR_003,WMS_50_IRR_003,WMS_50_IRR_003,WMS_50_PANEL_000,WMS_50_PANEL_000,WMS_50_PANEL_000,WMS_50_PANEL_001,WMS_50_PANEL_001,WMS_50_PANEL_001,WMS_50_PANEL_002,WMS_50_PANEL_002,WMS_50_PANEL_002,WMS_50_PANEL_003,WMS_50_PANEL_003,WMS_50_PANEL_003,WAVELENGTH,REFERENCC,WMS_50_WATER_000,WMS_50_WATER_001,WMS_50_WATER_002,SKY
612.72,486981.7,432649.03,612.72,486981.7,581938.1,612.72,486981.7,415009.78,612.72,486981.7,464343.08,612.72,215429.11,84597.12,612.72,215429.11,46015.94,612.72,215429.11,13788.25,612.72,215429.11,48232.07,612.72,208319.99,3240,3233,3320,32814
614.32,484024.83,430067.76,614.32,484024.83,578574.31,614.32,484024.83,412497.44,614.32,484024.83,461470.02,614.32,213945.19,84046.1,614.32,213945.19,45724.59,614.32,213945.19,13688.15,614.32,213945.19,47743.61,614.32,208943.99,3235,3231,3315,32744
615.92,480235.43,426623.33,615.92,480235.43,574156.47,615.92,480235.43,409203.23,615.92,480235.43,457899.62,615.92,212433.88,83423.68,615.92,212433.88,45394.1,615.92,212433.88,13572.31,615.92,212433.88,47204.61,615.92,209919.99,3243,3236,3326,32766
617.52,484507.22,430307.39,617.52,484507.22,579168.21,617.52,484507.22,412643.38,617.52,484507.22,461830.86,617.52,214002.21,84058.79,617.52,214002.21,45729.91,617.52,214002.21,13662.02,617.52,214002.21,47358.82,617.52,215231.99,3317,3313,3404,33380
619.11,490974.9,435866.98,619.11,490974.9,586763.35,619.11,490974.9,418157.95,619.11,490974.9,468003.42,619.11,217186.27,85276.21,619.11,217186.27,46376.74,619.11,217186.27,13849.16,619.11,217186.27,47864.6,619.11,222639.99,3419,3415,3513,34374
620.71,491598.45,436436.73,620.71,491598.45,587871.26,620.71,491598.45,418569.89,620.71,491598.45,468498.76,620.71,217695.79,85444.98,620.71,217695.79,46492.36,620.71,217695.79,13872.02,620.71,217695.79,47803.98,620.71,228095.99,3497,3497,3592,35054
622.3,485578.87,431255.86,622.3,485578.87,580940.29,622.3,485578.87,413599.48,622.3,485578.87,463014.8,622.3,215387.53,84526.19,622.3,215387.53,45984.73,622.3,215387.53,13708.42,622.3,215387.53,47148.75,622.3,231087.99,3540,3540,3633,35382
623.9,478351.97,424811.05,623.9,478351.97,572385.09,623.9,478351.97,407339.52,623.9,478351.97,456073.01,623.9,212137.48,83329.64,623.9,212137.48,45282.05,623.9,212137.48,13499.87,623.9,212137.48,46290.32,623.9,233807.99,3575,3574,3673,35626
625.49,473167.42,420144.42,625.49,473167.42,566024.55,625.49,473167.42,402835.7,625.49,473167.42,450989.79,625.49,210062.27,82493.87,625.49,210062.27,44822.15,625.49,210062.27,13357.36,625.49,210062.27,45628.97,625.49,237535.99,3627,3625,3730,36030
627.08,467314.62,414926.03,627.08,467314.62,559256.08,627.08,467314.62,397803.01,627.08,467314.62,445538.32,627.08,207615.47,81475.13,627.08,207615.47,44276.55,627.08,207615.47,13184.31,627.08,207615.47,44803.47,627.08,240271.99,3663,3663,3764,36246
628.67,460504.49,408978.62,628.67,460504.49,551257.67,628.67,460504.49,391939.98,628.67,460504.49,439110.11,628.67,204735.92,80403.7,628.67,204735.92,43661.02,628.67,204735.92,12994.79,628.67,204735.92,43954.17,628.67,241695.99,3679,3683,3783,36276
630.26,460471.67,408789.42,630.26,460471.67,551218.43,630.26,460471.67,391805.95,630.26,460471.67,438870.11,630.26,204614.03,80363.97,630.26,204614.03,43655.04,630.26,204614.03,12977.01,630.26,204614.03,43831.94,630.26,245087.99,3727,3725,3829,36658
631.85,462660.36,410685.3,631.85,462660.36,553959.8,631.85,462660.36,393742.88,631.85,462660.36,441026.95,631.85,205671.01,80775.34,631.85,205671.01,43877.43,631.85,205671.01,13032.14,631.85,205671.01,43991.74,631.85,248959.99,3774,3775,3881,37134
633.44,466495.44,414098.59,633.44,466495.44,558561.37,633.44,466495.44,396963.13,633.44,466495.44,444655.16,633.44,207440.86,81495.13,633.44,207440.86,44241.33,633.44,207440.86,13134.42,633.44,207440.86,44319.36,633.44,252911.99,3825,3827,3932,37602
635.03,468849.09,416107.58,635.03,468849.09,561498.43,635.03,468849.09,398856.14,635.03,468849.09,446908.42,635.03,208519.22,81884.42,635.03,208519.22,44485.18,635.03,208519.22,13196.87,635.03,208519.22,44488.72,635.03,255071.99,3849,3853,3958,37822
636.62,471156.16,418146.45,636.62,471156.16,564324.72,636.62,471156.16,400921.39,636.62,471156.16,449210.88,636.62,209807.05,82398.88,636.62,209807.05,44739.94,636.62,209807.05,13268.88,636.62,209807.05,44665.51,636.62,255999.99,3859,3859,3972,37838
638.2,473667.17,420364.4,638.2,473667.17,567437.33,638.2,473667.17,402861.63,638.2,473667.17,451571.47,638.2,210733.44,82768.82,638.2,210733.44,44953.81,638.2,210733.44,13318.53,638.2,210733.44,44790.11,638.2,256031.99,3854,3858,3961,37760
639.79,469245.21,416373.22,639.79,469245.21,562358.95,639.79,469245.21,399066.02,639.79,469245.21,447236.06,639.79,209058.17,82114.1,639.79,209058.17,44585.87,639.79,209058.17,13203.45,639.79,209058.17,44352.53,639.79,251791.99,3785,3788,3893,37038
641.38,466986.24,414331.74,641.38,466986.24,559801.81,641.38,466986.24,397159.6,641.38,466986.24,445110.09,641.38,208070.4,81749.21,641.38,208070.4,44372.23,641.38,208070.4,13130.61,641.38,208070.4,44023.55,641.38,247695.99,3722,3720,3822,36306
642.96,467905.63,415112.73,642.96,467905.63,560927.8,642.96,467905.63,397856.96,642.96,467905.63,445932.09,642.96,208489.56,81926.61,642.96,208489.56,44474.24,642.96,208489.56,13153.09,642.96,208489.56,43987.94,642.96,244783.99,3669,3667,3771,35750
644.54,465643.22,413190.32,644.54,465643.22,558464.55,644.54,465643.22,395897.01,644.54,465643.22,443948.45,644.54,207553.57,81594,644.54,207553.57,44275.7,644.54,207553.57,13085.37,644.54,207553.57,43669.08,644.54,239871.99,3587,3593,3684,34920
646.13,458625.51,406969.54,646.13,458625.51,550149.28,646.13,458625.51,389936.32,646.13,458625.51,437221.39,646.13,204645.04,80430.05,646.13,204645.04,43640.01,646.13,204645.04,12890.43,646.13,204645.04,42850.51,646.13,232223.99,3465,3471,3558,33690
647.71,451853.77,401243.78,647.71,451853.77,542165.27,647.71,451853.77,384221.15,647.71,451853.77,430925.64,647.71,201872.14,79311.35,647.71,201872.14,43032.11,647.71,201872.14,12703.36,647.71,201872.14,42069.63,647.71,225071.99,3354,3354,3442,32532
649.29,449662.49,399041.15,649.29,449662.49,539430.28,649.29,449662.49,382213.12,649.29,449662.49,428524.51,649.29,200685.32,78850.84,649.29,200685.32,42773.87,649.29,200685.32,12621,649.29,200685.32,41705.21,649.29,219407.99,3254,3252,3344,31598
650.87,454204.39,402802.43,650.87,454204.39,544737.81,650.87,454204.39,385892.05,650.87,454204.39,432877.75,650.87,202612.94,79646.34,650.87,202612.94,43175.05,650.87,202612.94,12733.9,650.87,202612.94,41981.12,650.87,217391.99,3199,3204,3285,31180
652.45,456431.18,404882.11,652.45,456431.18,547609.31,652.45,456431.18,387812.88,652.45,456431.18,435066.2,652.45,203838.41,80099.93,652.45,203838.41,43428.91,652.45,203838.41,12803.62,652.45,203838.41,42134.06,652.45,214655.99,3128,3134,3219,30676
654.03,449344.93,398683.63,654.03,449344.93,539646.67,654.03,449344.93,381979.25,654.03,449344.93,428543.79,654.03,201179.08,79025.7,654.03,201179.08,42852.2,654.03,201179.08,12622.74,654.03,201179.08,41537.33,654.03,208655.99,3002,3011,3088,29748
655.61,424999.96,377154.61,655.61,424999.96,510613.36,655.61,424999.96,361089.31,655.61,424999.96,405283.47,655.61,190105.27,74673.34,655.61,190105.27,40487.89,655.61,190105.27,11920.71,655.61,190105.27,39193.56,655.61,194624,2754,2767,2833,27696
657.19,428584.39,379799.06,657.19,428584.39,514076.83,657.19,428584.39,363852.29,657.19,428584.39,408030.76,657.19,191404.78,75241.82,657.19,191404.78,40758.48,657.19,191404.78,11993.83,657.19,191404.78,39251.76,657.19,193472,2685,2700,2785,27328
658.77,448351.07,397338.39,658.77,448351.07,537884.14,658.77,448351.07,380672.06,658.77,448351.07,427063.49,658.77,200205.81,78725.14,658.77,200205.81,42634.5,658.77,200205.81,12534.47,658.77,200205.81,40935.86,658.77,200431.99,2727,2740,2825,28212
660.34,459690.35,407281.39,660.34,459690.35,551736.61,660.34,459690.35,390212.41,660.34,459690.35,437843.27,660.34,205396.83,80775.7,660.34,205396.83,43736.43,660.34,205396.83,12859.1,660.34,205396.83,41922.61,660.34,203967.99,2721,2741,2821,28584
661.92,464880.72,411983.41,661.92,464880.72,558152.58,661.92,464880.72,394662.79,661.92,464880.72,442822.57,661.92,208023.1,81751.52,661.92,208023.1,44292.29,661.92,208023.1,13002.54,661.92,208023.1,42343.12,661.92,205551.99,2702,2718,2798,28722
663.49,464590.1,411817.06,663.49,464590.1,558076.35,663.49,464590.1,394407.4,663.49,464590.1,442586.22,663.49,208033.38,81780.09,663.49,208033.38,44266.81,663.49,208033.38,12998.79,663.49,208033.38,42233.73,663.49,205167.99,2660,2679,2766,28556
665.07,465363.5,412435.31,665.07,465363.5,558901.17,665.07,465363.5,395013.99,665.07,465363.5,443352.86,665.07,208450.81,81964.78,665.07,208450.81,44345.63,665.07,208450.81,13013.91,665.07,208450.81,42211.77,665.07,205519.99,2633,2657,2739,28510
666.64,464913.89,411958.92,666.64,464913.89,558390.39,666.64,464913.89,394558.14,666.64,464913.89,442876.91,666.64,208327.98,81928.31,666.64,208327.98,44309.15,666.64,208327.98,12998.58,666.64,208327.98,42082.08,666.64,205791.99,2613,2637,2721,28440
668.21,465267.27,412250.74,668.21,465267.27,558848.78,668.21,465267.27,394818.6,668.21,465267.27,443244.56,668.21,208647.61,82045.55,668.21,208647.61,44385.94,668.21,208647.61,13007.67,668.21,208647.61,42019.92,668.21,206559.99,2609,2635,2721,28442
669.79,463962.27,411060.06,669.79,463962.27,557579.18,669.79,463962.27,393674.92,669.79,463962.27,442066.55,669.79,208056.03,81850.12,669.79,208056.03,44251.31,669.79,208056.03,12969.76,669.79,208056.03,41808.87,669.79,206975.99,2610,2635,2719,28410
671.36,461325.45,408707.74,671.36,461325.45,554356.64,671.36,461325.45,391396.16,671.36,461325.45,439322.22,671.36,206958.58,81410.29,671.36,206958.58,44042.77,671.36,206958.58,12891.62,671.36,206958.58,41458.38,671.36,207039.99,2621,2635,2730,28328
672.93,460846.3,408074.72,672.93,460846.3,553674.84,672.93,460846.3,391004.16,672.93,460846.3,438978.32,672.93,206894,81403.73,672.93,206894,44034.99,672.93,206894,12885.77,672.93,206894,41354.75,672.93,208703.99,2646,2666,2760,28446
674.5,460402.01,407814.69,674.5,460402.01,553247.85,674.5,460402.01,390402.44,674.5,460402.01,438461.41,674.5,206667.84,81318.23,674.5,206667.84,43980.23,674.5,206667.84,12867.71,674.5,206667.84,41209.08,674.5,210079.99,2685,2703,2799,28546
676.07,460377.39,407566.67,676.07,460377.39,553136.54,676.07,460377.39,390330.04,676.07,460377.39,438360.85,676.07,206622.83,81368.42,676.07,206622.83,43962.12,676.07,206622.83,12855.77,676.07,206622.83,41098.71,676.07,211679.99,2728,2742,2846,28674
677.64,459705.45,407148.84,677.64,459705.45,552518.18,677.64,459705.45,389859.35,677.64,459705.45,437857.04,677.64,206508.12,81329.85,677.64,206508.12,43919.63,677.64,206508.12,12840.78,677.64,206508.12,40945.58,677.64,213647.99,2781,2793,2898,28846
679.21,458365.15,405998.35,679.21,458365.15,551096.84,679.21,458365.15,388731.46,679.21,458365.15,436540.93,679.21,206029.71,81143.65,679.21,206029.71,43841.74,679.21,206029.71,12802.35,679.21,206029.71,40766.36,679.21,215775.99,2835,2846,2952,29034
680.77,457145.75,404859.76,680.77,457145.75,549520.47,680.77,457145.75,387710.85,680.77,457145.75,435241.03,680.77,205483.9,80943.98,680.77,205483.9,43710.57,680.77,205483.9,12764.95,680.77,205483.9,40557.97,680.77,217615.99,2886,2891,2999,29190
682.34,454874.69,402768.04,682.34,454874.69,546912.24,682.34,454874.69,385638.99,682.34,454874.69,433152.06,682.34,204615.43,80583.23,682.34,204615.43,43525.97,682.34,204615.43,12702.34,682.34,204615.43,40267.3,682.34,218911.99,2923,2932,3037,29272
683.9,448996.53,397762.65,683.9,448996.53,539932.53,683.9,448996.53,380767.07,683.9,448996.53,427717.72,683.9,201914.29,79591.87,683.9,201914.29,42963.39,683.9,201914.29,12529.32,683.9,201914.29,39667.47,683.9,218143.99,2937,2942,3050,29092
685.47,421762.25,374253.53,685.47,421762.25,508028.1,685.47,421762.25,358082.08,685.47,421762.25,402220.62,685.47,190637.01,75086.18,685.47,190637.01,40544.15,685.47,190637.01,11826.37,685.47,190637.01,37364.22,685.47,208159.99,2827,2836,2923,27774
687.03,374189.57,331821.87,687.03,374189.57,450645.6,687.03,374189.57,317555.47,687.03,374189.57,356821.78,687.03,169278.75,66651.14,687.03,169278.75,35937.02,687.03,169278.75,10493.14,687.03,169278.75,32804.86,687.03,186352,2575,2579,2660,24750
688.6,370214.69,327892.22,688.6,370214.69,445107.28,688.6,370214.69,313891.61,688.6,370214.69,352633.76,688.6,166882.11,65796.24,688.6,166882.11,35469.69,688.6,166882.11,10345,688.6,166882.11,32068.33,688.6,185104,2564,2572,2660,24412
690.16,379037.47,335778.77,690.16,379037.47,455714.92,690.16,379037.47,321323.84,690.16,379037.47,361081.53,690.16,170826.54,67446.68,690.16,170826.54,36337.79,690.16,170826.54,10586.2,690.16,170826.54,32754.59,690.16,190608,2621,2628,2723,25074
691.72,393267.48,348329.42,691.72,393267.48,472787.5,691.72,393267.48,333376.48,691.72,393267.48,374589.52,691.72,177071.15,69931.17,691.72,177071.15,37685.35,691.72,177071.15,10975.9,691.72,177071.15,33993.14,691.72,198495.99,2695,2707,2802,26092
693.28,398517.77,353070.68,693.28,398517.77,479274.56,693.28,398517.77,337904.1,693.28,398517.77,379664.86,693.28,179791.87,71000.56,693.28,179791.87,38246.52,693.28,179791.87,11133.67,693.28,179791.87,34488.3,693.28,202047.99,2711,2729,2817,26558
694.85,405420.26,358936.78,694.85,405420.26,487405.01,694.85,405420.26,343609.08,694.85,405420.26,386089.45,694.85,182639.41,72167.67,694.85,182639.41,38867.83,694.85,182639.41,11314.57,694.85,182639.41,35025.84,694.85,205407.99,2717,2736,2829,26934
696.41,415437.92,367987.21,696.41,415437.92,499565.88,696.41,415437.92,352170.31,696.41,415437.92,395792.22,696.41,187205.86,73998.48,696.41,187205.86,39839.68,696.41,187205.86,11588.14,696.41,187205.86,35931.17,696.41,210063.99,2729,2752,2842,27488
697.97,415004.88,367658.35,697.97,415004.88,499273.73,697.97,415004.88,351929.23,697.97,415004.88,395509.25,697.97,187184.26,73994.94,697.97,187184.26,39820.4,697.97,187184.26,11590.14,697.97,187184.26,35912.63,697.97,209167.99,2667,2692,2776,27336
699.52,408990.5,362386.52,699.52,408990.5,492206.17,699.52,408990.5,346825.22,699.52,408990.5,389831.97,699.52,184762.8,73062.87,699.52,184762.8,39306.32,699.52,184762.8,11436.13,699.52,184762.8,35337.73,699.52,205167.99,2566,2599,2675,26758
701.08,405543.73,359297.75,701.08,405543.73,488009.02,701.08,405543.73,343775.19,701.08,405543.73,386428.72,701.08,183231.9,72489.51,701.08,183231.9,38986.69,701.08,183231.9,11347.45,701.08,183231.9,34986.23,701.08,201967.99,2479,2511,2589,26272
702.64,407670.33,361237.15,702.64,407670.33,490633.11,702.64,407670.33,345813.54,702.64,407670.33,388404.35,702.64,184179.96,72850.15,702.64,184179.96,39196.38,702.64,184179.96,11395.78,702.64,184179.96,35095.17,702.64,201007.99,2412,2447,2528,26098
704.2,411740.84,364643.25,704.2,411740.84,495360.29,704.2,411740.84,348971.46,704.2,411740.84,392205.89,704.2,185998.37,73634.13,704.2,185998.37,39583.5,704.2,185998.37,11507.61,704.2,185998.37,35425.76,704.2,199967.99,2344,2384,2462,25902
705.75,414082.15,366641.98,705.75,414082.15,498360.88,705.75,414082.15,351034.81,705.75,414082.15,394453.67,705.75,186731.57,73901.01,705.75,186731.57,39718.66,705.75,186731.57,11542.34,705.75,186731.57,35501.71,705.75,194416,2228,2269,2346,25124
707.31,417846.04,370089.7,707.31,417846.04,503152.38,707.31,417846.04,354356.14,707.31,417846.04,398193.71,707.31,187557.33,74277.72,707.31,187557.33,39902.94,707.31,187557.33,11592.83,707.31,187557.33,35641.47,707.31,187456,2095,2138,2216,24154
708.86,420447.93,372423.61,708.86,420447.93,506333.5,708.86,420447.93,356466.06,708.86,420447.93,400728.53,708.86,188070.49,74408.23,708.86,188070.49,39968.8,708.86,188070.49,11621.79,708.86,188070.49,35653.2,708.86,182032,1983,2031,2103,23378
710.42,421225.63,373208.16,710.42,421225.63,507268.67,710.42,421225.63,357108.37,710.42,421225.63,401398.45,710.42,188246.98,74545.95,710.42,188246.98,40013.09,710.42,188246.98,11632.81,710.42,188246.98,35663.04,710.42,177520,1883,1934,2005,22750
711.97,418751.67,370921.85,711.97,418751.67,504235.43,711.97,418751.67,355096.28,711.97,418751.67,399009.83,711.97,187623.41,74364.08,711.97,187623.41,39897.74,711.97,187623.41,11597.03,711.97,187623.41,35473.55,711.97,173520,1788,1843,1907,22176
713.52,413743.09,366507.67,713.52,413743.09,498276.52,713.52,413743.09,350718.94,713.52,413743.09,394293.21,713.52,186160.88,73784.09,713.52,186160.88,39603.5,713.52,186160.88,11505.71,713.52,186160.88,35095.59,713.52,169152,1689,1747,1806,21556
715.08,398291.75,353331.33,715.08,398291.75,480040.98,715.08,398291.75,338046.77,715.08,398291.75,379798.1,715.08,180328.38,71553.79,715.08,180328.38,38353.57,715.08,180328.38,11146.55,715.08,180328.38,33905.16,715.08,161680,1570,1623,1673,20572
716.63,364603.5,323650.32,716.63,364603.5,439762.26,716.63,364603.5,309553.88,716.63,364603.5,348135.38,716.63,166061.34,65868.9,716.63,166061.34,35298.87,716.63,166061.34,10261.84,716.63,166061.34,31111.87,716.63,147024,1395,1448,1472,18742
718.18,334327.32,296684.69,718.18,334327.32,402793.02,718.18,334327.32,283720.77,718.18,334327.32,319101.47,718.18,152525.87,60503.66,718.18,152525.87,32391.3,718.18,152525.87,9424.4,718.18,152525.87,28366.7,718.18,133360,1240,1287,1306,16972
719.73,329957.63,292476.34,719.73,329957.63,396866.65,719.73,329957.63,279835.33,719.73,329957.63,314428.21,719.73,150545.49,59774.82,719.73,150545.49,31998.47,719.73,150545.49,9302.03,719.73,150545.49,27821.69,719.73,130208,1178,1226,1245,16492
721.28,343960.68,304802.08,721.28,343960.68,413845.3,721.28,343960.68,291897.15,721.28,343960.68,327983.15,721.28,157381.59,62642.89,721.28,157381.59,33537.58,721.28,157381.59,9731.91,721.28,157381.59,29059.45,721.28,134704,1174,1226,1263,17010
722.83,338412.39,300158.88,722.83,338412.39,407462.06,722.83,338412.39,287108.49,722.83,338412.39,322841.69,722.83,154502.48,61527.08,722.83,154502.48,32926,722.83,154502.48,9556.01,722.83,154502.48,28482.66,722.83,131024,1112,1161,1200,16546
724.38,334204.36,296379.19,724.38,334204.36,402191.24,724.38,334204.36,283407.55,724.38,334204.36,318631.36,724.38,151600.07,60352.73,724.38,151600.07,32273.83,724.38,151600.07,9368.31,724.38,151600.07,27771.83,724.38,127072,1050,1091,1135,15980
725.92,336852.87,298690.97,725.92,336852.87,405430.06,725.92,336852.87,285732.34,725.92,336852.87,321109.75,725.92,152669.77,60851.52,725.92,152669.77,32526.62,725.92,152669.77,9428.94,725.92,152669.77,27857.45,725.92,126768,1017,1067,1112,15888
727.47,335747.86,297756.38,727.47,335747.86,404399.75,727.47,335747.86,284899.95,727.47,335747.86,320327.36,727.47,152289.42,60723,727.47,152289.42,32463.98,727.47,152289.42,9408.2,727.47,152289.42,27734.72,727.47,125536,979,1029,1079,15674
729.02,337315.26,299073.13,729.02,337315.26,406136.59,729.02,337315.26,286180.48,729.02,337315.26,321771.45,729.02,152707.94,60921.29,729.02,152707.94,32574.78,729.02,152707.94,9436.41,729.02,152707.94,27712.8,729.02,125216,945,1002,1051,15576
730.56,346806.25,307229.45,730.56,346806.25,417375.18,730.56,346806.25,294061.44,730.56,346806.25,330691.8,730.56,156575.89,62482.98,730.56,156575.89,33398.66,730.56,156575.89,9665.85,730.56,156575.89,28331.46,730.56,127888,930,990,1043,15844
732.11,363580.73,322179.87,732.11,363580.73,437717.99,732.11,363580.73,308258.75,732.11,363580.73,346614.36,732.11,163582.55,65360.66,732.11,163582.55,34925.71,732.11,163582.55,10105.52,732.11,163582.55,29647.48,732.11,134208,944,1007,1060,16554
733.65,374861.63,332262.91,733.65,374861.63,451496.86,733.65,374861.63,317968.99,733.65,374861.63,357383.42,733.65,168820.34,67382.51,733.65,168820.34,36010.85,733.65,168820.34,10419.95,733.65,168820.34,30664.35,733.65,141712,970,1036,1088,17434
735.2,376451.74,333468.04,735.2,376451.74,453395.3,735.2,376451.74,319174.59,735.2,376451.74,358817.4,735.2,170225.36,68010.65,735.2,170225.36,36313.79,735.2,170225.36,10511.69,735.2,170225.36,30942.65,735.2,145872,976,1050,1098,17898
736.74,378221.55,334935.28,736.74,378221.55,455434.91,736.74,378221.55,320586.81,736.74,378221.55,360294.57,736.74,172034.63,68762.56,736.74,172034.63,36720.21,736.74,172034.63,10623.93,736.74,172034.63,31267.83,736.74,146480,967,1042,1087,17928
738.29,380922.42,337338.62,738.29,380922.42,458850.26,738.29,380922.42,322973.4,738.29,380922.42,363105.36,738.29,173055.81,69201.59,738.29,173055.81,36913.04,738.29,173055.81,10679.9,738.29,173055.81,31443.48,738.29,145760,949,1025,1067,17816
739.83,382988.5,339390.62,739.83,382988.5,461422.64,739.83,382988.5,324776.21,739.83,382988.5,365079.73,739.83,174072.4,69616.45,739.83,174072.4,37112.09,739.83,174072.4,10742.7,739.83,174072.4,31602.62,739.83,145856,938,1019,1064,17786
741.37,385855.46,341886.12,741.37,385855.46,464908.94,741.37,385855.46,327171.15,741.37,385855.46,367663.67,741.37,175194.64,70111.3,741.37,175194.64,37370.74,741.37,175194.64,10811.18,741.37,175194.64,31831.24,741.37,146448,937,1017,1062,17834
742.91,389588.91,345119.61,742.91,389588.91,469366.89,742.91,389588.91,330483.71,742.91,389588.91,371232.6,742.91,177016.93,70787.94,742.91,177016.93,37758.1,742.91,177016.93,10919.72,742.91,177016.93,32135.45,742.91,147856,941,1022,1064,17958
744.45,391336.2,346494.87,744.45,391336.2,471482.64,744.45,391336.2,331874.98,744.45,391336.2,372754.57,744.45,177744.72,71183.66,744.45,177744.72,37929.75,744.45,177744.72,10962.6,744.45,177744.72,32249.7,744.45,148528,942,1022,1066,18022
745.99,392067.34,347405.87,745.99,392067.34,472626.24,745.99,392067.34,332612.2,745.99,392067.34,373662.89,745.99,178427.62,71429.7,745.99,178427.62,38045.22,745.99,178427.62,11006.41,745.99,178427.62,32321.42,745.99,148896,939,1022,1066,18016
747.53,391354.73,346766.47,747.53,391354.73,471921.59,747.53,391354.73,331892.05,747.53,391354.73,373155.44,747.53,178197.13,71375.05,747.53,178197.13,37993.15,747.53,178197.13,10985.7,747.53,178197.13,32252.61,747.53,148960,941,1021,1062,18008
749.07,389333.73,344804.5,749.07,389333.73,469269.66,749.07,389333.73,330194.43,749.07,389333.73,371158.53,749.07,177325.73,71047.38,749.07,177325.73,37823.63,749.07,177325.73,10932.58,749.07,177325.73,32047.64,749.07,148304,931,1016,1055,17880
750.61,387913.56,343450.95,750.61,387913.56,467764.77,750.61,387913.56,328932.55,750.61,387913.56,369556.15,750.61,176757.95,70807.65,750.61,176757.95,37696.87,750.61,176757.95,10889.37,750.61,176757.95,31883.29,750.61,147952,930,1009,1052,17794
752.15,387398.37,342977.06,752.15,387398.37,466702.25,752.15,387398.37,328564.51,752.15,387398.37,369156.39,752.15,176506.42,70806.72,752.15,176506.42,37653.18,752.15,176506.42,10880.62,752.15,176506.42,31768.24,752.15,148144,925,1010,1050,17774
753.69,386643.43,342348.49,753.69,386643.43,466103.55,753.69,386643.43,327838.08,753.69,386643.43,368383.92,753.69,176153.15,70658.6,753.69,176153.15,37577.95,753.69,176153.15,10852.48,753.69,176153.15,31668.1,753.69,148352,924,1008,1050,17766
755.22,383885.21,340115.51,755.22,383885.21,462906.15,755.22,383885.21,325710.29,755.22,383885.21,365947.95,755.22,175103.96,70205.31,755.22,175103.96,37304.67,755.22,175103.96,10784.68,755.22,175103.96,31392.91,755.22,147744,921,1005,1044,17652
756.76,369924.43,328073.55,756.76,369924.43,446478.38,756.76,369924.43,313881.55,756.76,369924.43,352797.34,756.76,169288.22,67890.88,756.76,169288.22,36068,756.76,169288.22,10423,756.76,169288.22,30330.38,756.76,143504,894,979,1007,17138
758.29,293508.73,261402.98,758.29,293508.73,355717.95,758.29,293508.73,249665.39,758.29,293508.73,280873.57,758.29,136073.81,54448.13,758.29,136073.81,28913.62,758.29,136073.81,8379.32,758.29,136073.81,24439.14,758.29,115504,727,793,785,13924
759.83,198459.51,176535.25,759.83,198459.51,240094.86,759.83,198459.51,168823.72,759.83,198459.51,189848.88,759.83,91999.6,36733.51,759.83,91999.6,19455.08,759.83,91999.6,5655.39,759.83,91999.6,16324.85,759.83,77824,510,565,561,9332
761.37,182467.63,162039.83,761.37,182467.63,219935.89,761.37,182467.63,154988.61,761.37,182467.63,174172.08,761.37,83279.89,33328.56,761.37,83279.89,17665.59,761.37,83279.89,5119.39,761.37,83279.89,14438.57,761.37,70272,472,518,519,8314
762.9,181052.21,160521.23,762.9,181052.21,217766.44,762.9,181052.21,153447.53,762.9,181052.21,172598.28,762.9,82502.66,33073.71,762.9,82502.66,17527.92,762.9,82502.66,5073.4,762.9,82502.66,14082.53,762.9,69568,466,509,528,8200
764.43,211792.99,187271.77,764.43,211792.99,254420.6,764.43,211792.99,179373.94,764.43,211792.99,201446.49,764.43,96119.6,38605.75,764.43,96119.6,20466.45,764.43,96119.6,5912.67,764.43,96119.6,16326.41,764.43,80896,533,578,612,9472
765.97,261950.01,231473.83,765.97,261950.01,314955.06,765.97,261950.01,221764.3,765.97,261950.01,249199.77,765.97,118808.47,47798.43,765.97,118808.47,25342.13,765.97,118808.47,7314.84,765.97,118808.47,20388.3,765.97,99744,642,692,739,11662
767.5,304895.58,269690,767.5,304895.58,367059.77,767.5,304895.58,258255.11,767.5,304895.58,290238.14,767.5,138570.62,55760.61,767.5,138570.62,29573.51,767.5,138570.62,8530.02,767.5,138570.62,24034.03,767.5,115936,729,797,843,13596
769.03,331534.87,293271.45,769.03,331534.87,399271.92,769.03,331534.87,280749.51,769.03,331534.87,315629.56,769.03,151013.12,60733.31,769.03,151013.12,32206.74,769.03,151013.12,9284.54,769.03,151013.12,26334.24,769.03,125648,781,858,898,14726
770.56,348299.65,308365.41,770.56,348299.65,419907.08,770.56,348299.65,295007.13,770.56,348299.65,331812.72,770.56,158795.27,63861.01,770.56,158795.27,33846.13,770.56,158795.27,9763.31,770.56,158795.27,27802.93,770.56,131280,815,893,934,15374
772.1,358056.52,316993.04,772.1,358056.52,431928.26,772.1,358056.52,303423.31,772.1,358056.52,341120.93,772.1,163385.15,65789.24,772.1,163385.15,34803.88,772.1,163385.15,10046.25,772.1,163385.15,28665.47,772.1,134160,833,913,948,15670
